Zip_Code,Housing_Units,Total_Vacant,For_rent,Rented_not_oc,For_sale,Sale_not_oc,Seasonal,Migrant_worker,Other_vacant
Z54631,927,210,12,0,6,11,116,0,65
Z54632,551,93,4,2,28,0,46,0,13
Z54634,1915,309,5,0,39,8,197,0,60
Z54635,895,151,0,0,0,0,94,0,57
Z54636,5645,259,150,0,42,0,0,0,67
Z54638,697,94,3,0,6,7,68,0,10
Z54639,1166,241,7,0,16,0,201,0,17
Z54642,934,140,0,0,5,2,105,0,28
Z54644,571,18,0,0,6,0,12,0,0
Z54646,2815,1299,42,17,134,0,979,0,127
Z54648,666,108,5,6,8,0,50,0,39
Z54650,10005,539,167,17,79,18,108,0,150
Z54651,628,141,0,0,3,25,77,0,36
Z54656,7543,490,46,5,74,48,142,0,175
Z54658,1121,92,29,0,0,3,45,0,15
Z54659,608,86,5,0,0,0,59,0,22
Z54660,7046,509,92,16,117,66,91,0,127
Z54661,1592,123,0,0,17,3,55,0,48
Z54665,3938,445,57,0,147,0,161,0,80
Z54666,1612,501,45,19,8,34,349,0,46
Z54667,1969,171,0,0,14,34,83,0,40
Z54669,3127,118,29,0,56,0,30,0,3
Z54670,625,59,5,0,22,6,26,0,0
Z54701,16772,923,386,68,146,6,12,0,305
Z54703,18341,934,257,80,160,59,171,0,207
Z54720,3060,139,101,0,0,0,0,0,38
Z54721,619,80,8,0,14,0,35,0,23
Z54722,1841,417,23,0,21,0,302,0,71
Z54723,584,42,0,0,19,0,12,0,11
Z54724,3059,275,0,38,45,0,123,0,69
Z54725,1267,111,14,0,21,4,36,0,36
Z54726,750,73,0,0,0,10,37,0,26
Z54727,2132,175,16,8,15,10,58,0,68
Z54728,3605,1019,66,0,43,0,821,0,89
Z54729,14054,704,270,8,12,0,218,0,196
Z54730,2173,233,0,0,20,0,145,0,68
Z54731,411,151,0,7,0,7,96,0,41
Z54732,1356,189,21,0,13,20,95,0,40
Z54733,519,59,0,4,10,9,31,0,5
Z54734,357,42,4,0,0,0,5,0,33
Z54736,1771,168,44,0,34,0,38,0,52
Z54737,248,26,7,0,6,0,13,0,0
Z54738,1227,68,0,0,6,0,24,0,38
Z54739,1863,111,19,2,31,0,10,0,49
Z54740,878,74,12,6,4,0,20,0,32
Z54741,807,181,9,0,14,5,108,0,45
Z54742,1775,124,10,0,11,7,61,0,35
Z54745,1511,629,0,0,13,0,569,0,47
Z54747,1245,125,25,0,4,3,36,3,54
Z54748,714,120,0,15,13,0,44,0,48
Z54749,559,68,10,0,25,0,14,0,19
Z54750,498,79,0,0,5,9,51,0,14
Z54751,10228,871,193,140,106,7,186,0,239
Z54754,1296,551,11,8,17,6,479,0,30
Z54755,3187,232,5,1,31,17,92,34,52
Z54756,488,54,0,5,3,0,30,0,16
Z54757,2100,767,6,0,6,9,717,0,29
Z54758,2067,203,19,8,22,0,79,0,75
Z54759,904,279,20,0,29,6,177,0,47
Z54760,99,9,4,0,0,0,0,0,5
Z54761,519,50,6,0,10,0,17,0,17
Z54762,606,96,16,0,15,0,45,0,20
Z54763,505,68,7,4,0,15,22,0,20
Z54767,1446,121,7,9,18,0,36,0,51
Z54768,2018,214,24,2,43,20,90,0,35
Z54771,1764,246,27,0,18,11,105,0,85
Z54772,467,72,7,8,2,0,38,0,17
Z54773,1402,107,47,10,14,0,22,0,14
Z54801,4915,1937,87,21,36,13,1714,1,65
Z54805,721,182,11,0,20,3,124,0,24
Z54806,5547,590,60,38,44,4,304,0,140
Z54810,2166,1231,38,0,40,9,1062,0,82
Z54812,2225,173,97,6,6,0,43,0,21
Z54814,1827,712,46,8,30,13,560,0,55
Z54817,2267,1236,4,0,25,6,1139,0,62
Z54819,1699,559,5,15,46,4,414,0,75
Z54820,500,175,0,0,15,0,149,0,11
Z54821,1789,1106,59,7,31,0,967,0,42
Z54822,2104,239,8,6,23,0,172,0,30
Z54824,1179,221,10,9,0,0,175,0,27
Z54826,649,347,0,0,19,0,307,0,21
Z54827,408,297,8,0,14,9,260,0,6
Z54829,3316,1045,27,0,51,22,883,0,62
Z54830,5021,3489,21,2,46,0,3369,10,41
Z54832,615,395,0,7,8,0,362,0,18
Z54835,805,378,3,0,24,0,295,0,56
Z54836,463,91,0,0,3,0,68,0,20
Z54837,2152,646,40,0,63,10,431,0,102
Z54838,1639,1042,9,0,0,0,1018,0,15
Z54840,2909,920,28,0,41,7,741,0,103
Z54841,153,24,0,0,4,0,8,0,12
Z54842,73,19,0,0,0,0,13,0,6
Z54843,9588,4601,59,53,203,0,4029,0,257
Z54847,2062,1020,44,8,58,17,865,0,28
Z54848,3133,611,28,0,44,0,402,0,137
Z54849,1284,422,9,0,9,0,389,4,11
Z54850,888,784,8,0,12,0,753,4,7
Z54853,2686,966,12,8,31,0,797,0,118
Z54854,516,127,6,0,14,12,74,0,21
Z54855,353,91,0,0,4,0,74,0,13
Z54856,1058,424,8,0,12,6,360,0,38
Z54859,2306,1529,21,0,18,0,1480,0,10
Z54862,361,218,0,0,0,0,214,0,4
Z54864,578,42,0,0,6,0,22,0,14
Z54865,467,247,4,0,4,0,234,0,5
Z54867,312,169,10,6,13,0,121,0,19
Z54868,7786,896,276,0,56,57,329,0,178
Z54870,1548,826,8,9,4,0,796,0,9
Z54871,2016,662,22,9,23,0,582,0,26
Z54872,2197,912,6,0,39,5,828,0,34
Z54873,3024,1704,56,0,55,0,1568,0,25
Z54874,1643,134,0,0,20,0,102,0,12
Z54875,835,325,8,4,0,0,311,0,2
Z54876,2064,1362,21,2,13,0,1308,0,18
Z54880,14040,1118,258,56,194,11,273,0,326
Z54888,1434,835,11,0,14,0,791,0,19
Z54889,1789,649,0,15,26,7,550,0,51
Z54891,1774,231,13,0,14,0,169,0,35
Z54893,3781,2025,2,14,55,0,1900,0,54
Z54895,690,223,4,0,9,0,188,0,22
Z54896,2189,1493,13,19,22,0,1382,0,57
Z54901,14901,1345,689,150,150,36,134,0,186
Z54902,10974,881,241,42,190,29,113,0,266
Z54904,8990,159,62,0,27,0,37,0,33
Z54909,1103,201,5,0,8,0,137,0,51
Z54911,11295,846,253,32,231,93,20,0,217
Z54913,7927,230,80,52,9,0,27,0,62
Z54914,13665,818,248,137,279,12,51,0,91
Z54915,16637,675,171,29,152,36,81,0,206
Z54921,547,76,9,8,0,0,35,0,24
Z54922,596,50,12,0,12,0,4,0,22
Z54923,4072,331,61,0,64,0,106,0,100
Z54927,261,32,0,0,15,0,17,0,0
Z54929,4341,601,100,0,10,11,341,0,139
Z54930,1117,443,10,0,18,8,351,2,54
Z54931,105,13,13,0,0,0,0,0,0
Z54933,111,4,0,0,4,0,0,0,0
Z54934,106,9,0,0,0,9,0,0,0
Z54935,19215,1257,523,97,271,0,0,0,366
Z54937,7755,432,90,0,59,42,179,0,62
Z54940,2077,404,6,0,65,5,281,0,47
Z54941,1943,803,42,0,87,8,613,0,53
Z54942,3346,113,0,0,0,0,21,0,92
Z54943,1526,703,5,0,10,6,611,0,71
Z54944,3320,195,15,0,35,0,84,0,61
Z54945,2019,447,0,0,17,7,382,0,41
Z54947,1336,230,9,0,0,8,195,0,18
Z54949,1578,185,8,0,20,0,83,4,70
Z54950,1491,251,0,9,55,0,122,0,65
Z54952,11413,604,222,53,84,40,34,0,171
Z54956,18848,795,214,95,143,149,108,29,57
Z54960,2217,1028,11,0,10,18,896,6,87
Z54961,6277,543,49,45,20,0,225,10,194
Z54962,588,117,0,0,0,0,108,0,9
Z54963,2813,89,0,0,26,0,54,0,9
Z54964,456,41,0,0,11,7,14,0,9
Z54965,657,96,0,9,10,0,44,0,33
Z54966,982,221,24,0,13,6,151,0,27
Z54967,215,54,16,0,0,0,35,0,3
Z54968,1713,508,24,0,25,9,323,0,127
Z54970,1832,560,18,6,43,12,357,0,124
Z54971,4768,454,61,0,80,0,179,0,134
Z54974,596,35,7,0,9,6,13,0,0
Z54977,655,107,4,12,4,0,76,0,11
Z54979,605,54,10,0,0,0,14,0,30
Z54981,8128,1845,121,32,117,19,1303,0,253
Z54982,4491,1554,38,17,70,0,1247,16,166
Z54983,2135,400,20,0,16,7,261,0,96
Z54984,2599,1251,16,6,47,0,1099,0,83
Z54986,2554,503,45,0,80,15,313,0,50
Z55001,1245,65,16,0,8,0,36,0,5
Z55003,1100,87,17,0,0,17,30,0,23
Z55005,1493,59,0,0,50,0,4,0,5
Z55006,1636,177,50,0,0,0,55,0,72
Z55007,1221,283,7,6,31,7,178,0,54
Z55008,5956,398,16,18,29,0,274,0,61
Z55009,3335,206,0,0,7,31,63,0,105
Z55011,3786,253,0,0,57,0,129,0,67
Z55012,781,80,2,5,6,8,51,0,8
Z55013,2978,205,45,0,21,0,139,0,0
Z55014,10103,253,87,0,61,0,11,0,94
Z55016,12188,480,37,0,149,35,108,0,151
Z55018,393,11,5,0,0,0,0,0,6
Z55019,778,41,0,0,9,9,0,0,23
Z55021,11892,1066,109,0,129,7,472,0,349
Z55024,11901,373,65,42,94,43,45,4,80
Z55025,9367,467,50,0,40,0,123,0,254
Z55030,693,178,0,0,0,8,127,0,43
Z55031,826,24,0,0,8,0,6,0,10
Z55032,1310,122,0,0,20,0,86,5,11
Z55033,12440,630,137,17,156,0,156,0,164
Z55038,7653,320,0,23,0,88,8,0,201
Z55040,5180,416,83,0,33,0,189,0,111
Z55041,3748,466,68,29,108,5,230,4,22
Z55042,3174,81,0,0,44,0,0,0,37
Z55043,1564,129,10,0,3,0,58,0,58
Z55044,17068,479,88,102,46,0,137,0,106
Z55045,3307,405,29,0,113,0,147,0,116
Z55046,1965,149,40,0,0,0,53,0,56
Z55049,944,45,0,0,0,5,0,0,40
Z55051,4647,922,24,0,111,13,531,0,243
Z55052,920,105,0,8,27,0,45,0,25
Z55053,403,36,0,0,8,5,4,0,19
Z55055,1481,51,0,0,0,0,0,26,25
Z55056,5143,130,0,0,52,2,43,0,33
Z55057,8584,581,139,0,135,11,88,0,208
Z55060,12291,824,133,23,164,79,76,0,349
Z55063,4812,1092,57,0,95,54,712,0,174
Z55065,436,26,10,0,0,9,0,0,7
Z55066,8576,708,177,98,127,23,78,0,205
Z55068,10103,213,18,0,102,23,8,0,62
Z55069,2070,258,0,5,3,6,177,3,64
Z55070,2863,212,0,0,114,25,4,0,69
Z55071,2171,56,0,0,23,27,0,0,6
Z55072,2442,1010,23,0,28,6,854,0,99
Z55073,1359,109,0,0,0,0,109,0,0
Z55074,898,81,5,2,36,0,20,0,18
Z55075,8880,514,127,25,61,56,0,0,245
Z55076,8980,160,62,0,0,0,15,0,83
Z55077,5050,172,56,33,74,0,0,0,9
Z55079,3107,188,0,0,11,0,56,0,121
Z55080,1113,210,0,0,0,11,189,0,10
Z55082,14373,848,23,47,77,32,387,0,282
Z55084,669,40,10,0,7,9,6,0,8
Z55088,653,32,0,0,13,0,8,0,11
Z55090,167,6,0,0,0,0,0,0,6
Z55092,4102,91,0,0,9,41,32,0,9
Z55101,4423,214,82,59,0,0,34,0,39
Z55102,9741,857,349,115,118,30,67,22,156
Z55103,5207,299,93,46,34,0,0,0,126
Z55104,18224,1034,322,44,60,9,10,0,589
Z55105,11532,419,85,25,91,37,23,0,158
Z55106,19451,1535,373,154,133,21,57,0,797
Z55107,5713,387,76,27,88,10,0,0,186
Z55108,6494,328,78,38,43,0,69,0,100
Z55109,13539,462,21,18,0,0,65,0,358
Z55110,16433,657,172,2,54,52,53,0,324
Z55112,17493,565,112,79,122,19,100,0,133
Z55113,18211,939,314,0,37,127,141,0,320
Z55114,1742,73,0,26,0,26,0,0,21
Z55115,3421,158,0,0,23,0,14,0,121
Z55116,11911,570,263,103,115,12,40,0,37
Z55117,17094,1050,341,103,143,54,58,0,351
Z55118,12284,517,214,97,86,30,24,0,66
Z55119,15957,686,148,0,150,31,31,0,326
Z55120,1854,34,13,0,0,0,0,0,21
Z55121,3776,138,27,24,47,10,0,0,30
Z55122,13139,324,50,27,31,22,29,0,165
Z55124,19925,512,123,0,112,27,65,0,185
Z55125,16994,515,76,70,10,42,90,0,227
Z55126,11245,264,100,0,0,0,41,0,123
Z55127,7680,264,44,0,158,0,18,0,44
Z55128,11775,314,68,29,12,0,16,0,189
Z55129,7750,170,32,110,0,28,0,0,0
Z55130,5907,580,193,76,97,0,0,0,214
Z55150,80,4,0,0,0,0,0,0,4
Z55301,3662,108,0,0,0,0,0,0,108
Z55302,3994,1194,0,103,16,0,1001,0,74
Z55303,18026,627,199,38,137,0,64,0,189
Z55304,15841,349,0,61,67,26,71,0,124
Z55305,9879,613,119,95,42,0,227,0,130
Z55306,7007,369,185,32,8,0,74,0,70
Z55307,1398,94,11,0,46,6,11,0,20
Z55308,3183,180,48,0,0,0,38,0,94
Z55309,6467,390,5,0,0,0,146,0,239
Z55310,743,144,31,9,18,0,9,0,77
Z55311,12900,218,39,19,89,24,47,0,0
Z55312,709,51,14,0,2,7,3,0,25
Z55313,8992,589,13,45,11,28,194,0,298
Z55314,561,83,9,0,10,6,16,0,42
Z55316,8903,295,49,49,127,38,0,0,32
Z55317,7621,219,46,0,100,37,11,0,25
Z55318,10095,405,40,43,0,57,81,0,184
Z55319,2240,339,14,0,14,0,245,9,57
Z55320,2083,203,18,0,21,0,136,0,28
Z55321,1971,170,15,0,5,11,56,0,83
Z55322,1207,55,12,8,0,0,3,0,32
Z55324,694,173,0,0,13,10,134,0,16
Z55325,2135,442,0,0,5,16,379,0,42
Z55328,3286,114,0,0,0,0,35,0,79
Z55329,979,151,17,10,16,0,88,0,20
Z55330,13781,683,43,52,41,54,130,0,363
Z55331,7400,592,71,0,116,60,232,0,113
Z55332,850,122,19,13,10,8,1,0,71
Z55333,409,47,0,0,7,0,7,0,33
Z55334,1321,95,0,12,4,13,18,0,48
Z55336,3458,282,28,0,169,57,4,0,24
Z55337,19095,883,487,0,59,100,21,0,216
Z55338,437,20,4,0,0,0,5,0,11
Z55339,417,26,19,0,5,0,0,0,2
Z55340,2386,26,26,0,0,0,0,0,0
Z55341,1085,36,0,15,0,0,4,0,17
Z55342,1004,178,26,5,50,11,4,0,82
Z55343,11946,633,185,42,156,26,89,0,135
Z55344,7433,289,128,0,0,84,45,0,32
Z55345,9116,185,17,0,73,56,0,0,39
Z55346,6362,65,0,0,30,0,0,0,35
Z55347,11421,420,91,0,128,0,107,0,94
Z55349,1705,198,66,10,15,18,52,0,37
Z55350,7912,360,57,43,40,5,46,0,169
Z55352,3298,73,0,10,48,0,0,0,15
Z55353,1439,158,0,0,11,0,114,0,33
Z55354,1059,43,0,8,13,5,0,0,17
Z55355,4349,452,41,5,31,0,193,6,176
Z55356,2219,131,0,0,0,9,76,0,46
Z55357,1150,17,10,0,7,0,0,0,0
Z55358,2413,460,8,0,32,16,384,0,20
Z55359,2518,128,17,0,30,0,47,0,34
Z55360,927,27,0,0,17,0,0,0,10
Z55362,7212,323,51,0,80,0,130,0,62
Z55363,1787,142,0,0,52,0,21,0,69
Z55364,6538,441,43,0,81,78,171,0,68
Z55366,206,17,0,0,4,4,0,0,9
Z55367,403,9,6,0,1,0,0,0,2
Z55368,967,55,0,4,0,0,0,0,51
Z55369,14209,409,52,36,165,50,16,0,90
Z55370,353,15,0,4,5,4,0,0,2
Z55371,6618,434,16,0,85,14,234,0,85
Z55372,11656,441,24,0,96,0,114,0,207
Z55373,2124,100,26,0,29,26,0,0,19
Z55374,4881,121,17,0,20,0,0,0,84
Z55375,1519,38,25,0,0,0,0,0,13
Z55376,5517,152,0,0,0,0,73,0,79
Z55378,9767,190,0,4,76,12,16,0,82
Z55379,14930,618,83,23,75,40,138,0,259
Z55382,2087,686,0,0,21,25,611,0,29
Z55384,1070,83,24,22,22,0,11,0,4
Z55385,572,53,7,5,0,8,6,0,27
Z55386,2441,67,32,10,0,25,0,0,0
Z55387,5060,257,45,11,5,18,69,0,109
Z55388,2411,139,81,0,50,0,0,0,8
Z55389,1038,86,5,0,8,9,49,0,15
Z55390,1071,110,10,15,10,0,44,0,31
Z55391,6902,470,39,37,107,81,110,0,96
Z55395,1190,50,16,0,0,16,0,0,18
Z55396,983,116,18,3,11,0,4,0,80
Z55398,5686,451,10,0,52,0,219,0,170
Z55401,5510,634,98,85,27,193,177,0,54
Z55403,11512,1049,475,151,0,167,82,0,174
Z55404,13431,1371,512,317,50,56,40,0,396
Z55405,7999,441,140,30,76,24,15,0,156
Z55406,15945,842,64,7,196,39,115,0,421
Z55407,15205,774,149,44,104,57,78,0,342
Z55408,16343,1049,373,167,127,32,44,0,306
Z55409,5053,164,13,42,8,0,15,0,86
Z55410,8913,606,120,42,59,52,135,0,198
Z55411,10358,945,222,80,181,62,14,0,386
Z55412,9239,1091,135,81,346,70,8,0,451
Z55413,6803,514,107,8,86,59,52,0,202
Z55414,10699,726,286,193,75,39,0,0,133
Z55415,1455,177,36,26,25,9,9,0,72
Z55416,16538,1092,188,404,70,0,132,0,298
Z55417,11309,262,33,52,66,8,48,0,55
Z55418,14054,837,181,0,259,192,13,0,192
Z55419,11163,496,49,17,111,53,92,0,174
Z55420,9593,338,115,20,91,9,7,0,96
Z55421,11937,675,304,75,133,58,25,0,80
Z55422,13028,611,244,63,57,79,0,0,168
Z55423,15915,809,134,112,147,55,47,0,314
Z55424,3560,118,23,0,11,13,16,0,55
Z55425,4248,209,54,9,67,0,71,0,8
Z55426,12221,544,261,46,33,45,40,0,119
Z55427,9932,353,109,0,45,49,0,0,150
Z55428,12245,497,206,0,41,37,57,0,156
Z55429,10917,685,173,21,302,80,6,0,103
Z55430,8564,528,118,47,172,90,10,0,91
Z55431,8484,409,28,87,127,39,16,0,112
Z55432,12745,356,180,0,49,29,12,0,86
Z55433,13941,371,53,78,106,20,5,0,109
Z55434,11421,427,65,0,155,28,38,0,141
Z55435,7188,568,178,36,36,115,77,0,126
Z55436,5954,575,15,71,219,66,166,0,38
Z55437,8247,381,160,0,73,0,61,0,87
Z55438,7715,188,26,0,14,30,70,0,48
Z55439,3626,178,0,0,0,116,33,0,29
Z55441,8135,375,117,79,28,5,99,0,47
Z55442,5906,286,34,0,98,74,0,0,80
Z55443,11596,793,324,74,262,89,0,0,44
Z55444,5482,350,107,45,198,0,0,0,0
Z55445,3800,162,29,0,49,20,23,0,41
Z55446,8829,391,115,130,15,65,55,0,11
Z55447,8874,261,52,22,0,22,85,0,80
Z55448,10782,241,64,24,42,84,7,0,20
Z55449,9406,163,0,0,109,1,0,0,53
Z55454,3335,244,14,127,0,0,39,0,64
Z55603,581,326,16,2,0,0,285,2,21
Z55604,3301,1745,0,0,39,3,1596,0,107
Z55606,406,291,0,0,0,0,258,0,33
Z55607,255,196,0,0,9,0,173,0,14
Z55612,1051,608,8,0,0,0,593,0,7
Z55614,1658,399,5,0,57,2,272,0,63
Z55616,4273,1086,52,0,29,0,813,0,192
Z55702,345,144,4,0,0,0,130,0,10
Z55703,432,85,0,2,0,2,53,0,28
Z55704,609,124,5,0,9,0,79,0,31
Z55705,1700,269,9,0,12,22,99,0,127
Z55706,1192,362,0,0,25,11,251,0,75
Z55707,1721,373,21,0,9,4,304,0,35
Z55708,555,77,27,0,0,0,3,0,47
Z55709,2692,930,14,13,25,4,839,0,35
Z55713,517,24,0,0,0,0,3,0,21
Z55718,1396,165,0,19,4,7,41,0,94
Z55719,2603,256,0,0,7,0,34,0,215
Z55720,7228,643,60,10,223,0,213,0,137
Z55721,1860,470,0,0,65,0,342,0,63
Z55722,555,98,18,0,11,0,50,0,19
Z55723,2544,1479,4,0,14,4,1390,0,67
Z55726,683,256,7,0,4,0,200,0,45
Z55731,5033,2199,0,26,91,26,1907,0,149
Z55732,796,190,0,0,5,0,137,0,48
Z55733,1677,64,0,0,20,0,0,0,44
Z55734,3412,622,33,0,50,0,413,0,126
Z55735,1492,729,6,0,25,0,634,0,64
Z55736,1041,362,0,0,3,0,295,0,64
Z55741,1792,308,6,0,16,0,147,0,139
Z55744,9877,1367,25,0,70,0,1131,0,141
Z55746,8881,1188,86,0,57,0,281,0,764
Z55748,1082,437,38,14,14,0,319,0,52
Z55750,1033,153,13,0,0,15,92,0,33
Z55751,718,81,5,0,3,7,24,0,42
Z55756,357,177,0,0,5,11,143,0,18
