Zip_Code,Housing_Units,Total_Vacant,For_rent,Rented_not_oc,For_sale,Sale_not_oc,Seasonal,Migrant_worker,Other_vacant
Z01602,9655,476,142,0,0,141,18,0,175
Z01603,7900,697,173,134,52,11,0,0,327
Z01604,15438,1308,323,96,110,86,148,0,545
Z01605,11651,1179,511,26,104,0,21,0,517
Z01606,8439,751,176,106,66,22,49,0,332
Z01607,4154,413,131,20,37,0,0,0,225
Z01608,1725,287,146,74,0,0,19,0,48
Z01609,8170,1121,245,167,27,59,183,0,440
Z01610,8759,916,312,59,64,55,0,0,426
Z01611,1011,84,0,0,27,0,0,0,57
Z01612,1579,71,6,0,19,0,25,0,21
Z01701,12680,336,55,32,10,68,9,0,162
Z01702,15326,581,219,30,15,21,12,0,284
Z01719,2126,25,0,0,25,0,0,0,0
Z01720,8865,362,50,50,73,0,110,0,79
Z01721,6744,148,50,0,82,0,0,0,16
Z01730,5330,201,54,0,34,35,14,0,64
Z01740,1676,57,0,0,0,0,0,0,57
Z01741,1827,65,0,0,10,31,0,0,24
Z01742,7478,558,34,0,172,0,127,0,225
Z01746,5084,47,0,0,0,0,0,0,47
Z01747,2328,91,0,0,39,0,0,0,52
Z01748,5698,276,54,0,63,0,59,0,100
Z01749,7947,309,148,24,30,0,19,0,88
Z01752,16560,1002,134,92,164,153,62,0,397
Z01754,4544,260,81,0,54,0,17,0,108
Z01756,2058,65,0,0,0,32,33,0,0
Z01757,11565,649,246,67,73,32,0,0,231
Z01760,14295,421,162,8,49,31,73,27,71
Z01770,1554,93,0,28,28,0,0,0,37
Z01772,3377,202,46,0,38,24,10,0,84
Z01773,2229,208,0,0,54,63,71,0,20
Z01775,2591,53,0,36,17,0,0,0,0
Z01776,6221,158,0,0,64,33,22,0,39
Z01778,5435,222,0,0,0,23,91,0,108
Z01801,15925,909,232,47,143,10,74,0,403
Z01803,9858,499,141,76,88,0,84,0,110
Z01810,12797,623,169,33,69,36,34,0,282
Z01821,11377,294,89,0,105,0,32,0,68
Z01824,10138,317,104,0,41,0,65,0,107
Z01826,11301,293,0,81,0,50,0,0,162
Z01827,1208,32,0,0,5,12,0,0,15
Z01830,10847,645,199,29,76,22,91,0,228
Z01832,9193,732,176,0,63,68,67,21,337
Z01833,3231,116,0,0,24,0,0,0,92
Z01834,2496,111,67,0,0,0,0,0,44
Z01835,5506,388,76,64,28,30,39,0,151
Z01840,2379,121,85,9,0,0,16,0,11
Z01841,16198,945,416,35,90,48,9,0,347
Z01843,9488,505,180,22,56,0,0,0,247
Z01844,18230,779,164,71,160,65,48,0,271
Z01845,11366,536,78,20,52,24,87,0,275
Z01850,5923,478,170,116,34,78,0,0,80
Z01851,10741,689,338,77,53,10,0,0,211
Z01852,14572,1008,488,81,86,47,101,0,205
Z01854,10230,784,445,45,63,0,97,0,134
Z01860,2582,54,0,30,24,0,0,0,0
Z01862,3575,208,0,0,66,47,0,0,95
Z01863,4039,108,74,0,0,0,9,0,25
Z01864,5691,330,0,43,62,0,32,0,193
Z01867,9342,444,146,0,44,70,67,0,117
Z01876,11357,383,12,0,189,72,19,0,91
Z01879,4327,75,0,33,0,7,18,0,17
Z01880,10305,454,61,0,0,25,9,0,359
Z01886,8339,461,0,0,138,0,256,0,67
Z01887,7823,171,59,0,32,0,30,0,50
Z01890,7918,332,50,27,74,0,87,0,94
Z01901,829,68,68,0,0,0,0,0,0
Z01902,18239,1376,462,0,48,19,33,0,814
Z01904,6617,231,0,0,0,0,0,0,231
Z01905,8860,470,85,37,71,0,0,0,277
Z01906,10757,649,130,30,44,53,84,0,308
Z01907,5645,133,46,0,0,0,71,0,16
Z01908,1756,117,10,0,38,22,11,0,36
Z01913,7577,522,163,0,77,44,75,0,163
Z01915,16989,876,254,88,24,27,110,0,373
Z01921,2732,19,0,0,0,0,19,0,0
Z01923,10988,594,93,51,37,63,86,0,264
Z01929,1627,202,22,7,56,0,96,0,21
Z01930,14147,1844,209,73,73,44,918,0,527
Z01938,5916,381,81,0,23,0,155,0,122
Z01940,5105,334,55,0,0,0,53,0,226
Z01944,2300,237,0,0,45,0,192,0,0
Z01945,8773,636,23,10,60,43,242,0,258
Z01949,2744,111,24,0,0,0,0,0,87
Z01950,8090,535,0,0,7,43,288,0,197
Z01951,2006,292,0,0,0,0,198,0,94
Z01952,4533,1087,60,0,42,33,826,0,126
Z01960,22449,1038,159,27,164,0,139,0,549
Z01966,4203,921,0,32,44,31,773,0,41
Z01969,2246,27,0,0,0,0,12,0,15
Z01970,19278,1277,199,111,164,41,141,0,621
Z01982,2984,256,0,0,65,0,151,0,40
Z01983,2320,38,10,0,0,0,10,0,18
Z01984,1457,85,0,0,0,29,0,0,56
Z01985,1607,89,6,0,13,0,22,0,48
Z02019,6467,271,0,0,99,0,0,0,172
Z02021,9182,433,142,0,57,0,94,0,140
Z02025,3332,365,0,0,0,0,365,0,0
Z02026,9844,265,43,10,0,24,67,0,121
Z02030,2020,85,0,0,24,0,0,0,61
Z02035,6632,221,49,16,8,0,76,0,72
Z02038,11429,314,98,0,14,28,61,0,113
Z02043,9030,595,258,50,48,16,19,0,204
Z02045,5856,964,170,0,0,0,630,0,164
Z02047,174,90,0,0,0,0,48,0,42
Z02048,8489,374,44,54,11,0,33,0,232
Z02050,10926,1367,140,0,53,44,943,0,187
Z02052,4328,238,0,34,0,66,31,0,107
Z02053,4704,142,31,0,24,25,9,0,53
Z02054,3085,16,0,0,0,0,0,0,16
Z02056,3295,118,0,0,109,0,0,0,9
Z02061,3741,103,0,0,44,8,9,0,42
Z02062,12069,399,100,7,9,0,10,0,273
Z02066,7246,736,0,0,0,42,463,0,231
Z02067,6539,327,50,39,20,41,54,0,123
Z02072,11301,746,321,6,113,0,8,0,298
Z02081,7375,277,182,0,0,0,0,0,95
Z02090,5691,102,71,0,0,0,20,0,11
Z02093,4083,190,0,0,16,0,85,0,89
Z02108,2398,284,57,65,101,0,61,0,0
Z02109,2343,342,80,0,0,22,182,0,58
Z02110,1632,339,79,44,53,32,97,0,34
Z02111,3378,270,41,0,0,0,192,0,37
Z02113,4595,276,47,19,0,0,67,0,143
Z02114,7759,759,178,255,0,0,157,0,169
Z02115,10289,754,131,327,0,0,118,0,178
Z02116,12909,1449,286,154,35,99,560,0,315
Z02118,13386,886,178,183,103,52,260,0,110
Z02126,10549,889,294,130,108,80,0,0,277
Z02127,17223,891,111,59,0,361,107,0,253
Z02128,16936,1116,241,97,61,86,51,0,580
Z02129,9113,656,137,65,23,4,152,0,275
Z02130,16812,742,70,216,0,28,46,0,382
Z02131,12734,642,222,133,26,31,11,0,219
Z02132,11774,504,0,0,0,91,92,0,321
Z02134,8854,1028,581,315,27,44,48,0,13
Z02135,19880,1851,1006,371,87,98,163,0,126
Z02136,11692,644,175,10,73,57,0,0,329
Z02138,15264,1610,247,331,31,0,482,0,519
Z02139,15537,1479,373,450,8,31,266,0,351
Z02140,8941,380,115,36,0,0,107,0,122
Z02141,6960,663,86,108,97,0,255,0,117
Z02142,1789,482,160,46,0,0,254,0,22
Z02143,11582,242,113,7,33,0,9,0,80
Z02144,11087,327,121,108,0,0,27,0,71
Z02145,10609,572,208,16,0,19,13,0,316
Z02148,24232,1272,317,335,134,106,63,0,317
Z02149,16571,1095,290,0,68,12,0,0,725
Z02150,12926,650,195,72,19,42,15,0,307
Z02151,21784,1284,298,199,52,19,26,0,690
Z02152,8155,553,86,66,36,50,32,0,283
Z02155,23192,1078,196,78,76,59,102,0,567
Z02163,721,196,14,78,0,0,33,0,71
Z02169,25897,1533,276,189,0,137,111,0,820
Z02170,7947,322,98,41,12,0,0,0,171
Z02171,7993,506,148,0,34,78,50,0,196
Z02176,11822,473,108,79,168,0,16,0,102
Z02180,9406,351,121,83,8,19,26,0,94
Z02184,14204,498,228,32,0,75,80,0,83
Z02186,9302,253,0,40,0,12,0,0,201
Z02188,6685,474,120,0,100,11,81,0,162
Z02189,6141,53,17,0,0,36,0,0,0
Z02190,7018,139,39,0,0,24,0,0,76
Z02191,3780,250,28,0,27,0,37,0,158
Z02199,945,148,0,28,0,27,93,0,0
Z02210,1576,360,59,73,0,53,130,0,45
Z02215,8370,898,207,189,48,0,241,5,208
Z02301,23843,2559,1597,126,237,35,133,0,431
Z02302,12072,592,103,0,196,0,13,0,280
Z02322,1751,92,35,0,0,0,7,0,50
Z02324,8360,557,47,36,136,62,55,0,221
Z02330,4649,226,0,0,46,49,79,0,52
Z02332,6055,649,0,0,104,28,358,0,159
Z02333,5091,105,16,0,50,0,0,0,39
Z02338,2975,123,0,0,0,42,81,0,0
Z02339,5001,139,0,0,54,36,49,0,0
Z02343,4465,132,13,0,36,0,0,0,83
Z02346,9122,556,185,0,45,0,175,0,151
Z02347,4209,429,0,8,14,40,289,0,78
Z02351,6335,300,76,40,57,39,12,0,76
Z02356,4353,75,0,20,0,0,0,0,55
Z02359,6675,366,0,105,72,38,122,0,29
Z02360,25852,3907,363,98,240,0,2548,0,658
Z02364,4795,210,0,0,0,0,157,0,53
Z02367,1074,46,5,0,0,0,0,0,41
Z02368,12798,753,307,0,210,0,56,0,180
Z02370,6965,448,131,0,32,41,38,0,206
Z02375,3646,201,0,27,68,0,0,0,106
Z02379,2538,195,20,0,49,0,25,0,101
Z02382,5658,155,8,22,18,0,0,0,107
Z02420,5179,153,0,0,40,29,44,0,40
Z02421,6870,365,56,32,0,66,0,0,211
Z02445,9342,699,275,164,27,93,99,0,41
Z02446,14592,1161,532,266,55,77,160,0,71
Z02451,8223,561,164,53,98,20,102,0,124
Z02452,5251,171,28,68,30,29,0,0,16
Z02453,12413,907,169,129,124,105,70,0,310
Z02458,5324,404,24,25,8,138,38,0,171
Z02459,6941,315,68,22,0,68,72,0,85
Z02460,3838,83,0,17,0,30,0,0,36
Z02461,2798,107,10,0,39,26,0,0,32
Z02462,669,51,0,18,0,27,6,0,0
Z02464,1269,64,0,0,8,25,0,0,31
Z02465,4408,159,23,0,21,0,0,0,115
Z02466,2984,108,31,0,0,25,0,0,52
Z02467,7116,530,44,12,23,140,66,0,245
Z02468,1994,35,0,0,19,0,0,0,16
Z02472,15229,872,263,67,0,0,107,0,435
Z02474,12071,621,57,49,8,26,84,0,397
Z02476,7547,354,0,107,25,0,167,0,55
Z02478,10109,605,61,114,75,70,8,0,277
Z02481,5006,245,26,7,65,9,49,0,89
Z02482,3977,177,77,0,6,13,46,0,35
Z02492,7115,224,0,0,77,42,0,0,105
Z02493,3959,178,45,0,25,53,47,0,8
Z02494,3803,120,0,0,0,0,0,0,120
Z02532,6882,1776,144,0,25,0,1485,0,122
Z02534,573,212,0,0,0,0,212,0,0
Z02535,2052,1567,1,0,4,0,1517,0,45
Z02536,11941,3922,122,36,136,48,3353,30,197
Z02537,3280,888,42,0,28,0,788,0,30
Z02538,1809,624,0,0,39,0,559,0,26
Z02539,5279,3843,38,0,0,48,3592,0,165
Z02540,6817,2823,138,26,8,0,2571,0,80
Z02542,473,236,207,0,0,0,29,0,0
Z02543,830,462,17,0,24,0,421,0,0
Z02554,10446,6602,357,17,37,75,6044,0,72
Z02556,2308,1038,0,0,0,0,989,0,49
Z02557,4541,2829,7,75,28,13,2544,0,162
Z02558,1565,882,41,0,0,73,768,0,0
Z02559,2892,989,0,0,0,0,942,0,47
Z02561,251,22,0,0,0,0,22,0,0
Z02562,1999,651,0,0,30,0,573,0,48
Z02563,4433,650,44,0,15,0,551,0,40
Z02564,1308,1238,0,0,17,0,1217,0,4
Z02568,3061,1724,0,0,0,0,1579,0,145
Z02571,5762,1255,12,0,67,10,1046,0,120
Z02575,2295,1299,0,10,0,0,1218,0,71
Z02576,2048,262,0,0,35,0,127,0,100
Z02601,8601,2208,241,16,67,12,1457,0,415
Z02630,1192,336,0,0,47,0,268,0,21
Z02631,7679,3474,0,0,119,39,3289,0,27
Z02632,6106,1480,0,0,108,0,1349,0,23
Z02633,4263,2444,27,52,52,46,2234,0,33
Z02635,2251,698,0,0,26,0,578,0,94
Z02638,3358,1761,0,0,8,26,1675,0,52
Z02639,4941,3641,119,0,0,22,3384,0,116
Z02642,5892,3615,0,0,25,28,3537,0,25
Z02644,1569,196,0,0,0,0,148,0,48
Z02645,5994,2038,53,0,47,46,1854,0,38
Z02646,2733,1715,0,0,70,54,1581,0,10
Z02648,3208,522,0,0,32,35,455,0,0
Z02649,9807,3900,43,0,152,21,3565,0,119
Z02652,1676,1244,30,0,14,0,1187,0,13
Z02653,5296,2370,20,16,83,77,2106,0,68
Z02655,3085,1427,0,0,36,48,1299,0,44
Z02657,4517,2735,97,0,76,25,2511,0,26
Z02659,1356,963,0,25,0,29,895,0,14
Z02660,4789,1725,27,0,26,21,1646,0,5
Z02663,343,287,0,0,0,0,287,0,0
Z02664,6818,2463,130,0,93,0,2133,0,107
Z02666,1601,1213,0,0,0,0,1213,0,0
Z02667,4133,2641,0,0,0,0,2537,0,104
Z02668,1445,131,0,0,0,0,92,0,39
Z02669,511,431,0,0,0,0,431,0,0
Z02670,2365,1665,42,0,22,15,1572,0,14
Z02671,1387,910,0,26,22,0,862,0,0
Z02673,6616,2932,170,0,55,43,2535,0,129
Z02675,4115,1029,29,0,25,49,861,0,65
Z02703,18046,1259,396,53,290,35,83,0,402
Z02715,1116,60,0,0,0,0,0,0,60
Z02717,1676,145,21,0,0,20,59,0,45
Z02718,2508,214,53,0,49,0,18,0,94
Z02719,7447,760,26,0,141,0,347,0,246
Z02720,14825,1611,460,68,131,15,218,0,719
Z02721,12587,1443,248,207,22,11,242,0,713
Z02723,7333,819,116,86,0,38,90,0,489
Z02724,8700,1087,142,142,0,0,165,0,638
Z02725,1016,51,0,0,0,0,41,0,10
Z02726,6342,432,0,28,41,86,148,0,129
Z02738,2434,583,30,0,0,0,514,0,39
Z02739,3179,880,81,0,23,50,699,0,27
Z02740,20232,1958,702,61,49,65,77,0,1004
Z02744,5299,638,302,0,61,18,46,0,211
Z02745,10814,678,245,7,28,0,15,0,383
Z02746,6845,876,416,39,48,0,23,0,350
Z02747,6812,308,48,3,0,16,55,0,186
Z02748,5462,636,10,0,63,0,408,0,155
Z02760,10587,764,285,19,185,0,69,0,206
Z02762,3766,408,78,0,106,42,42,0,140
Z02763,726,26,0,0,0,0,0,0,26
Z02764,1507,60,0,0,60,0,0,0,0
Z02766,6493,342,139,0,82,0,0,0,121
Z02767,5040,206,0,0,35,0,39,0,132
Z02769,4269,257,0,0,60,0,10,0,187
Z02770,1871,59,0,0,9,0,23,0,27
Z02771,5650,149,0,0,55,0,0,0,94
Z02777,6617,602,0,0,88,0,201,17,296
Z02779,2201,17,0,0,0,0,0,0,17
Z02780,21156,1475,395,51,167,21,32,0,809
Z02790,7345,1149,0,0,48,22,813,0,266
Z02791,220,116,0,0,0,0,116,0,0
Z02804,1091,137,0,0,0,0,62,0,75
Z02806,6634,399,101,48,57,0,73,0,120
Z02807,1820,1394,12,4,0,0,1359,0,19
Z02808,871,46,27,0,19,0,0,0,0
Z02809,9070,681,226,0,35,102,261,0,57
Z02812,526,29,0,0,0,0,29,0,0
Z02813,4940,1892,9,0,94,28,1657,0,104
Z02814,3144,435,25,0,45,31,132,0,202
Z02816,13986,902,124,52,93,84,114,0,435
Z02817,2371,196,47,0,70,0,34,0,45
Z02818,7936,478,140,0,103,24,76,0,135
Z02822,2452,91,0,12,22,0,0,0,57
Z02825,2071,114,27,0,35,22,8,0,22
Z02827,788,58,12,0,28,0,0,0,18
Z02828,3050,110,19,0,29,0,0,0,62
Z02830,2695,148,45,0,20,0,0,0,83
Z02831,1340,74,21,0,25,0,0,0,28
Z02832,2241,213,40,0,100,0,73,0,0
Z02833,304,26,0,0,0,0,0,0,26
Z02835,2995,635,0,0,0,41,582,0,12
Z02837,2336,696,7,0,7,0,639,0,43
Z02838,1573,148,89,0,0,0,16,0,43
Z02839,600,33,0,0,33,0,0,0,0
Z02840,13370,2642,302,158,106,0,1814,0,262
Z02842,7360,946,159,20,7,30,592,0,138
Z02852,9670,710,0,65,56,15,229,0,345
Z02857,3818,118,81,0,0,0,9,0,28
Z02859,2708,248,31,0,37,20,103,0,57
Z02860,20654,2681,1093,226,61,69,101,0,1131
Z02861,11047,989,168,22,77,25,46,0,651
Z02863,7614,1201,379,57,51,24,0,0,690
Z02864,13969,607,175,0,106,23,47,0,256
Z02865,6737,402,145,0,72,0,48,0,137
Z02871,7876,960,66,0,49,98,598,0,149
Z02874,2517,188,0,0,0,0,166,0,22
Z02878,7375,705,31,18,96,29,318,0,213
Z02879,10820,2572,107,24,99,0,2170,0,172
Z02881,1194,23,12,0,11,0,0,0,0
Z02882,9331,3015,9,66,87,0,2782,0,71
Z02885,5097,431,82,21,69,23,92,0,144
Z02886,13261,834,191,0,100,0,150,0,393
Z02888,8883,328,74,49,101,0,0,0,104
Z02889,12130,972,25,0,172,24,212,0,539
Z02891,11906,2743,199,43,103,52,1970,35,341
Z02892,1781,32,0,0,0,0,32,0,0
Z02893,14211,1247,353,70,81,39,160,0,544
Z02895,19473,2149,811,97,111,18,127,0,985
Z02896,4961,480,137,0,139,26,12,0,166
Z02898,628,47,0,0,33,0,0,0,14
Z02903,5352,745,155,94,111,0,121,0,264
Z02904,14274,1553,764,247,161,0,33,0,348
Z02905,9625,1015,332,43,18,19,11,0,592
Z02906,12311,1397,452,204,190,45,228,0,278
Z02907,10280,1581,450,153,37,8,20,0,913
Z02908,14635,2325,925,117,109,53,41,0,1080
Z02909,17131,2240,740,37,112,0,23,0,1328
Z02910,8711,910,302,22,379,0,0,0,207
Z02911,7080,395,117,0,61,0,0,0,217
Z02914,9448,680,124,32,108,11,97,0,308
Z02915,7663,320,206,39,0,0,0,0,75
Z02916,3842,185,30,0,89,0,0,0,66
Z02917,4590,291,132,0,0,0,51,0,108
Z02919,12936,1171,344,145,348,123,0,0,211
Z02920,14969,611,147,0,214,0,11,0,239
Z02921,4412,195,0,0,136,28,0,0,31
Z03031,4045,113,25,23,19,0,46,0,0
Z03032,2021,89,8,0,34,11,0,0,36
Z03033,1687,11,11,0,0,0,0,0,0
Z03034,1571,52,24,0,0,0,0,0,28
Z03036,1675,57,0,0,9,29,0,0,19
Z03037,1714,152,0,0,22,0,109,0,21
Z03038,13872,631,223,92,27,0,114,0,175
Z03042,2859,278,0,0,145,0,80,0,53
Z03043,762,187,0,8,42,0,119,0,18
Z03045,5399,293,87,27,59,43,39,0,38
Z03047,701,95,0,0,0,0,79,0,16
Z03048,1531,176,22,14,18,0,72,0,50
Z03049,3012,180,0,0,0,0,180,0,0
Z03051,9194,330,41,39,38,0,110,0,102
Z03052,2956,135,0,0,0,0,60,0,75
Z03053,8635,267,0,0,51,0,30,0,186
Z03054,9936,360,84,21,49,0,61,0,145
Z03055,6374,283,51,106,23,0,41,0,62
Z03057,969,68,0,13,10,0,37,0,8
Z03060,12854,1031,399,113,80,37,25,0,377
Z03062,11032,396,76,43,123,25,43,0,86
Z03063,6931,423,0,0,35,48,169,0,171
Z03064,6008,356,124,0,41,0,28,0,163
Z03070,1961,79,0,0,28,0,24,0,27
Z03071,2001,206,0,0,0,0,103,0,103
Z03076,4638,185,0,0,0,0,106,0,79
Z03077,4177,207,46,17,0,0,69,0,75
Z03079,11733,623,0,25,100,29,286,0,183
Z03084,607,95,0,0,9,0,52,0,34
Z03086,1679,171,14,0,0,22,58,0,77
Z03087,5315,219,0,0,12,0,167,0,40
Z03101,1894,199,184,0,0,0,0,0,15
Z03102,14333,1133,502,89,51,35,0,0,456
Z03103,15250,1454,655,56,93,47,105,0,498
Z03104,14457,877,404,68,94,0,87,0,224
Z03106,5239,72,26,0,32,0,0,0,14
Z03109,4311,308,58,0,0,0,60,0,190
Z03110,7630,247,36,0,0,60,52,0,99
Z03215,1178,1072,1,0,2,0,1067,2,0
Z03216,1060,180,0,0,12,0,137,0,31
Z03217,1472,535,36,0,13,0,319,14,153
Z03220,3559,706,39,0,134,38,495,0,0
Z03221,1212,343,0,8,26,10,274,0,25
Z03222,4266,2019,3,0,19,8,1856,0,133
Z03223,2567,1125,0,0,66,0,841,50,168
Z03224,1064,166,0,0,34,15,79,0,38
Z03225,2003,666,0,0,0,0,607,0,59
Z03226,793,358,0,0,3,0,332,0,23
Z03227,703,211,0,0,19,0,169,0,23
Z03229,2334,266,0,0,35,37,194,0,0
Z03230,736,190,0,0,5,9,146,0,30
Z03233,79,32,0,0,0,0,32,0,0
Z03234,1910,100,17,0,24,0,33,0,26
Z03235,4060,589,186,0,22,0,154,0,227
Z03237,1336,478,22,0,0,0,416,0,40
Z03240,829,294,0,0,12,0,243,0,39
Z03241,825,458,0,0,6,0,446,0,6
Z03242,1996,328,45,77,0,0,171,0,35
Z03244,3975,805,5,10,42,8,535,0,205
Z03245,1448,632,31,0,35,0,533,0,33
Z03246,9870,3094,89,0,138,9,2688,0,170
Z03249,5100,2045,0,0,140,0,1680,0,225
Z03251,3035,2427,0,0,9,0,2351,0,67
Z03253,4624,2013,39,0,32,0,1819,0,123
Z03254,4993,3186,10,0,0,0,3014,0,162
Z03255,1643,815,13,0,28,0,731,0,43
Z03256,1198,327,0,0,4,0,281,0,42
Z03257,2312,578,0,0,34,31,513,0,0
Z03258,1065,85,10,17,23,0,21,0,14
Z03259,274,121,0,0,8,0,104,0,9
Z03260,409,85,0,0,20,0,59,0,6
Z03261,2071,427,0,0,29,0,344,0,54
Z03262,1237,800,42,0,10,0,684,9,55
Z03263,1612,88,28,24,0,0,8,0,28
Z03264,2672,427,63,53,0,0,252,0,59
Z03266,1472,512,3,0,19,0,414,0,76
Z03268,529,9,0,0,0,0,9,0,0
Z03269,1643,459,0,0,0,0,438,0,21
Z03273,255,109,0,0,0,0,76,0,33
Z03275,4782,405,0,34,29,37,48,0,257
Z03276,3584,317,49,0,22,0,194,0,52
Z03278,1435,345,0,0,52,0,218,0,75
Z03279,548,235,7,2,7,0,197,0,22
Z03280,1131,655,0,4,21,0,601,0,29
Z03281,3816,672,0,44,10,95,451,0,72
Z03282,513,172,0,0,5,0,151,0,16
Z03284,587,195,0,0,0,0,159,0,36
Z03285,1824,912,0,0,14,0,823,0,75
Z03287,697,86,5,0,0,11,70,0,0
Z03290,1943,209,0,0,0,0,186,0,23
Z03293,132,97,0,0,0,0,97,0,0
Z03301,14032,1135,255,222,116,21,97,0,424
Z03303,6498,424,62,22,9,49,167,23,92
Z03304,2887,104,0,0,0,42,0,0,62
Z03307,2204,142,36,0,0,28,59,0,19
Z03431,10921,656,149,73,24,41,154,0,215
Z03440,1435,385,0,26,0,0,255,0,104
Z03444,780,167,0,0,0,8,139,0,20
Z03446,2712,299,0,0,62,0,75,0,162
Z03447,1225,167,12,0,16,0,117,0,22
Z03448,374,74,6,0,3,0,44,0,21
Z03449,910,183,0,12,3,8,152,0,8
Z03451,1941,164,0,0,53,0,0,0,111
Z03452,2397,227,43,20,14,45,105,0,0
Z03455,926,114,0,0,0,0,82,0,32
Z03456,428,124,0,0,0,0,97,0,27
Z03458,3527,325,149,0,1,26,46,0,103
Z03461,2199,363,16,0,16,18,286,0,27
Z03464,1031,548,0,0,0,0,529,0,19
Z03465,959,12,0,0,12,0,0,0,0
Z03467,722,86,21,0,9,0,24,0,32
Z03470,2337,347,0,0,61,0,138,0,148
Z03561,2971,380,35,0,74,0,101,0,170
Z03570,4888,793,26,28,104,33,204,0,398
Z03574,1526,477,53,0,24,29,280,0,91
Z03576,2525,1037,43,0,17,0,865,9,103
Z03579,1119,862,4,0,2,0,831,3,22
Z03580,1080,481,38,9,24,14,379,0,17
Z03581,1686,253,52,0,5,0,94,0,102
Z03582,1421,363,13,0,29,0,256,0,65
Z03583,589,156,6,0,0,9,114,0,27
Z03584,1910,277,0,0,30,0,116,0,131
Z03586,458,163,0,0,10,0,113,0,40
Z03588,1114,396,0,0,11,8,352,0,25
Z03590,715,316,1,0,0,0,275,0,40
Z03592,2204,1636,17,0,5,14,1549,0,51
Z03597,287,144,20,0,10,0,95,0,19
Z03598,1957,475,38,0,5,0,349,0,83
Z03601,285,88,0,0,5,0,83,0,0
Z03602,1187,138,0,0,41,0,51,0,46
Z03603,2426,240,65,0,0,0,101,0,74
Z03605,603,201,0,9,3,0,176,0,13
Z03608,1131,84,26,0,21,0,25,0,12
Z03609,414,22,0,0,0,0,0,0,22
Z03740,501,184,0,0,6,0,139,0,39
Z03741,1994,411,0,0,33,11,333,0,34
Z03743,6410,965,145,0,131,0,250,0,439
Z03745,643,65,0,0,18,0,29,0,18
Z03746,94,13,0,0,5,0,8,0,0
Z03748,2567,543,31,0,0,0,501,0,11
Z03750,383,18,0,0,0,0,7,0,11
Z03751,473,179,27,0,0,0,152,0,0
Z03753,1651,536,0,0,0,38,498,0,0
Z03755,2886,279,0,87,0,54,82,0,56
Z03765,298,70,0,0,0,22,0,0,48
Z03766,4773,371,134,81,30,0,0,0,126
Z03768,783,104,9,0,13,9,58,0,15
Z03770,202,24,0,0,0,0,0,0,24
Z03771,381,42,0,0,2,0,14,0,26
Z03773,3737,601,91,0,6,0,344,0,160
Z03774,750,178,0,0,0,0,115,0,63
Z03777,682,125,0,0,36,0,57,0,32
Z03779,491,156,9,0,2,0,127,0,18
Z03781,766,65,13,0,8,0,30,0,14
Z03784,2006,64,0,0,0,0,15,0,49
Z03785,1373,334,14,0,0,0,243,0,77
Z03801,11110,543,146,7,22,22,213,0,133
Z03809,2041,517,0,0,76,0,441,0,0
Z03810,2367,1767,38,0,13,0,1620,0,96
Z03811,2757,127,0,0,37,0,34,0,56
Z03813,2085,788,0,0,33,0,671,0,84
Z03814,1861,847,0,0,0,0,729,0,118
Z03818,2225,610,31,0,45,6,451,0,77
Z03819,1596,48,0,0,38,0,0,0,10
Z03820,13602,921,476,0,24,36,54,0,331
Z03823,639,26,0,0,4,0,0,0,22
Z03824,3544,428,137,157,13,0,30,0,91
Z03825,3697,361,0,0,41,0,204,0,116
Z03826,1098,51,27,0,24,0,0,0,0
Z03827,1386,192,0,0,17,0,142,0,33
Z03830,2039,1294,0,0,51,0,1198,0,45
Z03832,274,110,0,0,2,0,97,0,11
Z03833,8716,226,18,13,19,10,44,0,122
Z03835,2893,269,0,0,30,24,82,0,133
Z03836,1770,1204,0,0,31,0,1153,0,20
Z03838,1761,1227,0,0,22,0,1105,0,100
Z03839,1653,130,26,0,0,47,34,0,23
Z03840,1492,45,9,0,36,0,0,0,0
Z03841,2626,123,0,0,0,0,123,0,0
Z03842,9571,2804,278,25,14,32,2236,0,219
Z03844,957,27,0,0,0,0,11,0,16
Z03845,1246,681,0,0,24,0,575,0,82
Z03846,944,553,8,0,8,0,507,0,30
Z03848,2746,244,0,10,33,0,182,0,19
Z03849,1120,527,0,0,59,0,447,0,21
Z03851,1841,372,0,0,21,17,186,0,148
Z03852,217,10,0,0,0,0,10,0,0
Z03853,977,689,0,0,0,0,689,0,0
Z03855,1562,592,32,0,41,0,489,0,30
Z03856,569,7,0,0,0,7,0,0,0
Z03857,4040,186,113,0,0,29,0,0,44
Z03858,1867,75,23,0,0,0,52,0,0
Z03860,2922,1068,0,0,2,0,854,42,170
Z03861,1834,58,16,0,42,0,0,0,0
Z03862,1869,140,0,0,22,0,111,0,7
Z03864,853,213,0,0,32,0,140,0,41
Z03865,3034,196,0,0,67,0,0,0,129
Z03867,9897,801,316,0,73,79,105,0,228
Z03868,2281,120,0,70,50,0,0,0,0
Z03869,1044,58,0,0,0,12,5,0,41
Z03870,2960,562,0,0,57,57,431,0,17
Z03872,2034,398,6,0,6,0,347,0,39
Z03873,2300,129,0,0,70,0,59,0,0
Z03874,4696,838,0,23,30,0,571,0,214
Z03875,846,357,0,0,0,0,342,0,15
Z03878,4989,376,57,47,75,0,107,0,90
Z03884,1721,312,0,0,0,0,270,0,42
Z03885,2818,42,0,0,0,0,0,0,42
