"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz"
"Z68937","Elwood","NE",1689,5.7," 4.4",16.2,6.5,98.2,6.3,5.59999999999999
"Z68938","Fairfield","NE",496,4.2,"20.3",30.9,15.7,99.1,-15.3,0
"Z68939","Franklin","NE",1191,8.3,"15.8",20.9,12.4,79.5,-2.2,-2.5
"Z68940","Funk","NE",647,7.5," 7.1",17,6.3,136,-27.6,0
"Z68943","Hardy","NE",235,7.2,"27.8",28.5,17.9,77.8,17.9,16.7
"Z68944","Harvard","NE",1070,16.5,"15.9",25.4,18.5,95.5,-8.8,-18.8
"Z68945","Heartwell","NE",388,3.2,"12.1",7.8,2.1,116.2,-42.9,0
"Z68947","Hildreth","NE",649,4.09999999999999,"13.0",14.3,10.9,117.8,-19,6.7
"Z68948","Holbrook","NE",331,10.6,"27.9",21,37.3,67,-9.3,-7.09999999999999
"Z68949","Holdrege","NE",6359,7,"11.0",18.4,10.1,86.6,10.2,1.40000000000001
"Z68950","Holstein","NE",446,9.2," 8.8",7.7,4.5,107.6,168.8,66.7
"Z68955","Juniata","NE",2091,3.3,"10.6",13.9,8.1,128.4,17.4,3.09999999999999
"Z68956","Kenesaw","NE",1304,6.40000000000001,"12.9",16.1,9.6,111.8,-5.90000000000001,-7.7
"Z68957","Lawrence","NE",726,4.90000000000001," 7.3",15.7,8,124.4,3,38.5
"Z68958","Loomis","NE",691,2.5," 3.1",14,3.2,124.4,4.5,21.4
"Z68959","Minden","NE",4011,8.5," 3.4",18.9,6.7,93.2,-2.09999999999999,-0.799999999999997
"Z68961","Nelson","NE",674,5.2,"16.3",20.8,13.5,69.3,-3.40000000000001,-5
"Z68966","Orleans","NE",640,15.2,"23.5",12.8,9.5,88.5,-3.3,25
"Z68967","Oxford","NE",1169,13.2," 5.6",17.4,6.6,93.6,-36,-8.59999999999999
"Z68970","Red Cloud","NE",1382,10.6,"18.3",23.1,18.5,64.5,12,21.4
"Z68971","Republican City","NE",486,4.09999999999999," 3.5",21.5,3.7,86.1,-18.6,0
"Z68973","Roseland","NE",453,7.2," 5.8",21.3,4.7,97.1,-11.9,14.3
"Z68977","Stamford","NE",354,12.6,"12.7",17.6,29.9,77.8,42.1,50
"Z68978","Superior","NE",2261,7.8," 9.7",17.2,13,70.5,-11.2,7.8
"Z68979","Sutton","NE",1998,15.8," 7.1",17.9,4.6,97.1,19,10.1
"Z68982","Wilcox","NE",771,6.8," 7.2",15.2,4.4,105.8,20.7,35.3
"Z69001","Mc Cook","NE",9341,6," 8.2",15.5,9.4,79.8,-2.2,-2.90000000000001
"Z69020","Bartley","NE",382,10.9,"25.4",37.6,10,86.4,15.2,-8.3
"Z69021","Benkelman","NE",1377,6.8,"15.6",18.6,8.5,90.6,-10.3,-6.90000000000001
"Z69022","Cambridge","NE",1540,11.2," 5.1",19.6,7.3,84.4,-5.5,-7
"Z69024","Culbertson","NE",1224,3.7," 9.1",16.1,18.2,93.9,8.2,16
"Z69025","Curtis","NE",1204,4.2,"17.9",15.1,9.3,87.3,-16.5,2.90000000000001
"Z69028","Eustis","NE",642,6.7,"13.4",21,11,104.9,-4.7,-7.09999999999999
"Z69029","Farnam","NE",365,4.3,"17.4",16.5,8.5,96.4,-1.59999999999999,7.7
"Z69030","Haigler","NE",383,10.8,"15.1",35.2,8.9,72.2,0,25
"Z69032","Hayes Center","NE",550,13.4," 0.8",22.9,8.2,75.5,-10,-6.7
"Z69033","Imperial","NE",2470,12.3," 7.5",14.8,7.1,103.8,7.8,6.2
"Z69034","Indianola","NE",994,8.7,"11.7",17.3,17.4,116.2,-13.9,23.5
"Z69038","Maywood","NE",531,6.7,"16.2",21.9,14.1,95.6,-22.4,-10
"Z69040","Palisade","NE",708,10.5,"16.4",26.4,13,75.9,-31,0
"Z69044","Trenton","NE",725,6.90000000000001,"16.1",21.2,16.6,61.2,-24.7,-26.9
"Z69045","Wauneta","NE",1169,11.2," 7.6",21.1,9.8,86.8,-25.6,22.2
"Z69101","North Platte","NE",29656,8.7," 7.0",23,13.9,90.9,5.3,0.5
"Z69120","Arnold","NE",935,5.3,"11.7",17,12.1,91.1,18.6,-5.3
"Z69122","Big Springs","NE",741,11.4," 7.4",8.8,15.5,84.7,11.3,4.5
"Z69127","Brule","NE",954,8.40000000000001," 9.0",25.1,12.3,85.6,-14.6,-4.5
"Z69129","Chappell","NE",1226,8,"15.1",16.8,11.1,102.3,-10.4,-7.90000000000001
"Z69130","Cozad","NE",5262,11.7,"12.4",21.3,14.1,84.1,-1.09999999999999,-1.90000000000001
"Z69131","Dalton","NE",489,3.40000000000001,"20.8",17.6,6.5,101.8,107.7,28.6
"Z69133","Dix","NE",485,9.5,"19.8",19.8,14.9,79.2,-20,-40
"Z69134","Elsie","NE",376,10.3,"20.1",5.40000000000001,1.6,115.6,5.3,-8.3
"Z69138","Gothenburg","NE",4548,10,"12.1",14.6,10,112.6,17.3,3
"Z69140","Grant","NE",1834,8.59999999999999,"11.6",15.8,6.3,100.3,11.1,9.90000000000001
"Z69143","Hershey","NE",1335,5.09999999999999,"13.5",25.1,8,123,4.09999999999999,6.90000000000001
"Z69144","Keystone","NE",180,0," 0.0",26.5,0,97.5,0,0
"Z69145","Kimball","NE",3158,12.6,"12.6",23,14.6,72.5,15.9,1.7
"Z69147","Lewellen","NE",555,3.40000000000001,"10.1",22.6,10.6,65.4,34.6,30
"Z69149","Lodgepole","NE",707,6.09999999999999," 3.5",11.9,6.7,106.8,75,0
"Z69150","Madrid","NE",475,20.4,"13.9",19.6,13.7,120.3,-15.9,5
"Z69151","Maxwell","NE",899,6.7," 6.2",16.9,7.1,105.6,-6.2,14.3
"Z69152","Mullen","NE",801,6.59999999999999,"17.8",20.7,16.5,74.8,-1.8,-6.5
"Z69153","Ogallala","NE",5513,8.09999999999999," 4.0",17,12,77.3,1.8,-2.09999999999999
"Z69154","Oshkosh","NE",1199,6.7,"21.9",21.7,10.5,85.2,-60.1,-15.4
"Z69155","Paxton","NE",980,9.8," 6.0",16.6,13,98,-12.8,0
"Z69156","Potter","NE",669,6.7,"11.5",21.1,9.3,97,48.5,44.4
"Z69162","Sidney","NE",8037,5.90000000000001," 8.4",10.6,12.6,101.8,6.8,3.59999999999999
"Z69163","Stapleton","NE",864,8.8," 8.3",20.8,10.9,94.3,-2,22.7
"Z69165","Sutherland","NE",1819,6," 5.0",21.8,5.5,122.7,-16.9,-2.59999999999999
"Z69166","Thedford","NE",688,2.59999999999999," 8.1",17.2,14.1,98.5,11.9,0
"Z69167","Tryon","NE",334,5.59999999999999,"12.8",18.8,15.9,106.1,150,50
"Z69169","Wallace","NE",621,11.3,"11.5",24.5,7.8,102.7,-26.4,14.3
"Z69201","Valentine","NE",3955,8.2,"11.1",10.4,9.5,92.1,-8.90000000000001,6.59999999999999
"Z69210","Ainsworth","NE",2465,12.2," 6.7",18.3,14,73.5,9.09999999999999,-6.09999999999999
"Z69211","Cody","NE",300,19.7," 8.7",24.1,7,112,121.4,80
"Z69214","Johnstown","NE",188,15,"28.0",20.2,5.6,136.8,71.4,16.7
"Z69217","Long Pine","NE",456,5.3,"20.9",28.4,34.4,53.3,28.3,-9.5
"Z69301","Alliance","NE",10130,10," 9.2",20.7,17.4,96.7,-5.2,1.09999999999999
"Z69334","Bayard","NE",2055,14.2,"15.3",22.3,9.2,91.7,21.9,12.9
"Z69336","Bridgeport","NE",2523,10.1,"15.0",15.4,10.3,86.8,-6,0
"Z69337","Chadron","NE",7121,5.09999999999999,"11.9",17.4,16.3,79.8,-6.7,-8.5
"Z69339","Crawford","NE",1729,9.7,"19.3",31.4,19,65.8,0.400000000000006,2.3
"Z69341","Gering","NE",10628,8.5," 7.7",19.4,9.4,92.6,4.90000000000001,0
"Z69343","Gordon","NE",2477,12.7,"15.9",26.4,26.1,73.1,-1,-1.09999999999999
"Z69346","Harrison","NE",581,2.40000000000001,"25.8",15.2,15.5,81.6,13.8,11.1
"Z69347","Hay Springs","NE",1156,7.2,"22.2",19.6,9.9,90.5,-38.7,-22.2
"Z69348","Hemingford","NE",1558,5.40000000000001,"21.6",23.9,12.6,106.3,10.9,-9.40000000000001
"Z69350","Hyannis","NE",359,3,"23.4",13,8.9,85.1,4.5,-14.8
"Z69352","Lyman","NE",769,13.8,"11.8",26.7,21.1,97.4,2.40000000000001,-16.7
"Z69355","Melbeta","NE",129,18.9," 3.7",11,15.5,89.6,20,33.3
"Z69356","Minatare","NE",1925,13.3,"14.2",22.2,8.3,77.8,85.2,35.7
"Z69357","Mitchell","NE",3592,15," 4.4",23,11.5,87.9,-10.2,8.5
"Z69358","Morrill","NE",1765,14.3,"14.2",16.7,13.1,93.2,12,-8.3
"Z69360","Rushville","NE",1341,11.1,"18.1",14.4,14.3,81.4,-5.5,-6.5
"Z69361","Scottsbluff","NE",18122,15.9," 8.6",24.5,17,78.7,2.8,1.8
"Z70001","Metairie","LA",39980,10.6," 7.8",22.8,17.1,106.4,10.4,0.700000000000003
"Z70002","Metairie","LA",19092,12.2," 7.4",24.7,17.6,113.1,7.3,-0.200000000000003
"Z70003","Metairie","LA",40500,12.6," 7.1",22.2,11.5,118.9,15,2.7
"Z70005","Metairie","LA",25213,8.2," 8.3",21.9,11.1,123.7,13,3.09999999999999
"Z70006","Metairie","LA",16687,11," 7.3",23.6,11.5,141.4,1,-1.09999999999999
"Z70036","Barataria","LA",976,34.3," 5.5",33.9,18.5,84.3,16.7,66.7
"Z70037","Belle Chasse","LA",16272,14.6," 6.8",29.4,11.8,125.7,2.8,4.90000000000001
"Z70038","Boothville","LA",517,57.3," 4.1",44.9,66,37,52.6,-8.3
"Z70039","Boutte","LA",1918,14.4,"23.7",24.4,13,99.4,10,3.40000000000001
"Z70040","Braithwaite","LA",1085,28.6,"16.5",28.8,19.4,85.1,-18.5,-11.8
"Z70041","Buras","LA",2470,27," 3.1",36.5,13.3,94.5,-13.7,-20.4
"Z70043","Chalmette","LA",21311,16.9," 9.4",34.8,21.6,90.9,13.7,5.8
"Z70047","Destrehan","LA",12447,7.59999999999999," 7.5",26.2,9.2,139.3,4.3,9.5
"Z70049","Edgard","LA",2548,8.09999999999999," 8.5",38,25.5,105.7,44.6,-11.8
"Z70051","Garyville","LA",1983,16.3,"20.1",43.1,37.6,88.3,16.6,11.4
"Z70052","Gramercy","LA",3598,16.5," 5.3",31.8,23,104.6,-3.5,-1.5
"Z70053","Gretna","LA",16365,24.4,"14.4",39,23.9,75.1,-7.8,-7
"Z70056","Gretna","LA",41068,15.9," 8.3",24,19.2,113.1,15.7,1.40000000000001
"Z70058","Harvey","LA",40026,20.2,"12.9",26.1,19.1,103.6,6.40000000000001,0.200000000000003
"Z70062","Kenner","LA",16318,24.7,"13.1",31.7,25.4,73.2,14.7,1.09999999999999
"Z70065","Kenner","LA",51986,12.6,"12.7",25.7,12.2,120.2,-0.700000000000003,0.799999999999997
"Z70067","Lafitte","LA",2816,28.5," 9.5",31.4,18.1,98.1,9.8,5.3
"Z70068","La Place","LA",33577,17.1,"11.5",26.7,15.5,123.7,17.5,-3.90000000000001
"Z70070","Luling","LA",13086,10.3," 6.1",25.2,10.3,146.7,22.8,5.2
"Z70071","Lutcher","LA",3454,17.5,"10.0",38,15.6,95.5,-29.9,-6
"Z70072","Marrero","LA",54248,21.8," 8.0",31,20.1,94.2,-2,-4.2
"Z70075","Meraux","LA",5116,13.9," 8.9",29.1,7.3,150.2,16.6,-6.59999999999999
"Z70079","Norco","LA",2994,13," 9.8",22.7,7.9,147.7,7.7,9.90000000000001
"Z70080","Paradis","LA",1575,12.6," 7.7",28.3,7.4,179,38.8,25
"Z70082","Pointe A La Hache","LA",405,30," 9.6",11.8,29.6,190.7,140,33.3
"Z70083","Port Sulphur","LA",2468,34.2," 9.4",40.5,30.3,67.8,-19.2,-5.40000000000001
"Z70084","Reserve","LA",6738,19.9,"13.6",33.5,19,109.7,5.40000000000001,1.59999999999999
"Z70085","Saint Bernard","LA",4402,26.2,"12.3",45.3,21,89.9,-62.1,-20.4
"Z70086","Saint James","LA",2174,19,"15.0",32.7,31.1,71.1,23.5,0
"Z70087","Saint Rose","LA",8868,14.5," 7.5",22.6,16.5,111.4,-2.8,-2.40000000000001
"Z70090","Vacherie","LA",7625,15.5," 8.6",30.3,10.8,109.1,2.09999999999999,0
"Z70091","Venice","LA",353,43," 6.1",23.5,36.5,71,-59,-2.2
"Z70092","Violet","LA",7485,24.7,"12.8",36.9,19.4,88.8,-32.9,8.09999999999999
"Z70094","Westwego","LA",30306,21.9,"13.1",35.2,25,71.9,-47.3,4.7
"Z70112","New Orleans","LA",2901,15.7,"30.3",34.7,50.3,70.7,5.59999999999999,8.8
"Z70113","New Orleans","LA",7841,32,"26.6",48.5,45.3,35.8,35.4,-6.09999999999999
"Z70114","New Orleans","LA",25456,21.5,"18.5",40.7,35.2,60.7,9.59999999999999,-3.3
"Z70115","New Orleans","LA",34775,7.2,"12.5",25.3,19.6,116.1,25.2,11.3
"Z70116","New Orleans","LA",11753,17.2,"22.1",33.5,30.4,70.9,28.8,7.40000000000001
"Z70117","New Orleans","LA",22963,22.3,"20.4",37,31.4,57.6,19,23.9
"Z70118","New Orleans","LA",36068,13,"16.9",29.6,30.1,91.3,26.7,10.5
"Z70119","New Orleans","LA",36626,17.3,"20.4",36.7,31.3,64.8,12,12.6
"Z70121","New Orleans","LA",11867,15.8," 8.8",26.3,17.3,91.4,-5.40000000000001,0.200000000000003
"Z70122","New Orleans","LA",34778,14.4,"17.9",34,25.3,77.9,23.7,17
"Z70123","New Orleans","LA",26642,7.09999999999999," 8.4",20.6,8,134.9,2,1.40000000000001
"Z70124","New Orleans","LA",20781,2.5," 8.3",20.5,6.5,185.3,55.7,27.1
"Z70125","New Orleans","LA",17040,15.8,"20.4",33.9,28.2,84.4,8,19.3
"Z70126","New Orleans","LA",25139,17.8,"24.3",39.1,35.1,58.1,19.2,-1
"Z70127","New Orleans","LA",25230,18.3,"12.2",37.7,38.2,56.5,11.7,5.7
"Z70128","New Orleans","LA",19681,13.8,"10.3",33.2,24,82.7,38.8,18.3
"Z70129","New Orleans","LA",10457,30.7,"12.8",33.9,29.6,80.9,-29.7,-5.90000000000001
"Z70130","New Orleans","LA",13743,9.09999999999999,"13.5",24.1,18.7,111.3,12.4,6.2
"Z70131","New Orleans","LA",31506,9.40000000000001,"13.6",30.3,13.9,110.1,28.8,1.5
"Z70301","Thibodaux","LA",44529,21.2," 6.2",29.4,15.2,112.5,-0.5,-2.3
"Z70339","Pierre Part","LA",5706,29.5," 6.6",31,11.7,138.3,19.6,-3.09999999999999
"Z70341","Belle Rose","LA",4285,26.2,"14.8",33,16.5,76.9,78,29
"Z70342","Berwick","LA",4909,26.7," 3.4",31.5,20.2,94.8,-4.90000000000001,0
"Z70344","Chauvin","LA",6050,37.4,"10.1",42,19.3,99.9,-12.2,-10
"Z70346","Donaldsonville","LA",11015,22,"10.2",35.8,27.1,75.7,31.3,1.59999999999999
"Z70353","Dulac","LA",955,41.4,"21.5",34.3,12.8,113.9,-19.5,-8.3
"Z70354","Galliano","LA",4360,37.5,"14.0",37.4,21.7,97.7,-20.1,-20.2
"Z70355","Gheens","LA",1035,36.2,"14.0",32.3,13.6,101.5,-39.1,20
"Z70356","Gibson","LA",1912,36.1,"12.2",50.5,41.2,44.3,25.3,11.1
"Z70357","Golden Meadow","LA",2591,38.6,"19.8",37.6,19.2,95.3,33.3,-14.1
"Z70358","Grand Isle","LA",1002,28.2,"10.2",29.7,17,95.1,-1.7,-3.09999999999999
"Z70359","Gray","LA",9272,23.6," 5.6",31.2,17.4,99,111.8,19.8
"Z70360","Houma","LA",28143,12.8," 7.1",28.3,12.2,144.9,16.9,7.09999999999999
"Z70363","Houma","LA",26531,31.2," 7.7",36.5,25.5,87.6,-1.3,-6.7
"Z70364","Houma","LA",30339,21.2," 7.0",29.9,18.3,112.7,4.5,-1.40000000000001
"Z70372","Labadieville","LA",2372,17.7,"12.9",34.5,15.1,103.1,21.5,-11.8
"Z70373","Larose","LA",6834,29.2," 5.4",33,16.7,99.8,10.1,31.7
"Z70374","Lockport","LA",7283,25.4," 6.2",28.8,13.1,126.1,1.40000000000001,-18.8
"Z70377","Montegut","LA",4690,37.8," 9.0",50.6,24.3,95.1,15.6,-8.7
"Z70380","Morgan City","LA",22485,25.1,"12.0",35.8,22.4,95.3,0.200000000000003,-2.90000000000001
"Z70390","Napoleonville","LA",7337,29.8,"11.7",36.2,20.9,104.2,6.40000000000001,9.2
"Z70392","Patterson","LA",8455,25.5," 8.7",32,17.2,110.1,-27.2,-10.3
"Z70394","Raceland","LA",14608,23.5," 6.1",31.6,15,106.2,-13.6,-4.5
"Z70395","Schriever","LA",5200,24.4," 7.1",41.2,22.7,140.5,39.8,1.2
"Z70401","Hammond","LA",19508,15.7,"15.0",32.6,25.4,83.3,2.2,3.3
"Z70403","Hammond","LA",27783,16.6," 8.6",32.7,26.6,86.7,38.4,7.5
"Z70420","Abita Springs","LA",7964,17.4," 5.1",29.8,10.3,127.3,30.4,-6
"Z70422","Amite","LA",15881,22.8," 9.2",40.8,23.8,86.8,3.5,-8.09999999999999
"Z70426","Angie","LA",6258,23.5,"13.3",59,22.8,78,-3.3,-5.3
"Z70427","Bogalusa","LA",19817,21.2,"18.2",46.9,31.4,63.4,38.8,-1.5
"Z70431","Bush","LA",5040,14.3," 5.5",29.3,4.6,135.3,-19.1,-18.4
"Z70433","Covington","LA",34323,9.90000000000001," 7.5",29.3,11,144,16.5,14.2
"Z70435","Covington","LA",18728,10.5," 4.5",25.4,10.3,139.4,-5.5,13.2
"Z70436","Fluker","LA",539,26.2," 7.3",53,8.2,44.9,-36.7,-16.7
"Z70437","Folsom","LA",8955,14.1," 7.2",28.7,10.8,130.6,-23.6,-9.59999999999999
"Z70438","Franklinton","LA",17948,25.3,"10.5",40.8,21.6,74.6,10.5,-2.59999999999999
"Z70441","Greensburg","LA",4791,21.2,"13.6",49.1,39,70.7,16,-8.09999999999999
"Z70443","Independence","LA",9671,23.6," 9.1",42.2,25.6,81.9,-10.4,0
"Z70444","Kentwood","LA",9551,21.6,"10.3",46.6,26.1,60.9,4.2,3.3
"Z70445","Lacombe","LA",10528,19.2,"12.8",33.3,18.6,97.8,10.4,6.09999999999999
"Z70446","Loranger","LA",6941,23.2," 3.3",42.6,12.7,112.6,-30.8,8.2
"Z70447","Madisonville","LA",10730,4.3," 9.4",23.5,4.9,215.6,96.6,28.9
"Z70448","Mandeville","LA",25136,6.3," 4.3",22.9,4.9,176,13.6,6.2
"Z70449","Maurepas","LA",3587,16.8,"18.0",41.5,17.8,106.4,22.5,29
"Z70450","Mount Hermon","LA",2893,21.6," 6.3",37.7,27.2,54.5,43.2,-15.4
"Z70452","Pearl River","LA",11214,19.1,"12.4",36.6,20.9,86,51.3,10.2
"Z70453","Pine Grove","LA",838,24.7,"18.6",16.3,35.9,113.8,3.2,0
"Z70454","Ponchatoula","LA",27694,12.1,"10.1",24.5,14.1,121.2,15,3.09999999999999
"Z70456","Roseland","LA",2274,35," 9.5",38.9,23.1,72.5,1.5,-16.2
"Z70458","Slidell","LA",36710,12.2,"10.3",27.3,11.8,129.9,1.90000000000001,1.2
"Z70460","Slidell","LA",23611,19.3," 6.7",32.1,22.5,97.7,-8.09999999999999,4.8
"Z70461","Slidell","LA",28396,10.6," 8.2",28,10.9,132.9,26.2,3.09999999999999
"Z70462","Springfield","LA",5711,20," 7.5",39.3,19.4,115.2,3.09999999999999,20
"Z70465","Tangipahoa","LA",598,16,"21.3",48.1,42.8,57.5,-22.7,-20
"Z70466","Tickfaw","LA",8560,24.7," 6.7",32,21,85,5.2,0
"Z70471","Mandeville","LA",21409,4.59999999999999," 5.3",27,5,193.1,3.09999999999999,8.7
"Z70501","Lafayette","LA",30221,29.8,"11.0",37.5,34.2,54.4,5.7,-3
"Z70503","Lafayette","LA",29838,3.90000000000001," 6.2",21.2,9.2,142,7.40000000000001,3.3
"Z70506","Lafayette","LA",43589,13.6," 5.4",23.3,21.8,93,10.7,6.2
"Z70507","Lafayette","LA",17544,16," 5.5",21.6,16.6,112.5,5.90000000000001,0.700000000000003
"Z70508","Lafayette","LA",36907,8.5," 6.7",20.2,8.3,157.8,-0.599999999999994,10.3
"Z70510","Abbeville","LA",26078,25.5,"11.6",32.2,20,95.3,3.90000000000001,-3.8
"Z70512","Arnaudville","LA",10790,16.9," 6.1",32.4,22.7,107.2,22.9,15.8
"Z70515","Basile","LA",3554,33.9,"14.3",46,24.4,82.9,-4.5,11.1
"Z70517","Breaux Bridge","LA",26569,22.8," 8.9",32.4,19,89.6,3.09999999999999,3.2
"Z70518","Broussard","LA",13158,10.4," 6.7",21.5,13.2,152.8,4.3,11.1
"Z70520","Carencro","LA",19005,15.7," 5.3",21.2,13.8,117.9,16.5,10.9
"Z70525","Church Point","LA",13410,25.8," 8.8",35.3,22.3,83.5,-8.3,-4.5
"Z70526","Crowley","LA",19330,34,"14.3",43,29.2,69.5,1.59999999999999,-0.400000000000006
"Z70529","Duson","LA",12034,19.9,"11.0",28.7,15.1,124.1,12.9,22.7
"Z70532","Elton","LA",2542,25.7,"12.0",28.9,16.2,92.5,5.5,18.2
"Z70533","Erath","LA",6931,21.9," 7.7",31.9,15.5,106.8,33.1,14.9
"Z70534","Estherwood","LA",1083,24.7,"11.6",27.3,14.6,102.8,152.6,0
"Z70535","Eunice","LA",17881,23.4," 9.7",35,23.9,84.6,3.3,2.40000000000001
"Z70537","Evangeline","LA",473,29,"14.9",28.7,11.2,73.5,10.4,0
"Z70538","Franklin","LA",14106,22.7,"11.6",44.9,25.6,81.5,1.5,-7.09999999999999
"Z70541","Grand Coteau","LA",337,23.1," 6.9",31.6,21.1,51.1,-20.5,-2.90000000000001
"Z70542","Gueydan","LA",3493,21.2,"12.2",28.1,12.7,106.7,-6.90000000000001,1.90000000000001
"Z70543","Iota","LA",4511,17.3,"11.0",32,8.5,99.6,-12.6,-10.9
"Z70544","Jeanerette","LA",11682,22.2,"13.1",36.4,22.6,82.7,12.7,-8.90000000000001
"Z70546","Jennings","LA",16045,22.9,"11.2",35,19.9,87.4,9.7,2.40000000000001
"Z70548","Kaplan","LA",9891,26,"11.7",45.4,22,77.5,-7.8,-8.09999999999999
"Z70549","Lake Arthur","LA",4191,25.4," 9.1",36.9,22.9,88.9,9.40000000000001,-4.7
"Z70552","Loreauville","LA",1740,21.1," 7.1",33.1,13,82.8,24.7,0
"Z70554","Mamou","LA",5868,29.9,"13.3",46,28.9,56.3,8.09999999999999,-2.40000000000001
"Z70555","Maurice","LA",8347,22.3," 9.7",24.6,9.5,141.9,40.7,11.9
"Z70556","Mermentau","LA",318,30,"16.4",11.7,26.1,130.4,47.4,0
"Z70559","Morse","LA",2647,25.4,"13.9",37.8,11.7,119.6,42.1,11.8
"Z70560","New Iberia","LA",42450,27.2,"12.3",35.2,23.7,90.5,-5.09999999999999,-2.8
"Z70563","New Iberia","LA",18734,11.9," 6.2",23.9,8.8,136.7,-4,0
"Z70570","Opelousas","LA",38363,25.5,"11.9",41.2,32.3,64.7,-4.59999999999999,-2.8
"Z70577","Port Barre","LA",4457,22," 8.3",32.4,22.2,78.8,7.7,1.8
"Z70578","Rayne","LA",16603,26.8,"10.2",35.6,17.9,89.5,17.8,2.59999999999999
"Z70582","Saint Martinville","LA",19391,21.8,"13.2",30.2,17.6,92.1,-2.7,-3
"Z70583","Scott","LA",11037,15.5," 6.6",32.1,15.2,102,35.5,10.5
"Z70584","Sunset","LA",7907,16.3," 8.4",30,18.9,116.3,-2.2,8.2
"Z70585","Turkey Creek","LA",206,24.6," 7.1",39.1,19.3,91.6,60,120
"Z70586","Ville Platte","LA",20177,30.6,"13.1",45.1,25.3,68.6,-1.3,-6.40000000000001
"Z70589","Washington","LA",3198,16.6,"10.6",35.4,22.4,76.5,6.5,14
"Z70591","Welsh","LA",5619,18.2,"11.6",34.4,22.7,87.5,1.59999999999999,16.7
"Z70592","Youngsville","LA",22467,9.7," 2.6",25.5,7.8,181,29.2,24.5
"Z70601","Lake Charles","LA",32791,19.4,"13.5",31.7,28.7,65.7,0.799999999999997,-0.799999999999997
"Z70605","Lake Charles","LA",34830,6.2," 6.3",22.6,8.8,136.5,10,9
"Z70607","Lake Charles","LA",26232,15,"10.3",28.4,22.7,82.2,17.5,8.90000000000001
"Z70611","Lake Charles","LA",20320,8.09999999999999," 8.3",29.1,4.6,148.4,27.3,4.40000000000001
"Z70615","Lake Charles","LA",12555,26,"19.0",43.1,29.1,67.6,9.59999999999999,7.5
"Z70631","Cameron","LA",741,19.1," 0.0",29.7,10.9,153.2,-4.90000000000001,-11.8
"Z70632","Creole","LA",575,13.8," 0.0",27.4,1.6,154.4,-66.1,-14.3
"Z70633","Dequincy","LA",7086,23.9,"12.8",45.2,15.2,90.6,9.5,-2.8
"Z70634","Deridder","LA",25397,16.8,"11.5",37.8,20.8,100.1,7.40000000000001,3.90000000000001
"Z70637","Dry Creek","LA",710,15.4," 3.5",25.1,3.2,112.1,0,0
"Z70638","Elizabeth","LA",864,16.9,"22.3",31.9,15.3,102.1,-31.8,-16.7
"Z70639","Evans","LA",493,8.59999999999999,"24.2",57.6,27.2,73.4,25,33.3
"Z70643","Grand Chenier","LA",254,4.40000000000001,"10.1",21.4,7.9,128.7,-29.9,15.4
"Z70645","Hackberry","LA",1211,18.9," 2.9",23.8,4,142.2,79.3,56.2
"Z70646","Hayes","LA",743,0,"20.3",5.7,32.2,151,-62.2,-50
"Z70647","Iowa","LA",8999,14.5,"14.2",28.2,15.7,108.4,23.4,0
"Z70648","Kinder","LA",8259,20.6,"11.4",52.2,11.2,99.4,6.5,4.8
"Z70650","Lacassine","LA",300,7.90000000000001," 0.0",4.7,0,157.6,222.2,42.9
"Z70652","Longville","LA",2172,17.1," 4.5",29.1,12.4,137.2,-71.9,-20
"Z70653","Merryville","LA",3131,14.2," 8.4",37.9,19.4,86.6,6.90000000000001,7.09999999999999
"Z70655","Oberlin","LA",3337,16.5," 8.3",32,16.1,92.3,0,0
"Z70656","Pitkin","LA",3782,29,"10.1",49.9,20.7,72.1,-33.3,5
"Z70657","Ragley","LA",5283,13.6," 3.5",32.5,19.9,135.7,-54.1,4.5
"Z70658","Reeves","LA",1086,27.9,"15.2",27.4,10.1,116,-26.8,16.7
"Z70659","Rosepine","LA",1565,15.1,"13.3",39.4,33.9,101.7,-2.90000000000001,5.90000000000001
"Z70661","Starks","LA",2474,21.1," 9.4",45.7,20.5,80.5,-28.6,-27.3
"Z70663","Sulphur","LA",27497,13.3," 8.2",31.7,15.2,109.4,22.8,7
"Z70665","Sulphur","LA",11155,13.1," 8.1",31.2,13.7,136.2,29,29.1
"Z70668","Vinton","LA",7001,23.4," 9.2",31.2,24.5,82.4,0.5,5.8
"Z70669","Westlake","LA",10142,11," 9.6",25.5,11.9,118.8,-0.5,15.4
"Z70706","Denham Springs","LA",21316,11.9," 4.1",24.7,6.4,142,90.6,20.8
"Z70710","Addis","LA",4194,11.4," 5.8",14.7,17,133.3,-11.7,-16
"Z70711","Albany","LA",5794,19.3," 8.3",29.9,24.3,112.1,30.9,0
"Z70712","Angola","LA",3852,35.7,"15.0",90.3,3.6,162.2,50,0
"Z70714","Baker","LA",20042,13.1," 6.3",27,19.9,94.3,2.40000000000001,5.90000000000001
"Z70715","Batchelor","LA",1623,10.4,"11.1",18.4,29,89,6.59999999999999,58.3
"Z70719","Brusly","LA",4549,9.40000000000001," 2.0",23.6,21.6,135.1,16.1,10.6
"Z70722","Clinton","LA",5702,8.59999999999999," 5.9",32,18.3,95.9,-8.7,-4.3
