Zip_Code,Housing_Units,Occupied_Units,Vacant_Units
Z92004,2982,1289,1693
Z92007,4781,4516,265
Z92008,12966,11483,1483
Z92009,17119,16355,764
Z92010,5802,5697,105
Z92011,10400,9247,1153
Z92014,6908,5941,967
Z92019,15754,15083,671
Z92020,20177,19371,806
Z92021,23277,21807,1470
Z92024,20663,18964,1699
Z92025,15781,15098,683
Z92026,17772,16804,968
Z92027,16597,16042,555
Z92028,17811,16662,1149
Z92029,7319,6891,428
Z92036,2232,1350,882
Z92037,19971,16796,3175
Z92040,15801,14738,1063
Z92054,17908,15337,2571
Z92055,198,144,54
Z92056,20222,19445,777
Z92057,19741,18615,1126
Z92058,15229,13716,1513
Z92059,439,383,56
Z92060,166,39,127
Z92061,881,596,285
Z92064,16453,15863,590
Z92065,12718,11638,1080
Z92066,196,161,35
Z92067,4152,3198,954
Z92069,15372,14613,759
Z92070,578,425,153
Z92071,20140,19297,843
Z92075,6094,5341,753
Z92078,17821,16890,931
Z92081,10992,10452,540
Z92082,6759,6214,545
Z92083,11260,10818,442
Z92084,15938,15337,601
Z92086,948,663,285
Z92091,654,629,25
Z92101,24932,20531,4401
Z92102,15553,14479,1074
Z92103,19331,17661,1670
Z92104,22396,20739,1657
Z92105,22508,21192,1316
Z92106,7888,7251,637
Z92107,14223,12658,1565
Z92108,11767,10361,1406
Z92109,25924,22421,3503
Z92110,11925,11146,779
Z92111,17483,16893,590
Z92113,13707,12833,874
Z92114,18436,17587,849
Z92115,22609,20596,2013
Z92116,17251,16301,950
Z92117,21487,20785,702
Z92118,10883,8500,2383
Z92119,9707,9502,205
Z92120,11436,10788,648
Z92121,1687,1554,133
Z92122,21097,19468,1629
Z92123,11388,10842,546
Z92124,11459,10705,754
Z92126,24395,23404,991
Z92127,14490,13875,615
Z92128,21153,20121,1032
Z92129,17948,17339,609
Z92130,18872,17998,874
Z92131,11820,11536,284
Z92132,0,0,0
Z92134,0,0,0
Z92135,0,0,0
Z92139,10999,10329,670
Z92140,22,11,11
Z92145,592,560,32
Z92147,0,0,0
Z92154,22257,21366,891
Z92155,0,0,0
Z92173,8206,7922,284
Z92201,22801,19219,3582
Z92203,13063,10230,2833
Z92210,5135,2672,2463
Z92211,20842,12473,8369
Z92220,13311,11844,1467
Z92222,0,0,0
Z92223,16600,15553,1047
Z92225,9201,5980,3221
Z92227,8994,7818,1176
Z92230,1053,960,93
Z92231,10864,9451,1413
Z92233,1301,971,330
Z92234,21149,17354,3795
Z92236,11198,10484,714
Z92239,311,67,244
Z92240,14668,11790,2878
Z92241,6463,4077,2386
Z92242,1634,697,937
Z92243,16083,13770,2313
Z92249,2082,1757,325
Z92250,3032,2488,544
Z92251,5954,5198,756
Z92252,5396,3798,1598
Z92253,23864,14949,8915
Z92254,3265,3003,262
Z92256,2042,1545,497
Z92257,1405,781,624
Z92258,264,213,51
Z92259,393,121,272
Z92260,24427,15807,8620
Z92262,18918,12542,6376
Z92264,17905,10902,7003
Z92266,195,91,104
Z92267,92,0,92
Z92268,514,264,250
Z92270,15662,9176,6486
Z92273,516,411,105
Z92274,6387,5278,1109
Z92275,1222,552,670
Z92276,3921,2813,1108
Z92277,12420,9211,3209
Z92278,178,178,0
Z92280,39,14,25
Z92281,821,594,227
Z92282,565,335,230
Z92283,1576,836,740
Z92284,12345,10290,2055
Z92285,2695,1086,1609
Z92301,9240,7966,1274
Z92304,15,15,0
Z92305,634,170,464
Z92307,14024,12427,1597
Z92308,15932,13959,1973
Z92309,325,259,66
Z92310,2718,2337,381
Z92311,13236,11202,2034
Z92313,4515,4371,144
Z92314,9080,4435,4645
Z92315,10065,2305,7760
Z92316,7750,7353,397
Z92320,3811,3346,465
Z92321,1361,466,895
Z92322,840,365,475
Z92324,18475,16790,1685
Z92325,6407,3503,2904
Z92327,417,236,181
Z92328,261,204,57
Z92332,62,8,54
Z92333,1045,239,806
Z92335,24579,23521,1058
Z92336,23555,22722,833
Z92337,9718,9326,392
Z92338,28,0,28
Z92339,681,411,270
Z92341,1109,177,932
Z92342,2992,2298,694
Z92344,6489,5909,580
Z92345,25556,23423,2133
Z92346,17897,16691,1206
Z92347,542,422,120
Z92352,8612,2608,6004
Z92354,8119,7411,708
Z92356,3281,2273,1008
Z92358,554,461,93
Z92359,3179,2878,301
Z92363,4129,2309,1820
Z92364,55,17,38
Z92365,1243,738,505
Z92368,439,284,155
Z92371,5885,5153,732
Z92372,2537,2118,419
Z92373,14697,13436,1261
Z92374,13813,12758,1055
Z92376,22161,21042,1119
Z92377,5593,5227,366
Z92378,73,67,6
Z92382,4077,2047,2030
Z92384,29,16,13
Z92385,329,104,225
Z92386,3509,977,2532
Z92389,130,59,71
Z92391,1797,976,821
Z92392,17400,15509,1891
Z92394,8767,7720,1047
Z92395,14789,13065,1724
Z92397,2934,1888,1046
Z92398,673,481,192
Z92399,20219,18585,1634
Z92401,734,656,78
Z92404,18923,17179,1744
Z92405,9016,8355,661
Z92407,16812,15737,1075
Z92408,4117,3718,399
Z92410,13551,12339,1212
Z92411,6932,6462,470
Z92501,7492,6841,651
Z92503,25917,25102,815
Z92504,17119,15988,1131
Z92505,14739,13397,1342
Z92506,16333,15318,1015
Z92507,18982,16297,2685
Z92508,10647,10209,438
Z92509,20513,19296,1217
Z92518,734,509,225
Z92530,15989,14734,1255
Z92532,6581,5925,656
Z92536,1618,1066,552
Z92539,2166,1561,605
Z92543,15180,13270,1910
Z92544,17558,15426,2132
Z92545,17098,14875,2223
Z92548,2678,2220,458
Z92549,4190,1232,2958
Z92551,8349,7990,359
Z92553,20040,18770,1270
Z92555,11437,10684,753
Z92557,15164,14350,814
Z92561,1209,714,495
Z92562,21203,19867,1336
Z92563,17942,16929,1013
Z92567,2863,2681,182
Z92570,14912,13752,1160
Z92571,12951,12050,901
Z92582,4614,4316,298
Z92583,10765,9525,1240
Z92584,14741,13913,828
Z92585,6269,5711,558
Z92586,9945,8936,1009
Z92587,6593,5833,760
Z92590,1893,1623,270
Z92591,13605,12647,958
Z92592,24717,23171,1546
Z92595,9646,9138,508
Z92596,7674,7228,446
Z92602,8699,8478,221
Z92603,8061,7765,296
Z92604,10537,10168,369
Z92606,8535,8041,494
Z92610,4272,4020,252
Z92612,13475,12238,1237
Z92614,10015,9736,279
Z92617,4338,4082,256
Z92618,11256,10467,789
Z92620,17104,16302,802
Z92624,3318,2751,567
Z92625,6609,5710,899
Z92626,20272,19070,1202
Z92627,23038,22118,920
Z92629,13366,11534,1832
Z92630,21332,20517,815
Z92637,13058,11298,1760
Z92646,21920,21025,895
Z92647,20724,20028,696
Z92648,20594,19267,1327
Z92649,14537,13780,757
Z92651,13913,11608,2305
Z92653,10028,9466,562
Z92655,2659,2639,20
Z92656,20245,19202,1043
Z92657,4263,3873,390
Z92660,16300,14682,1618
Z92661,2410,1596,814
Z92662,2025,1492,533
Z92663,12034,10669,1365
Z92672,16263,14211,2052
Z92673,10675,9890,785
Z92675,12596,11857,739
Z92676,883,798,85
Z92677,26923,25023,1900
Z92678,232,212,20
Z92679,10947,10597,350
Z92683,28438,27337,1101
Z92688,16842,15938,904
Z92691,16613,16119,494
Z92692,18353,18008,345
Z92694,7582,7361,221
Z92701,13031,12649,382
Z92703,13467,13221,246
Z92704,20415,19802,613
Z92705,15692,14936,756
Z92706,9740,9388,352
Z92707,13690,13263,427
Z92708,19536,19086,450
Z92780,19682,18984,698
Z92782,8671,8272,399
Z92801,18849,18161,688
Z92802,12196,11686,510
Z92804,25751,23878,1873
Z92805,19036,18197,839
Z92806,13063,12366,697
Z92807,12777,12186,591
Z92808,7601,7397,204
Z92821,13800,13230,570
Z92823,1059,1059,0
Z92831,13129,12196,933
Z92832,8508,8100,408
Z92833,16600,15980,620
Z92835,8682,8415,267
Z92840,15519,14929,590
Z92841,9473,9263,210
Z92843,11531,11226,305
Z92844,6823,6682,141
Z92845,5806,5665,141
Z92860,7356,7030,326
Z92861,1975,1922,53
Z92865,6421,6154,267
Z92866,5781,5445,336
Z92867,13512,13061,451
Z92868,7838,7643,195
Z92869,11860,11542,318
Z92870,17095,16532,563
Z92879,15101,14336,765
Z92880,16393,15889,504
Z92881,9984,9687,297
Z92882,22022,21090,932
Z92883,10535,9976,559
Z92886,16552,16254,298
Z92887,7024,6642,382
Z93001,14126,12762,1364
Z93003,20288,19352,936
Z93004,10996,10727,269
Z93010,16286,15665,621
Z93012,13319,12782,537
Z93013,7021,6308,713
Z93015,5151,4830,321
Z93021,11580,11158,422
Z93022,2602,2513,89
Z93023,8719,7659,1060
Z93030,15856,15183,673
Z93033,18138,17261,877
Z93035,12124,9715,2409
Z93036,12768,12363,405
Z93040,581,581,0
Z93041,8584,7308,1276
Z93042,0,0,0
Z93043,25,25,0
Z93060,10019,9505,514
Z93063,19487,19090,397
Z93064,0,0,0
Z93065,24669,23989,680
Z93066,1160,1125,35
Z93067,615,487,128
Z93101,13295,12357,938
Z93103,7791,6978,813
Z93105,11507,10806,701
Z93108,5537,4306,1231
Z93109,4756,4342,414
Z93110,6797,6324,473
Z93111,6684,6338,346
Z93117,16849,15729,1120
Z93201,379,338,41
Z93202,1144,1057,87
Z93203,5369,4986,383
Z93204,2314,2156,158
Z93205,1220,1010,210
Z93206,690,578,112
Z93207,433,142,291
Z93208,392,68,324
Z93210,4929,4679,250
Z93212,4383,4117,266
Z93215,12424,11729,695
Z93218,325,279,46
Z93219,2506,2403,103
Z93220,107,76,31
Z93221,5393,4948,445
Z93222,1972,706,1266
Z93223,2701,2622,79
Z93224,191,156,35
Z93225,2565,1882,683
Z93226,197,161,36
Z93230,22671,21055,1616
Z93234,1936,1729,207
Z93235,1144,1048,96
Z93238,1175,841,334
Z93239,457,394,63
Z93240,3554,2481,1073
Z93241,4463,4188,275
Z93242,1108,1048,60
Z93243,815,567,248
Z93244,195,169,26
Z93245,12769,11994,775
Z93247,5404,5039,365
Z93249,595,549,46
Z93250,3244,3157,87
Z93251,108,74,34
Z93252,803,571,232
Z93254,358,276,82
Z93255,467,330,137
Z93256,1497,1321,176
Z93257,23211,21344,1867
Z93258,580,537,43
Z93260,489,67,422
Z93261,675,669,6
Z93262,0,0,0
Z93263,5422,5091,331
Z93265,2076,1571,505
Z93266,382,348,34
Z93267,2002,1836,166
Z93268,6156,5507,649
Z93270,1622,1410,212
Z93271,1386,1064,322
Z93272,1009,972,37
Z93274,22663,21385,1278
Z93276,67,60,7
Z93277,19551,18093,1458
Z93280,6043,5570,473
Z93283,1348,1098,250
Z93285,2327,995,1332
Z93286,3024,2840,184
Z93287,71,53,18
Z93291,16859,15967,892
Z93292,13923,13304,619
Z93301,5328,4762,566
Z93304,16920,15546,1374
Z93305,12081,10751,1330
Z93306,22812,21060,1752
Z93307,23586,21924,1662
Z93308,20882,19121,1761
Z93309,23421,21625,1796
Z93311,14897,14083,814
Z93312,19337,18513,824
Z93313,12900,12344,556
Z93314,8044,7731,313
Z93401,12629,11821,808
Z93402,6929,6491,438
Z93405,8970,8283,687
Z93410,0,0,0
Z93420,13061,11860,1201
Z93422,12964,12301,663
Z93424,902,604,298
Z93426,1148,426,722
Z93427,2316,2001,315
Z93428,4254,2943,1311
Z93429,33,33,0
Z93430,2583,1451,1132
Z93432,558,383,175
Z93433,6043,5453,590
Z93434,1921,1862,59
Z93436,18649,17798,851
Z93437,926,873,53
Z93440,591,583,8
Z93441,516,430,86
Z93442,6780,5220,1560
Z93444,7338,6686,652
Z93445,3051,2464,587
Z93446,19151,17032,2119
Z93449,5248,3867,1381
Z93450,297,273,24
Z93451,1500,1358,142
Z93452,280,158,122
Z93453,1564,1413,151
Z93454,12421,11386,1035
Z93455,16020,15102,918
Z93458,13586,13126,460
Z93460,2399,1986,413
Z93461,619,525,94
Z93463,3700,3375,325
Z93465,3604,3226,378
Z93501,2422,1929,493
Z93505,5677,4459,1218
Z93510,2808,2520,288
Z93512,139,137,2
Z93513,819,719,100
Z93514,6854,6031,823
Z93516,1260,846,414
Z93517,541,228,313
Z93518,747,456,291
Z93519,92,67,25
Z93522,21,13,8
Z93523,1514,1147,367
Z93524,0,0,0
Z93526,491,357,134
Z93527,998,810,188
Z93528,185,55,130
Z93529,802,111,691
Z93530,56,24,32
Z93531,247,165,82
Z93532,1145,962,183
Z93534,15811,14056,1755
Z93535,23247,20901,2346
Z93536,22807,20910,1897
Z93541,310,123,187
Z93543,3967,3599,368
Z93544,596,455,141
Z93545,1065,868,197
Z93546,10618,3168,7450
Z93549,294,141,153
Z93550,22886,20648,2238
Z93551,16962,15845,1117
Z93552,10724,9937,787
Z93553,894,789,105
Z93554,86,86,0
Z93555,15189,13180,2009
Z93558,128,93,35
Z93560,7548,6301,1247
Z93561,12874,10910,1964
Z93562,1075,698,377
Z93563,179,137,42
Z93591,2191,1916,275
Z93592,32,8,24
Z93601,846,730,116
Z93602,1967,1606,361
Z93603,247,122,125
Z93604,1307,337,970
Z93605,154,97,57
Z93606,215,186,29
Z93608,273,240,33
Z93609,1635,1558,77
Z93610,5796,5004,792
Z93611,16366,15833,533
Z93612,14538,13498,1040
Z93614,4950,4257,693
Z93615,1592,1482,110
Z93616,631,596,35
Z93618,8419,8055,364
Z93619,11118,10458,660
Z93620,3256,2870,386
Z93621,307,183,124
Z93622,2979,2762,217
Z93623,235,50,185
Z93624,343,299,44
Z93625,2170,2080,90
Z93626,574,475,99
Z93627,29,27,2
Z93628,356,58,298
Z93630,5626,5184,442
Z93631,5426,5155,271
Z93633,367,0,367
Z93634,624,1,623
Z93635,12230,11415,815
Z93636,4126,3861,265
Z93637,12523,11530,993
Z93638,12977,12063,914
Z93640,3109,3047,62
Z93641,465,84,381
Z93643,1768,1156,612
Z93644,4245,3307,938
Z93645,59,59,0
Z93646,2857,2673,184
Z93647,2999,2880,119
Z93648,4249,3999,250
Z93650,1354,1348,6
Z93651,767,630,137
Z93652,96,69,27
Z93653,690,559,131
Z93654,9187,8652,535
Z93656,1833,1721,112
Z93657,11488,10561,927
Z93660,1285,1133,152
Z93662,9188,8712,476
Z93664,2299,267,2032
Z93665,223,192,31
Z93666,192,182,10
Z93667,1053,897,156
Z93668,381,333,48
Z93669,256,144,112
Z93673,193,179,14
Z93675,1420,1146,274
Z93701,3790,3038,752
Z93702,12961,12015,946
Z93703,10834,9714,1120
Z93704,11761,10713,1048
Z93705,13013,12223,790
Z93706,11695,10630,1065
Z93710,12250,11201,1049
Z93711,16795,15686,1109
Z93720,18633,17608,1025
Z93721,1909,1730,179
Z93722,26053,24334,1719
Z93723,3203,3030,173
Z93725,7262,6810,452
Z93726,14869,14037,832
Z93727,24141,22614,1527
Z93728,6199,5617,582
Z93730,3997,3856,141
Z93901,10349,9745,604
Z93905,13575,13052,523
Z93906,18002,17057,945
Z93907,7547,7136,411
Z93908,4789,4573,216
Z93920,540,312,228
Z93921,3229,1476,1753
Z93923,7293,5772,1521
Z93924,3149,2557,592
Z93925,441,422,19
Z93926,2264,2256,8
Z93927,4339,3953,386
Z93928,53,53,0
Z93930,4128,3974,154
Z93932,202,202,0
Z93933,9026,8358,668
Z93940,15328,13323,2005
Z93943,0,0,0
Z93950,8431,6832,1599
Z93953,2856,1851,1005
Z93954,98,91,7
Z93955,11027,10339,688
Z93960,4221,3977,244
Z93962,293,229,64
Z94002,10677,10334,343
Z94005,1842,1783,59
Z94010,17561,16364,1197
Z94014,14310,13595,715
Z94015,20653,19916,737
Z94019,7707,7021,686
Z94020,811,618,193
Z94021,86,46,40
Z94022,7843,7423,420
Z94024,8090,7870,220
Z94025,15646,14832,814
Z94027,2602,2476,126
Z94028,2815,2645,170
Z94030,8602,8165,437
Z94037,1119,1025,94
Z94038,1188,1138,50
Z94040,14497,13986,511
Z94041,6483,6248,235
Z94043,13331,12578,753
Z94044,14767,14136,631
Z94060,601,474,127
Z94061,14244,13875,369
Z94062,10961,10272,689
Z94063,9726,9213,513
Z94065,5186,4975,211
Z94066,15412,14899,513
Z94070,12300,11857,443
Z94074,83,83,0
Z94080,22394,21239,1155
Z94085,8652,8241,411
Z94086,19663,19086,577
Z94087,21183,20347,836
Z94089,8061,7680,381
Z94102,19137,16463,2674
Z94103,15026,12728,2298
Z94104,244,176,68
Z94105,4870,3778,1092
Z94107,15104,13743,1361
Z94108,8753,7867,886
Z94109,37050,33721,3329
Z94110,29845,28019,1826
Z94111,2634,2118,516
Z94112,24319,23323,996
Z94114,17877,16456,1421
Z94115,19224,17732,1492
Z94116,16569,15826,743
Z94117,19720,18362,1358
Z94118,18707,17663,1044
Z94121,18955,17388,1567
Z94122,24056,22882,1174
Z94123,15217,13962,1255
Z94124,11282,10501,781
Z94127,7579,7208,371
Z94128,0,0,0
Z94129,1324,1258,66
Z94130,806,624,182
Z94131,13912,13254,658
Z94132,11056,10391,665
Z94133,14813,13230,1583
Z94134,12315,11661,654
Z94158,3258,2929,329
Z94301,7564,7131,433
Z94303,14266,13540,726
Z94304,2025,1837,188
Z94305,3342,3162,180
Z94306,11152,10641,511
Z94401,13626,12983,643
Z94402,9654,9278,376
Z94403,16239,15422,817
Z94404,14612,14023,589
Z94501,26883,25527,1356
Z94502,5361,5181,180
Z94503,6023,5861,162
Z94505,5737,5141,596
Z94506,8089,7872,217
Z94507,5820,5579,241
Z94508,1284,1105,179
Z94509,23152,21588,1564
Z94510,11482,10861,621
Z94511,1315,1100,215
Z94512,69,69,0
Z94513,19323,18658,665
Z94514,405,376,29
Z94515,3592,2870,722
Z94516,80,78,2
Z94517,4886,4659,227
Z94518,10780,10263,517
Z94519,7337,6836,501
Z94520,13692,13046,646
Z94521,16432,15854,578
Z94523,14406,14035,371
Z94525,1519,1394,125
Z94526,12390,11994,396
Z94528,283,283,0
Z94530,10679,10114,565
Z94531,12857,12130,727
Z94533,24040,22324,1716
Z94534,13101,12798,303
Z94535,1081,1054,27
Z94536,25264,24138,1126
Z94538,22016,21085,931
Z94539,16643,16225,418
Z94541,22048,20867,1181
Z94542,4501,4322,179
Z94544,23275,22602,673
Z94545,9535,9325,210
Z94546,16535,15957,578
Z94547,8407,8142,265
Z94548,160,145,15
Z94549,11297,10832,465
Z94550,18276,17521,755
Z94551,14721,14143,578
Z94552,5241,5078,163
Z94553,19809,18922,887
Z94555,11506,11245,261
Z94556,5857,5777,80
Z94558,26837,24230,2607
Z94559,11356,10414,942
Z94560,13799,13436,363
Z94561,12144,11703,441
Z94563,6813,6709,104
Z94564,7225,6741,484
Z94565,28240,26906,1334
Z94566,15682,15288,394
Z94567,331,213,118
Z94568,17406,16697,709
Z94569,220,179,41
Z94571,4405,3928,477
Z94572,3303,3167,136
Z94573,69,64,5
Z94574,4376,3613,763
Z94575,0,0,0
Z94576,60,28,32
Z94577,17731,16996,735
Z94578,14496,13798,698
Z94579,7176,7168,8
Z94580,9090,8643,447
Z94582,13491,13064,427
Z94583,12825,12558,267
Z94585,9205,8872,333
Z94586,398,367,31
Z94587,21407,20461,946
Z94588,11621,11183,438
Z94589,10190,9552,638
Z94590,16366,14036,2330
Z94591,20131,18291,1840
Z94592,256,256,0
Z94595,9984,9060,924
Z94596,10163,9507,656
Z94597,10330,9840,490
Z94598,10590,10179,411
Z94599,1547,1350,197
Z94601,16303,14931,1372
Z94602,12584,11930,654
Z94603,10515,9614,901
Z94605,16771,15199,1572
Z94606,16191,14896,1295
Z94607,12414,11344,1070
Z94608,15345,13748,1597
Z94609,10288,9794,494
Z94610,16405,15562,843
Z94611,17800,16911,889
Z94612,8956,8193,763
Z94613,5,5,0
Z94618,7516,7106,410
Z94619,9650,8916,734
Z94621,10196,9410,786
Z94702,8100,7581,519
Z94703,9737,8887,850
Z94704,8869,8143,726
Z94705,6199,5840,359
Z94706,8528,7996,532
Z94707,5341,5132,209
Z94708,5037,4738,299
Z94709,5669,5219,450
Z94710,3298,2933,365
Z94720,52,28,24
Z94801,10427,9291,1136
Z94803,9898,9328,570
Z94804,15694,14597,1097
Z94805,5607,5327,280
Z94806,20832,19261,1571
Z94850,0,0,0
Z94901,16235,15638,597
Z94903,12853,12168,685
Z94904,5643,5435,208
Z94920,6113,5435,678
Z94922,263,237,26
Z94923,1366,450,916
Z94924,871,539,332
Z94925,4171,3784,387
Z94928,16475,15946,529
Z94929,463,79,384
Z94930,4105,3866,239
Z94931,3373,3194,179
Z94933,342,342,0
Z94937,746,463,283
Z94938,382,300,82
Z94939,3366,3247,119
Z94940,148,131,17
Z94941,13992,12968,1024
Z94945,7429,7218,211
Z94946,369,295,74
Z94947,10357,9946,411
Z94949,7318,6857,461
Z94950,52,39,13
Z94951,1706,1556,150
Z94952,13853,13176,677
Z94954,13856,13293,563
Z94956,1012,756,256
Z94957,449,397,52
Z94960,6638,6384,254
Z94963,269,269,0
Z94964,90,90,0
Z94965,6303,5571,732
Z94970,914,278,636
Z94971,221,156,65
Z94972,12,0,12
Z94973,799,748,51
Z95002,543,543,0
Z95003,11714,10058,1656
Z95004,1326,1303,23
Z95005,2741,2548,193
Z95006,4664,3932,732
Z95007,354,310,44
Z95008,19300,18351,949
Z95010,4778,4238,540
Z95012,2774,2451,323
Z95013,22,22,0
Z95014,22394,21266,1128
Z95017,346,282,64
Z95018,3498,3013,485
Z95019,2193,2074,119
Z95020,18106,17598,508
Z95023,15444,14805,639
Z95030,5843,5347,496
Z95032,10498,10013,485
Z95033,4030,3742,288
Z95035,21529,20871,658
Z95037,16255,15819,436
Z95039,570,496,74
Z95041,113,62,51
Z95043,370,285,85
Z95045,1609,1504,105
Z95046,2023,1876,147
Z95050,14960,14442,518
Z95051,21168,20201,967
Z95053,27,27,0
Z95054,9004,8433,571
Z95060,20175,18291,1884
Z95062,16824,14946,1878
Z95064,483,432,51
Z95065,3246,3132,114
Z95066,5973,5797,176
Z95070,11395,10943,452
Z95073,4429,4082,347
Z95075,139,125,14
Z95076,24834,22946,1888
Z95110,6735,6381,354
Z95111,16227,15698,529
Z95112,21147,19974,1173
Z95113,788,696,92
Z95116,14572,14250,322
Z95117,11421,10960,461
Z95118,11602,11326,276
Z95119,3289,3152,137
Z95120,12728,12486,242
Z95121,9830,9657,173
Z95122,13306,13090,216
Z95123,22425,21783,642
Z95124,17636,17272,364
Z95125,21928,21074,854
Z95126,15060,14199,861
Z95127,17178,16813,365
Z95128,14692,13946,746
Z95129,14738,14080,658
Z95130,5177,4999,178
Z95131,9454,9177,277
Z95132,12078,11906,172
Z95133,8150,7928,222
Z95134,8432,7736,696
Z95135,7623,7462,161
Z95136,15492,15054,438
Z95138,6221,5772,449
Z95139,2259,2251,8
Z95140,88,58,30
Z95148,12100,11917,183
Z95202,3987,2923,1064
Z95203,5831,5163,668
Z95204,12167,10940,1227
Z95205,11542,10265,1277
Z95206,18339,16678,1661
Z95207,19596,17778,1818
Z95209,13324,12653,671
Z95210,12281,11564,717
Z95211,0,0,0
Z95212,7718,7280,438
Z95215,7339,6729,610
Z95219,11660,10796,864
Z95220,2613,2456,157
Z95222,2576,2186,390
Z95223,7820,1400,6420
Z95224,285,122,163
Z95225,281,233,48
Z95226,14,14,0
Z95227,342,306,36
Z95228,2674,1813,861
Z95230,250,236,14
Z95231,846,809,37
Z95232,158,109,49
Z95233,310,248,62
Z95234,22,22,0
Z95236,1458,1352,106
Z95237,1236,1146,90
Z95240,17409,15836,1573
Z95242,10399,9894,505
Z95245,1347,943,404
Z95246,900,623,277
Z95247,2613,2154,459
Z95248,151,58,93
Z95249,1705,1449,256
Z95250,76,31,45
Z95251,372,316,56
Z95252,5513,5012,501
Z95254,393,393,0
Z95255,1143,804,339
Z95257,263,156,107
Z95258,1557,1442,115
Z95301,12350,11477,873
Z95303,290,265,25
Z95304,4314,4119,195
Z95305,92,16,76
Z95306,478,454,24
Z95307,13123,12252,871
Z95310,1023,912,111
Z95311,1401,880,521
Z95312,100,91,9
Z95313,470,395,75
Z95314,75,0,75
Z95315,3650,3441,209
Z95316,2406,2294,112
Z95317,335,311,24
Z95318,167,167,0
Z95319,482,463,19
Z95320,4832,4394,438
Z95321,3605,1592,2013
Z95322,3264,2948,316
Z95323,359,344,15
Z95324,2646,2483,163
Z95325,83,28,55
Z95326,3492,3282,210
Z95327,2742,2422,320
Z95328,1220,1203,17
Z95329,1510,1176,334
Z95330,5283,5021,262
Z95333,1007,885,122
Z95334,4403,4148,255
Z95335,1174,202,972
Z95336,15780,14909,871
Z95337,11005,10283,722
Z95338,5960,4588,1372
Z95340,12590,11740,850
Z95341,9386,8504,882
Z95345,283,223,60
Z95346,1403,655,748
Z95348,11380,10747,633
Z95350,20527,19279,1248
Z95351,14110,13196,914
Z95354,9588,8596,992
Z95355,22513,21162,1351
Z95356,11955,11495,460
Z95357,3833,3601,232
Z95358,9292,8887,405
Z95360,3903,3589,314
Z95361,12235,11539,696
Z95363,7718,7171,547
Z95364,599,0,599
Z95365,1375,1205,170
Z95366,6129,5920,209
Z95367,7635,7214,421
Z95368,4133,3939,194
Z95369,435,341,94
Z95370,13582,11784,1798
Z95372,760,714,46
Z95374,649,509,140
Z95375,351,80,271
Z95376,15715,15004,711
Z95377,8899,8672,227
Z95379,1820,1571,249
Z95380,14779,13785,994
Z95382,13640,12897,743
Z95383,3327,1583,1744
Z95385,279,230,49
Z95386,3023,2898,125
Z95387,146,136,10
Z95388,4050,3708,342
Z95389,843,342,501
Z95391,3769,3669,100
Z95401,13920,13330,590
Z95403,18151,17294,857
Z95404,16986,16184,802
Z95405,9190,8562,628
Z95407,12805,12149,656
Z95409,12645,11943,702
Z95410,543,400,143
Z95412,226,128,98
Z95415,658,494,164
Z95417,161,109,52
Z95420,259,235,24
Z95421,1234,652,582
Z95422,9115,6962,2153
Z95423,2713,1549,1164
Z95425,4495,3926,569
Z95426,1064,628,436
Z95427,238,157,81
Z95428,1175,907,268
Z95429,29,29,0
Z95430,35,0,35
Z95431,0,0,0
Z95432,267,199,68
Z95435,96,96,0
Z95436,2928,2540,388
Z95437,6979,5851,1128
Z95439,296,296,0
Z95441,808,671,137
Z95442,1986,1504,482
Z95443,234,128,106
Z95444,231,231,0
Z95445,1343,963,380
Z95446,3692,2199,1493
Z95448,8372,6993,1379
Z95449,691,577,114
Z95450,354,149,205
Z95451,6138,4758,1380
Z95452,685,553,132
Z95453,5080,4366,714
Z95454,1252,960,292
Z95456,658,413,245
Z95457,1767,1333,434
Z95458,1763,1251,512
Z95459,497,242,255
Z95460,1616,1123,493
Z95461,1768,1355,413
Z95462,1157,617,540
Z95463,76,29,47
Z95464,1625,1142,483
Z95465,1405,979,426
Z95466,408,312,96
Z95467,2583,2199,384
Z95468,793,540,253
Z95469,1022,694,328
Z95470,2465,2201,264
Z95471,437,231,206
Z95472,14010,12891,1119
Z95476,17114,15363,1751
Z95482,12652,11539,1113
Z95485,1314,1065,249
Z95486,62,24,38
Z95488,268,184,84
Z95490,6178,5429,749
Z95492,10513,9994,519
Z95493,129,129,0
Z95494,67,49,18
Z95497,1886,601,1285
Z95501,10785,9544,1241
Z95503,10635,9822,813
Z95511,242,185,57
Z95514,115,85,30
Z95519,7788,7074,714
Z95521,9209,8214,995
Z95524,798,757,41
Z95525,848,718,130
Z95526,270,134,136
Z95527,451,249,202
Z95528,524,420,104
Z95531,9445,7950,1495
Z95536,1354,1135,219
Z95537,158,133,25
Z95540,5616,4938,678
Z95542,1370,1004,366
Z95543,406,280,126
Z95545,79,43,36
Z95546,1510,1111,399
Z95547,538,489,49
Z95548,581,452,129
Z95549,344,314,30
Z95550,111,91,20
Z95551,901,671,230
Z95552,793,310,483
Z95553,588,457,131
Z95554,313,188,125
Z95555,244,168,76
Z95556,348,257,91
Z95558,373,194,179
Z95559,95,95,0
Z95560,1009,512,497
Z95562,1593,1358,235
Z95563,441,302,139
Z95564,210,172,38
Z95565,412,354,58
Z95567,860,738,122
Z95568,68,40,28
Z95569,223,139,84
Z95570,1490,1000,490
