Zip_Code,Housing_Units,Occupied_Units,Vacant_Units
Z04236,1879,1702,177
Z04237,281,80,201
Z04238,512,473,39
Z04239,2186,1790,396
Z04240,17110,15784,1326
Z04250,1810,1727,83
Z04252,2010,1806,204
Z04253,1091,848,243
Z04254,1519,1312,207
Z04255,774,269,505
Z04256,1244,1145,99
Z04257,1479,1026,453
Z04258,959,930,29
Z04259,1572,1279,293
Z04260,2337,2074,263
Z04261,1760,179,1581
Z04263,942,828,114
Z04265,605,436,169
Z04267,48,30,18
Z04268,2530,1773,757
Z04270,3447,2321,1126
Z04271,0,0,0
Z04274,2654,2204,450
Z04275,617,175,442
Z04276,3348,2406,942
Z04280,3000,2769,231
Z04281,2369,2032,337
Z04282,2551,2234,317
Z04284,781,493,288
Z04285,704,185,519
Z04286,61,61,0
Z04287,1486,1399,87
Z04289,802,657,145
Z04290,848,544,304
Z04292,632,404,228
Z04294,1990,1535,455
Z04330,12669,11185,1484
Z04342,890,782,108
Z04343,62,29,33
Z04344,1573,1423,150
Z04345,5301,4784,517
Z04346,949,796,153
Z04347,1271,1211,60
Z04348,1770,1211,559
Z04349,793,453,340
Z04350,1929,1520,409
Z04351,1263,1082,181
Z04352,1087,689,398
Z04353,1067,930,137
Z04354,966,629,337
Z04355,1328,1096,232
Z04357,1803,1477,326
Z04358,2309,1731,578
Z04359,197,197,0
Z04360,402,243,159
Z04363,1194,1071,123
Z04364,3054,2407,647
Z04401,20491,18736,1755
Z04406,784,310,474
Z04408,358,67,291
Z04410,556,449,107
Z04411,788,668,120
Z04412,4359,3920,439
Z04413,218,91,127
Z04414,1238,493,745
Z04415,145,106,39
Z04416,3056,2461,595
Z04417,382,124,258
Z04418,955,652,303
Z04419,1209,1048,161
Z04421,712,354,358
Z04422,494,414,80
Z04424,972,304,668
Z04426,3197,1997,1200
Z04427,1313,1114,199
Z04428,1579,1313,266
Z04429,2712,1808,904
Z04430,899,845,54
Z04431,59,38,21
Z04434,587,494,93
Z04435,477,424,53
Z04438,578,481,97
Z04441,2721,889,1832
Z04442,290,22,268
Z04443,1766,1048,718
Z04444,3609,3369,240
Z04448,803,576,227
Z04449,755,607,148
Z04450,632,532,100
Z04451,218,109,109
Z04453,404,295,109
Z04454,63,14,49
Z04455,547,355,192
Z04456,1202,1127,75
Z04457,3176,2368,808
Z04459,594,396,198
Z04460,696,538,158
Z04461,1479,1290,189
Z04462,3699,2155,1544
Z04463,1918,1286,632
Z04464,607,285,322
Z04468,4626,3973,653
Z04469,0,0,0
Z04471,633,290,343
Z04472,1389,937,452
Z04473,3212,2908,304
Z04474,1801,1627,174
Z04475,249,197,52
Z04476,857,607,250
Z04478,998,162,836
Z04479,819,585,234
Z04481,368,210,158
Z04485,269,108,161
Z04487,1059,380,679
Z04488,655,471,184
Z04489,116,116,0
Z04490,239,108,131
Z04491,131,56,75
Z04492,132,81,51
Z04493,1270,792,478
Z04495,269,237,32
Z04496,1724,1660,64
Z04497,417,175,242
Z04530,5574,4888,686
Z04535,320,266,54
Z04537,1192,881,311
Z04538,1847,939,908
Z04539,606,504,102
Z04541,208,51,157
Z04543,1426,924,502
Z04544,995,354,641
Z04547,881,453,428
Z04548,1067,464,603
Z04551,697,375,322
Z04553,1034,804,230
Z04554,1174,469,705
Z04555,1122,698,424
Z04556,726,484,242
Z04558,309,150,159
Z04562,1716,896,820
Z04563,878,595,283
Z04564,436,162,274
Z04568,726,245,481
Z04570,117,0,117
Z04571,366,172,194
Z04572,2631,2035,596
Z04573,319,222,97
Z04574,797,596,201
Z04575,186,31,155
Z04576,970,342,628
Z04578,2340,1826,514
Z04579,1255,1193,62
Z04605,8241,5915,2326
Z04606,795,502,293
Z04607,853,506,347
Z04609,3445,2410,1035
Z04611,360,201,159
Z04612,429,234,195
Z04613,100,69,31
Z04614,1707,1120,587
Z04616,833,354,479
Z04617,780,339,441
Z04619,1699,1394,305
Z04622,1367,645,722
Z04623,726,464,262
Z04624,262,66,196
Z04625,180,32,148
Z04626,310,191,119
Z04627,1519,725,794
Z04628,438,300,138
Z04629,136,105,31
Z04630,874,570,304
Z04631,1108,725,383
Z04634,1613,837,776
Z04635,71,14,57
Z04637,368,70,298
Z04640,1474,1053,421
Z04642,154,45,109
Z04643,718,448,270
Z04644,39,0,39
Z04645,173,29,144
Z04646,168,33,135
Z04648,301,220,81
Z04649,987,583,404
Z04650,260,62,198
Z04652,1449,853,596
Z04653,434,244,190
Z04654,2013,1362,651
Z04655,629,430,199
Z04657,455,152,303
Z04658,948,652,296
Z04660,1172,593,579
Z04662,618,295,323
Z04664,812,498,314
Z04666,799,513,286
Z04667,891,674,217
Z04668,1010,706,304
Z04669,211,90,121
Z04671,362,237,125
Z04673,116,62,54
Z04674,455,258,197
Z04675,421,181,240
Z04676,687,472,215
Z04677,293,121,172
Z04679,1530,880,650
Z04680,917,491,426
Z04681,974,551,423
Z04683,128,46,82
Z04684,1134,702,432
Z04685,450,167,283
Z04686,284,51,233
Z04691,359,153,206
Z04693,515,223,292
Z04694,1524,978,546
Z04730,4735,4163,572
Z04732,1183,789,394
Z04733,207,122,85
Z04734,434,354,80
Z04735,349,249,100
Z04736,4774,4222,552
Z04739,907,407,500
Z04740,579,500,79
Z04741,9,0,9
Z04742,1673,1504,169
Z04743,2266,1994,272
Z04745,474,389,85
Z04746,261,236,25
Z04747,1029,597,432
Z04750,1196,853,343
Z04756,1908,1608,300
Z04757,1464,1170,294
Z04758,679,635,44
Z04760,451,327,124
Z04761,403,226,177
Z04762,335,271,64
Z04763,460,267,193
Z04764,76,27,49
Z04765,1100,569,531
Z04766,196,159,37
Z04768,524,207,317
Z04769,4467,4086,381
Z04772,571,347,224
Z04773,522,331,191
Z04774,642,326,316
Z04776,511,391,120
Z04777,264,175,89
Z04779,576,128,448
Z04780,502,297,205
Z04781,291,232,59
Z04783,533,214,319
Z04785,1379,1096,283
Z04786,891,793,98
Z04787,234,220,14
Z04841,4079,3554,525
Z04843,3254,2366,888
Z04847,800,610,190
Z04848,877,382,495
Z04849,2653,1731,922
Z04851,192,29,163
Z04852,124,19,105
Z04853,538,206,332
Z04854,1006,719,287
Z04855,373,142,231
Z04856,1758,1313,445
Z04858,886,560,326
Z04859,564,293,271
Z04860,1211,695,516
Z04861,1268,1176,92
Z04862,1813,1475,338
Z04863,1323,534,789
Z04864,2095,1654,441
Z04901,12332,11195,1137
Z04910,931,761,170
Z04911,1204,880,324
Z04912,557,401,156
Z04915,4352,3703,649
Z04917,1667,1106,561
Z04918,489,160,329
Z04920,1303,761,542
Z04921,803,626,177
Z04922,721,520,201
Z04923,289,227,62
Z04924,1123,920,203
Z04925,282,70,212
Z04926,38,18,20
Z04927,1525,1354,171
Z04928,1116,863,253
Z04929,388,350,38
Z04930,2527,1905,622
Z04932,612,536,76
Z04933,17,17,0
Z04936,826,77,749
Z04937,2909,2697,212
Z04938,4508,3665,843
Z04939,584,486,98
Z04940,77,0,77
Z04941,796,613,183
Z04942,1225,563,662
Z04943,1150,694,456
Z04944,66,66,0
Z04945,1345,452,893
Z04947,3026,711,2315
Z04949,677,373,304
Z04950,2473,1954,519
Z04951,480,435,45
Z04952,899,778,121
Z04953,1733,1384,349
Z04955,689,518,171
Z04956,494,277,217
Z04957,2046,1810,236
Z04958,1532,853,679
Z04961,1092,481,611
Z04962,64,53,11
Z04963,4038,3057,981
Z04964,799,91,708
Z04965,1041,877,164
Z04966,1298,734,564
Z04967,1783,1511,272
Z04969,624,537,87
Z04970,2844,717,2127
Z04971,1242,822,420
Z04973,843,714,129
Z04974,1757,1381,376
Z04975,44,44,0
Z04976,5012,4332,680
Z04978,525,321,204
Z04979,597,453,144
Z04981,1326,1020,306
Z04982,647,174,473
Z04983,968,633,335
Z04984,373,292,81
Z04985,556,34,522
Z04986,810,648,162
Z04987,462,379,83
Z04988,1010,827,183
Z04989,1960,1619,341
Z04992,138,138,0
Z05001,5174,4094,1080
Z05031,217,76,141
Z05032,1369,1051,318
Z05033,1372,1194,178
Z05034,199,126,73
Z05035,465,283,182
Z05036,611,436,175
Z05037,490,207,283
Z05038,715,558,157
Z05039,673,454,219
Z05040,197,181,16
Z05041,153,153,0
Z05042,270,189,81
Z05043,356,317,39
Z05045,1207,912,295
Z05046,760,441,319
Z05048,1242,1116,126
Z05050,49,49,0
Z05051,996,718,278
Z05052,105,105,0
Z05053,211,176,35
Z05055,1617,1330,287
Z05056,821,190,631
Z05058,123,106,17
Z05059,572,312,260
Z05060,2206,1927,279
Z05061,646,524,122
Z05062,465,299,166
Z05065,555,448,107
Z05067,161,113,48
Z05068,1753,1434,319
Z05069,287,238,49
Z05070,238,199,39
Z05071,199,96,103
Z05072,275,232,43
Z05075,598,507,91
Z05076,252,160,92
Z05077,718,512,206
Z05079,434,292,142
Z05081,289,252,37
Z05083,103,103,0
Z05084,111,106,5
Z05086,420,315,105
Z05089,2513,2201,312
Z05091,2269,1590,679
Z05101,2280,1937,343
Z05141,78,71,7
Z05142,444,300,144
Z05143,2529,1943,586
Z05146,494,328,166
Z05148,1108,469,639
Z05149,3376,1008,2368
Z05150,544,522,22
Z05151,669,616,53
Z05152,772,183,589
Z05153,595,352,243
Z05154,272,240,32
Z05155,1843,362,1481
Z05156,3872,3583,289
Z05158,551,438,113
Z05161,566,252,314
Z05201,6637,6033,604
Z05250,2076,1594,482
Z05251,1149,691,458
Z05252,188,126,62
Z05253,366,315,51
Z05254,280,114,166
Z05255,2288,1849,439
Z05257,1038,910,128
Z05260,181,149,32
Z05261,1300,1152,148
Z05262,1219,1124,95
Z05301,8394,7362,1032
Z05340,1804,300,1504
Z05341,290,216,74
Z05342,447,278,169
Z05343,958,362,596
Z05345,1327,1044,283
Z05346,2224,1959,265
Z05350,513,375,138
Z05352,473,378,95
Z05353,625,405,220
Z05354,890,818,72
Z05355,753,299,454
Z05356,2717,447,2270
Z05358,163,93,70
Z05359,481,232,249
Z05360,439,105,334
Z05361,624,376,248
Z05362,75,45,30
Z05363,2630,983,1647
Z05401,12634,12242,392
Z05403,8537,8166,371
Z05404,3324,3046,278
Z05405,0,0,0
Z05408,4191,4034,157
Z05439,51,51,0
Z05440,1369,713,656
Z05441,439,376,63
Z05442,194,140,54
Z05443,2888,2683,205
Z05444,712,656,56
Z05445,1834,1469,365
Z05446,7190,6481,709
Z05447,32,32,0
Z05448,444,376,68
Z05450,2267,1956,311
Z05452,8609,8415,194
Z05454,1814,1814,0
Z05455,433,380,53
Z05456,591,536,55
Z05457,999,603,396
Z05458,1207,915,292
Z05459,964,862,102
Z05461,1857,1805,52
Z05462,849,758,91
Z05463,454,218,236
Z05464,1439,1306,133
Z05465,2135,2049,86
Z05468,5310,5005,305
Z05471,603,357,246
Z05472,677,648,29
Z05473,748,577,171
Z05474,1018,414,604
Z05476,1438,1210,228
Z05477,1865,1738,127
Z05478,6499,5777,722
Z05481,0,0,0
Z05482,3289,3001,288
Z05483,724,554,170
Z05485,21,21,0
Z05486,1048,705,343
Z05487,667,533,134
Z05488,3799,3027,772
Z05489,1291,1229,62
Z05491,2899,2477,422
Z05492,316,273,43
Z05494,663,643,20
Z05495,4167,4095,72
Z05602,5760,5207,553
Z05640,106,87,19
Z05641,7722,7202,520
Z05647,688,444,244
Z05648,221,157,64
Z05649,254,239,15
Z05650,689,507,182
Z05651,759,688,71
Z05652,347,329,18
Z05653,390,180,210
Z05654,330,307,23
Z05655,1307,1243,64
Z05656,1284,1166,118
Z05657,88,35,53
Z05658,621,559,62
Z05660,943,729,214
Z05661,2977,2454,523
Z05663,2450,2149,301
Z05664,29,29,0
Z05667,1006,815,191
Z05669,400,281,119
Z05672,3553,1989,1564
Z05673,1890,1107,783
Z05674,2518,757,1761
Z05675,596,436,160
Z05676,2354,2164,190
Z05677,1011,971,40
Z05678,54,54,0
Z05679,1378,1344,34
Z05680,1031,859,172
Z05681,410,166,244
Z05682,527,465,62
Z05701,10062,8956,1106
Z05730,256,127,129
Z05732,582,369,213
Z05733,3074,2487,587
Z05734,685,534,151
Z05735,1515,1288,227
Z05736,364,338,26
Z05737,450,327,123
Z05738,557,424,133
Z05739,802,585,217
Z05740,0,0,0
Z05742,444,232,212
Z05743,2451,1762,689
Z05744,243,215,28
Z05747,240,135,105
Z05748,198,153,45
Z05751,2727,420,2307
Z05753,4056,3599,457
Z05757,479,356,123
Z05758,685,367,318
Z05759,866,801,65
Z05760,689,486,203
Z05761,559,378,181
Z05762,414,220,194
Z05763,1395,1183,212
Z05764,1868,1320,548
Z05765,813,724,89
Z05766,329,269,60
Z05767,834,480,354
Z05769,692,476,216
Z05770,512,422,90
Z05772,498,302,196
Z05773,1030,918,112
Z05774,859,490,369
Z05775,330,253,77
Z05776,463,273,190
Z05777,1553,1393,160
Z05778,311,287,24
Z05819,4478,3936,542
Z05820,331,279,52
Z05821,669,428,241
Z05822,1089,730,359
Z05824,770,459,311
Z05825,97,78,19
Z05826,559,355,204
Z05827,261,132,129
Z05828,966,794,172
Z05829,1049,775,274
Z05830,941,750,191
Z05832,700,282,418
Z05833,175,106,69
Z05836,576,404,172
Z05837,221,156,65
Z05839,481,301,180
Z05841,704,200,504
Z05842,267,203,64
Z05843,1250,1032,218
Z05845,568,481,87
Z05846,949,423,526
Z05847,485,306,179
Z05850,10,10,0
Z05851,2931,2646,285
Z05853,815,282,533
Z05855,3374,2884,490
Z05857,873,666,207
Z05858,276,168,108
Z05859,1434,758,676
Z05860,1565,1014,551
Z05862,328,155,173
Z05866,390,263,127
Z05867,436,341,95
Z05868,224,171,53
Z05871,1067,625,442
Z05872,545,367,178
Z05873,588,269,319
Z05874,297,200,97
Z05875,388,230,158
Z05901,162,9,153
Z05902,106,81,25
Z05903,616,423,193
Z05904,137,129,8
Z05905,833,374,459
Z05906,760,522,238
Z05907,358,76,282
Z06001,7574,7202,372
Z06002,8823,8484,339
Z06010,26953,24921,2032
Z06013,3535,3374,161
Z06016,2630,2559,71
Z06018,1227,1031,196
Z06019,4273,3994,279
Z06020,0,0,0
Z06021,178,118,60
Z06022,48,14,34
Z06023,469,469,0
Z06024,369,339,30
Z06026,2134,2081,53
Z06027,539,516,23
Z06029,6638,6352,286
Z06031,874,610,264
Z06032,7754,7231,523
Z06033,11539,11031,508
Z06035,3321,3144,177
Z06037,7864,7442,422
Z06039,1153,726,427
Z06040,15200,14317,883
Z06042,10256,9824,432
Z06043,2131,2021,110
Z06051,13702,11700,2002
Z06052,3377,3014,363
Z06053,14602,13155,1447
Z06057,2611,2390,221
Z06058,977,701,276
Z06059,0,0,0
Z06060,950,788,162
Z06061,159,106,53
Z06062,8035,7462,573
Z06063,1299,1249,50
Z06065,311,306,5
Z06066,14139,13192,947
Z06067,8408,7911,497
Z06068,1135,667,468
Z06069,1729,1155,574
Z06070,5692,5407,285
Z06071,3607,3388,219
Z06073,2183,2090,93
Z06074,10143,9602,541
Z06076,5768,5095,673
Z06078,3777,3607,170
Z06081,604,604,0
Z06082,17446,16225,1221
Z06084,5455,5254,201
Z06085,3021,2889,132
Z06088,2061,1863,198
Z06089,1266,1227,39
Z06090,407,407,0
Z06091,96,55,41
Z06092,1686,1567,119
Z06093,1200,1063,137
Z06095,11700,10775,925
Z06096,5295,4974,321
Z06098,6553,5486,1067
Z06103,1093,1001,92
Z06105,11145,9687,1458
Z06106,15938,13875,2063
Z06107,7792,7617,175
Z06108,10295,9332,963
Z06109,11274,10775,499
Z06110,5266,4938,328
Z06111,12990,12649,341
Z06112,9200,7315,1885
Z06114,10539,9405,1134
Z06117,5805,5490,315
Z06118,11821,10893,928
Z06119,7173,6664,509
Z06120,5053,4187,866
Z06160,0,0,0
Z06226,7383,6688,695
Z06231,1490,1265,225
Z06232,1234,1158,76
Z06234,3174,2928,246
Z06235,898,799,99
Z06237,2159,2063,96
Z06238,4965,4580,385
Z06239,4776,4340,436
Z06241,3291,2815,476
Z06242,653,566,87
Z06243,0,0,0
Z06247,1116,1066,50
Z06248,2132,2105,27
Z06249,3097,2661,436
Z06250,2010,1880,130
Z06254,772,710,62
Z06255,2018,1904,114
Z06256,1076,1031,45
Z06259,1640,1541,99
Z06260,4213,3825,388
Z06262,313,289,24
Z06263,93,77,16
Z06264,39,29,10
Z06266,162,162,0
Z06268,3985,3553,432
Z06269,0,0,0
Z06277,1796,1538,258
Z06278,1969,1737,232
Z06279,2526,2417,109
Z06280,1324,1286,38
Z06281,3219,2645,574
Z06282,607,476,131
Z06320,12270,10786,1484
Z06330,1376,1275,101
Z06331,2036,1891,145
Z06332,218,181,37
Z06333,2464,2355,109
Z06334,1071,996,75
Z06335,2808,2619,189
Z06336,16,16,0
Z06339,3278,3018,260
Z06340,14444,12563,1881
Z06350,49,49,0
Z06351,6576,6067,509
Z06353,16,16,0
Z06354,2590,2346,244
Z06355,6268,5536,732
Z06357,5762,4873,889
Z06359,2286,2019,267
Z06360,17113,14996,2117
Z06365,2042,1935,107
Z06370,2860,2733,127
Z06371,5892,4129,1763
Z06373,113,113,0
Z06374,3285,2934,351
Z06375,1605,1505,100
Z06376,264,93,171
Z06377,972,937,35
Z06378,2983,2297,686
Z06379,4102,3616,486
Z06380,1181,1068,113
Z06382,4654,4060,594
Z06384,1151,1060,91
Z06385,7166,6377,789
Z06387,141,87,54
Z06389,16,16,0
Z06390,789,134,655
Z06401,7408,6954,454
Z06403,2609,2356,253
Z06405,13909,12337,1572
Z06409,353,335,18
Z06410,10397,9921,476
Z06412,2091,1830,261
Z06413,6126,5307,819
Z06414,32,32,0
Z06415,6928,5946,982
Z06416,5846,5456,390
Z06417,2169,1917,252
Z06418,5429,4911,518
Z06419,2709,2513,196
Z06420,1696,1530,166
Z06422,2692,2594,98
Z06423,2531,2019,512
Z06424,5582,4939,643
Z06426,1700,1473,227
Z06437,9578,8725,853
Z06438,1118,1077,41
Z06441,2194,2037,157
Z06442,1210,1184,26
Z06443,7968,6779,1189
Z06444,115,82,33
Z06447,2289,2289,0
Z06450,17325,14916,2409
Z06451,11423,9791,1632
Z06455,1346,1307,39
Z06456,196,137,59
Z06457,21081,19070,2011
Z06460,17427,15711,1716
Z06461,5665,5544,121
Z06467,21,21,0
Z06468,7047,6694,353
Z06469,1264,1198,66
Z06470,5960,5773,187
Z06471,3260,3052,208
Z06472,2427,2377,50
Z06473,9068,8566,502
Z06475,5723,4264,1459
Z06477,5031,4875,156
Z06478,4690,4385,305
Z06479,4515,4134,381
Z06480,4308,3907,401
Z06481,476,444,32
Z06482,4207,3941,266
Z06483,6649,6119,530
Z06484,16471,15392,1079
Z06488,8435,7669,766
Z06489,13342,12801,541
Z06492,19296,17708,1588
Z06498,3672,2841,831
Z06510,1710,1520,190
Z06511,24117,20861,3256
Z06512,13074,11788,1286
Z06513,16587,14760,1827
Z06514,11169,10197,972
Z06515,7259,6667,592
Z06516,22290,20137,2153
Z06517,6890,6331,559
Z06518,7135,6626,509
Z06519,6362,5368,994
Z06524,2060,2042,18
Z06525,3224,3084,140
Z06604,12174,10251,1923
Z06605,9657,8293,1364
Z06606,18062,16548,1514
Z06607,3271,2694,577
Z06608,5069,4294,775
Z06610,9647,8287,1360
Z06611,12551,12123,428
Z06612,2757,2682,75
Z06614,14234,13414,820
Z06615,8030,7300,730
Z06702,1983,1605,378
Z06704,11018,9127,1891
Z06705,11526,10178,1348
Z06706,5788,5050,738
Z06708,12599,10948,1651
Z06710,4433,3296,1137
Z06712,3311,3205,106
Z06716,6043,5746,297
Z06750,774,622,152
Z06751,1485,1277,208
Z06752,886,753,133
Z06754,897,654,243
Z06755,314,299,15
Z06756,1565,1091,474
Z06757,1095,826,269
Z06758,128,128,0
Z06759,2900,2383,517
Z06762,2866,2718,148
Z06763,1147,785,362
Z06770,12978,12143,835
Z06776,11193,10110,1083
Z06777,988,635,353
Z06778,586,531,55
Z06779,3499,3199,300
Z06782,1007,867,140
Z06783,1209,922,287
Z06784,1815,1450,365
Z06785,406,271,135
Z06786,4120,3823,297
Z06787,3104,2982,122
Z06790,17249,15077,2172
Z06791,2265,2031,234
Z06793,870,476,394
Z06794,696,570,126
Z06795,5323,4934,389
Z06796,840,418,422
Z06798,4462,4101,361
Z06801,7545,7216,329
Z06804,6532,5935,597
Z06807,2706,2521,185
Z06810,19673,17788,1885
Z06811,12013,11076,937
Z06812,5863,4851,1012
Z06820,6940,6555,385
Z06824,11985,11204,781
Z06825,7626,7375,251
Z06830,10377,9406,971
Z06831,5873,5123,750
Z06840,7310,6857,453
Z06850,7685,7408,277
Z06851,11387,11003,384
Z06853,1602,1447,155
Z06854,11632,11061,571
Z06855,3398,3122,276
Z06856,0,0,0
Z06870,2546,2426,120
Z06877,9499,8912,587
Z06878,2811,2654,157
Z06880,10739,9868,871
Z06883,3801,3379,422
Z06890,1708,1614,94
Z06896,3924,3518,406
Z06897,6358,5961,397
Z06901,4687,3880,807
Z06902,26474,24102,2372
Z06903,5188,5018,170
Z06905,7632,7158,474
Z06906,3520,3352,168
Z06907,3593,3417,176
Z07001,5179,4974,205
Z07002,27398,25474,1924
Z07003,18493,17479,1014
Z07004,2749,2508,241
Z07005,5928,5635,293
Z07006,9717,9210,507
Z07008,8304,7790,514
Z07009,4396,4304,92
Z07010,11163,10473,690
Z07011,13704,12601,1103
Z07012,5125,4654,471
Z07013,10915,9931,984
Z07014,1962,1768,194
Z07016,8742,8349,393
Z07017,17027,14317,2710
Z07018,13503,11270,2233
Z07020,6234,5671,563
Z07021,801,748,53
Z07022,5818,5404,414
Z07023,2609,2508,101
Z07024,18126,16533,1593
Z07026,11707,10891,816
Z07027,1776,1633,143
Z07028,2529,2487,42
Z07029,6340,5969,371
Z07030,26464,24579,1885
Z07031,6296,6122,174
Z07032,14708,13783,925
Z07033,2687,2605,82
Z07034,3745,3478,267
Z07035,4109,3865,244
Z07036,16351,14949,1402
Z07039,10130,9696,434
Z07040,8741,7991,750
Z07041,2709,2510,199
Z07042,10833,10075,758
Z07043,4405,4293,112
Z07044,5728,5405,323
Z07045,3777,3646,131
Z07046,1394,1370,24
Z07047,23253,21676,1577
Z07050,13015,11125,1890
Z07052,17184,16269,915
Z07054,11776,11124,652
Z07055,21721,19802,1919
Z07057,5006,4594,412
Z07058,2101,1977,124
Z07059,5153,5010,143
Z07060,15485,14318,1167
Z07062,4511,4038,473
Z07063,4145,3818,327
Z07064,1263,1205,58
Z07065,12002,10858,1144
Z07066,5730,5610,120
Z07067,6240,5982,258
Z07068,2483,2426,57
Z07069,2254,2053,201
Z07070,7207,6939,268
Z07071,8933,8165,768
Z07072,2468,2313,155
Z07073,3837,3637,200
Z07074,1077,979,98
Z07075,3108,2948,160
Z07076,8713,8345,368
Z07077,1038,930,108
Z07078,4150,4010,140
Z07079,5633,5301,332
Z07080,8255,8018,237
Z07081,7453,7068,385
Z07082,1771,1683,88
Z07083,20231,19293,938
Z07086,6431,5718,713
Z07087,25859,23075,2784
Z07088,1346,1243,103
Z07090,10901,10367,534
Z07092,2472,2312,160
Z07093,25413,23547,1866
Z07094,7359,6751,608
Z07095,7776,7365,411
Z07102,5395,4617,778
Z07103,12454,10100,2354
Z07104,20469,18071,2398
Z07105,17811,16424,1387
Z07106,13280,10739,2541
Z07107,14961,12392,2569
Z07108,9880,7392,2488
Z07109,13861,12906,955
Z07110,11664,11018,646
Z07111,23877,20062,3815
Z07112,11629,9201,2428
Z07114,4492,3850,642
Z07201,9184,7894,1290
Z07202,14240,13087,1153
Z07203,8678,8128,550
Z07204,5413,4910,503
Z07205,7606,7242,364
Z07206,8942,7508,1434
Z07208,11841,10930,911
Z07302,22124,19180,2944
Z07304,17328,15517,1811
Z07305,25210,22113,3097
Z07306,22095,20273,1822
Z07307,17469,15929,1540
Z07310,6655,5809,846
Z07311,317,191,126
Z07401,2426,2211,215
Z07403,2914,2851,63
Z07405,6556,6288,268
Z07407,7145,6912,233
Z07410,12080,11766,314
Z07416,2594,2240,354
Z07417,3888,3734,154
Z07418,803,663,140
Z07419,4108,3638,470
Z07420,1639,1580,59
Z07421,3223,2617,606
Z07422,2950,2369,581
Z07423,1477,1415,62
Z07424,10186,9594,592
Z07430,9448,9224,224
Z07432,2937,2786,151
Z07435,1183,980,203
Z07436,4525,4361,164
Z07438,4451,4148,303
Z07439,921,877,44
Z07440,1694,1608,86
Z07442,4437,4120,317
Z07444,4803,4643,160
Z07446,5568,5436,132
Z07450,8570,8306,264
Z07452,3982,3862,120
Z07456,4158,3802,356
Z07457,2081,1959,122
Z07458,3930,3718,212
Z07460,1429,1282,147
Z07461,8287,6923,1364
Z07462,3284,2606,678
Z07463,3562,3428,134
Z07465,2684,2551,133
Z07470,18896,18123,773
Z07480,6501,5868,633
Z07481,5971,5802,169
Z07495,0,0,0
Z07501,11732,10014,1718
Z07502,4615,4137,478
Z07503,5905,5439,466
Z07504,3653,3215,438
Z07505,1117,1000,117
