"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz","No_Diploma_Rank","Vacancy_Rank","No_Job_Rank","Poverty_Rank","Med_Inc_Rank","Chg_Job_Rank","Chg_Biz_Rank","Avg_Rank","DCI"
"Z54963","Omro","WI",7187,9.59999999999999,1.2,19.1,12.6,112.7,-2.2,-0.900000000000006,10391,192,3334,11959,6855,17482,15881,9442,7465
"Z54964","Pickett","WI",1099,8.90000000000001,5.9,13.4,6.4,135.1,18.6,14.3,9367,7430,665,4337,3372,6090,3680,4991.57142857143,1434
"Z54965","Pine River","WI",1400,9.5,7.9,22.1,6.9,98.6,163.3,12.5,10250,11760,6330,4992,10754,220,4296,6943.14285714286,3645
"Z54966","Plainfield","WI",2120,16.7,7.1,23.3,14.4,98.6,-2.59999999999999,-2.09999999999999,18002,10170,7629,13914,10770,17687,16821,13570.4285714286,14577
"Z54967","Poy Sippi","WI",321,19.5,8.8,42.9,25.5,67.4,1.09999999999999,-23.1,19862,13493,22168,21599,21492,15721,23794,19732.7142857143,23140
"Z54968","Princeton","WI",2836,8.90000000000001,10.8,25.1,10.2,84.7,3.90000000000001,2.59999999999999,9368,16643,9634,9117,15935,13934,11406,12291,12234
"Z54970","Redgranite","WI",3852,17.9,11.1,54,14.7,77.9,-16.4,-6.8,18875,17108,23939,14326,18471,21938,20138,19256.4285714286,22742
"Z54971","Ripon","WI",10755,9.59999999999999,5.8,17.4,9.2,98.3,9.7,-6.3,10392,7221,2117,7798,10864,10251,19860,9786.14285714286,8001
"Z54974","Rosendale","WI",1429,4.5,3.7,12.1,4.7,123.2,6.7,-3.09999999999999,2973,2775,419,2422,4909,12080,17645,6174.71428571429,2660
"Z54977","Scandinavia","WI",1335,7.3,4.7,21.4,8,114.8,-11.1,-17.6,6900,4796,5582,6337,6425,20849,23225,10587.7142857143,9313
"Z54979","Van Dyne","WI",1315,7.90000000000001,6.6,18.1,2.2,110.6,-37.2,9.5,7842,8965,2596,518,7334,23853,5866,8139.14285714286,5384
"Z54981","Waupaca","WI",15310,7.5,6.7,24.2,10.1,104,3,-1.09999999999999,7219,9162,8603,8984,9122,14447,16028,10509.2857142857,9179
"Z54982","Wautoma","WI",7189,12.1,6.8,26.9,10.2,85.1,-2.7,0,13573,9466,11517,9135,15798,17749,14693,13133,13744
"Z54983","Weyauwega","WI",4456,11.7,6.5,25.4,10.1,94.6,-17.9,7.09999999999999,13115,8820,9934,8994,12224,22142,7510,11819.8571428571,11361
"Z54984","Wild Rose","WI",3119,10.4,5.8,30.9,8.2,80.8,18.4,9.7,11502,7234,15298,6651,17411,6177,5724,9999.57142857143,8333
"Z54986","Winneconne","WI",4829,3.5,7.4,20.9,4.4,111.4,14,-3.40000000000001,1881,10677,5037,2181,7153,7974,17887,7541.42857142857,4523
"Z55001","Afton","MN",2959,2.40000000000001,2.3,25.8,3.8,161.8,4.3,15.4,928,882,10324,1641,1458,13660,3354,4606.71428571429,1120
"Z55003","Bayport","MN",3648,8.7,5.2,60.4,7.4,104.1,2.5,9.3,9067,5860,24277,5654,9078,14800,5962,10671.1428571429,9460
"Z55005","Bethel","MN",4326,11.3,3.7,12,6.4,144.5,-23.5,6.3,12639,2894,399,4335,2521,22838,8064,7670,4712
"Z55006","Braham","MN",4115,11.5,7.5,29.7,20.2,77.2,-45.9,-5.59999999999999,12886,11006,14266,18876,18768,24178,19464,17063.4285714286,20220
"Z55007","Brook Park","MN",2329,12.2,8.6,26.8,11,78.9,2.5,0,13687,13064,11425,10104,18102,14833,14489,13672,14759
"Z55008","Cambridge","MN",15128,10.7,2.1,22.4,7.9,88.6,6.2,3.09999999999999,11894,764,6567,6204,14412,12411,10932,9026.28571428571,6756
"Z55009","Cannon Falls","MN",7874,5.40000000000001,4.3,13.9,11.8,102.8,14.5,1.59999999999999,4131,3943,761,10962,9481,7748,12350,7053.71428571429,3800
"Z55011","Cedar","MN",10255,4.2,3.3,19.3,4.4,144.5,24.1,4.59999999999999,2603,2122,3513,2169,2518,4564,9479,3852.57142857143,608
"Z55012","Center City","MN",2021,3.8,3.7,22.5,11.7,122.2,16,-5.59999999999999,2171,2760,6682,10882,5099,7105,19393,7727.42857142857,4805
"Z55013","Chisago City","MN",7029,7.40000000000001,2.2,20.3,4.6,127.4,-2.2,2,7068,832,4380,2360,4303,17476,11998,6916.71428571429,3604
"Z55014","Circle Pines","MN",27671,5.59999999999999,2.4,21,5.6,130.8,15.8,0.200000000000003,4403,1014,5077,3487,3869,7173,13513,5505.14285714286,1907
"Z55016","Cottage Grove","MN",35040,4.7,3.1,15.7,4.4,134.1,16.9,8.3,3229,1836,1305,2138,3481,6748,6576,3616.14285714286,505
"Z55018","Dennison","MN",1053,4.7,2.8,14.2,5.3,131.8,22.9,15.2,3230,1420,824,3091,3740,4885,3392,2940.28571428571,258
"Z55019","Dundas","MN",2043,5.2,5.3,14.3,7.1,118.6,22.7,10,3849,6014,854,5167,5679,4945,5538,4578,1091
"Z55021","Faribault","MN",29923,13.2,5,29.2,14.2,88.5,8.09999999999999,-1.40000000000001,14841,5480,13784,13729,14471,11222,16239,12823.7142857143,13207
"Z55024","Farmington","MN",33866,5.59999999999999,2.8,13,4.1,143.9,14.3,6.8,4404,1434,577,1844,2572,7819,7689,3762.71428571429,575
"Z55025","Forest Lake","MN",24058,4.7,3.7,18.9,6.8,116,7.7,1.3,3231,2781,3169,4840,6163,11449,12664,6328.14285714286,2851
"Z55030","Grasston","MN",1392,15.5,7.4,28.7,5.5,72.2,4.90000000000001,0,17036,10834,13332,3424,20243,13297,14409,13225,13907
"Z55031","Hampton","MN",2206,6.09999999999999,2.2,15.3,10.2,137.2,6.8,-4.09999999999999,5123,825,1167,9053,3163,12016,18438,7112.14285714286,3869
"Z55032","Harris","MN",3313,7.90000000000001,2.7,22.4,5.2,120.9,-6.59999999999999,-8.90000000000001,7843,1333,6570,3026,5285,19432,21081,9224.28571428571,7099
"Z55033","Hastings","MN",29595,5.59999999999999,3.8,20.7,7,111.5,2,0.599999999999994,4405,2993,4796,5084,7127,15132,13291,7546.85714285714,4533
"Z55038","Hugo","MN",21477,3.09999999999999,4.1,15.9,4.8,143.3,34.8,10.9,1496,3513,1389,2561,2623,2767,5093,2777.42857142857,220
"Z55040","Isanti","MN",12780,7.3,4.4,17.8,4.8,104.7,30.5,7,6901,4165,2377,2576,8901,3326,7526,5110.28571428571,1537
"Z55041","Lake City","MN",7730,7.8,6.3,18.3,6.5,90.8,-1.09999999999999,-3.90000000000001,7698,8307,2731,4475,13585,16931,18316,10291.8571428571,8800
"Z55042","Lake Elmo","MN",8971,3.90000000000001,2.6,21,6.2,160.7,5.8,13.3,2267,1184,5081,4150,1525,12648,4074,4418.42857142857,959
"Z55043","Lakeland","MN",3526,3.90000000000001,4.5,20.5,3.7,126.1,4.2,-3.8,2268,4301,4612,1533,4481,13720,18220,7019.28571428571,3747
"Z55044","Lakeville","MN",49637,3.09999999999999,2,15.6,5.1,165.3,23.2,8.8,1497,646,1271,2885,1311,4803,6259,2667.42857142857,198
"Z55045","Lindstrom","MN",7373,4.5,7.8,20,4.4,115.6,-6.90000000000001,-9.8,2974,11487,4163,2175,6245,19558,21414,9716.57142857143,7869
"Z55046","Lonsdale","MN",5308,5.40000000000001,4.9,14.1,10.6,112,22.5,14.6,4132,5168,803,9535,7016,4996,3563,5030.42857142857,1475
"Z55049","Medford","MN",2658,10.5,4.8,17.3,8.9,100.7,-4.2,1.2,11639,5032,2049,7443,10104,18440,12795,9643.14285714286,7733
"Z55051","Mora","MN",9478,12.7,8.4,29.3,14.2,73.2,-9.3,0.900000000000006,14279,12699,13927,13730,19960,20354,13076,15432.1428571429,17708
"Z55052","Morristown","MN",1883,10.1,6.5,17.7,8,86.6,-28.1,-20,11102,8789,2328,6303,15170,23271,23526,12927,13390
"Z55053","Nerstrand","MN",1010,3.90000000000001,7.9,12.1,5.4,139.9,33.3,-4.3,2269,11694,423,3193,2909,2960,18573,6003,2451
"Z55055","Newport","MN",3470,6.90000000000001,3.4,21.9,14.9,96.6,15.8,5.8,6310,2310,6082,14459,11511,7187,8485,8049.14285714286,5266
"Z55056","North Branch","MN",13871,5.59999999999999,1.7,21.4,5.8,110.9,2.7,0.599999999999994,4406,451,5540,3707,7265,14668,13285,7046,3780
"Z55057","Northfield","MN",24956,5.09999999999999,5.7,19.2,8.7,106.4,5.09999999999999,-0.299999999999997,3725,6941,3443,7189,8423,13131,15391,8320.42857142857,5660
"Z55060","Owatonna","MN",28944,7.8,6.1,21,10.6,93.1,2.2,1.8,7699,7829,5136,9560,12763,15009,12194,10027.1428571429,8378
"Z55063","Pine City","MN",9274,10.8,7.9,25.4,15.3,74.1,11,8.3,12018,11777,9951,14909,19679,9564,6598,12070.8571428571,11809
"Z55065","Randolph","MN",1138,8,6,12.7,8.1,117.9,-2.8,-19.4,7998,7630,512,6430,5792,17772,23408,9934.57142857143,8237
"Z55066","Red Wing","MN",18479,7.40000000000001,7.3,24.7,12.1,79.7,10.5,-2.5,7069,10516,9161,11396,17804,9826,17153,11846.4285714286,11410
"Z55068","Rosemount","MN",28640,4.3,2,12.9,4.1,145.1,41.9,12,2715,653,551,1843,2472,2127,4565,2132.28571428571,106
"Z55069","Rush City","MN",5480,10.6,3.9,43.2,8.9,87.6,11.5,3.7,11764,3241,22248,7535,14802,9277,10348,11316.4285714286,10525
"Z55070","Saint Francis","MN",7578,5.90000000000001,7.3,17.1,7.5,115.3,9.59999999999999,14.3,4828,10496,1949,5676,6315,10307,3700,6181.57142857143,2669
"Z55071","Saint Paul Park","MN",5601,9,2.6,18.2,10,98.2,10.1,0,9513,1239,2640,8819,10899,10031,14226,8195.28571428571,5462
"Z55072","Sandstone","MN",4616,10.6,6.4,57.1,16.3,63.1,-5.90000000000001,-1.2,11765,8591,24137,15894,22379,19209,16139,16873.4285714286,19968
"Z55074","Shafer","MN",2180,5.8,6.8,18.6,8.2,95.5,23.1,21.4,4693,9354,2958,6571,11872,4845,2022,6045,2497
"Z55075","South Saint Paul","MN",20413,9,5.8,20.4,13.2,90.4,-10.3,3.90000000000001,9514,7210,4526,12621,13740,20651,10171,11204.7142857143,10324
"Z55076","Inver Grove Heights","MN",21214,7.3,1.6,17.5,9.4,104.4,23.5,1.09999999999999,6902,391,2155,8039,8990,4727,12817,6288.71428571429,2796
"Z55077","Inver Grove Heights","MN",13242,6.40000000000001,3.4,22,10.7,109.7,37.6,10.1,5558,2303,6193,9693,7558,2492,5475,5610.28571428571,2011
"Z55079","Stacy","MN",7993,5.8,4.2,21,6.5,119.6,6.09999999999999,5.59999999999999,4694,3765,5106,4498,5475,12455,8681,6382,2936
"Z55080","Stanchfield","MN",2286,8.40000000000001,1.9,17.1,3,115.2,20.8,9.09999999999999,8602,611,1919,961,6327,5427,6068,4273.57142857143,851
