"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz","No_Diploma_Rank","Vacancy_Rank","No_Job_Rank","Poverty_Rank","Med_Inc_Rank","Chg_Job_Rank","Chg_Biz_Rank","Avg_Rank","DCI"
"Z01081","Wales","MA",1720,7.40000000000001,8.6,30.7,5.9,73.5,14,16.7,6968,13006,15143,3866,19863,8001,3007,9979.14285714286,8310
"Z01082","Ware","MA",10460,8.90000000000001,6,24.7,14.7,72.2,-2.5,-4.09999999999999,9277,7646,9145,14269,20250,17660,18457,13814.8571428571,15023
"Z01083","Warren","MA",2960,9.3,9.3,34.7,8.8,60.7,-74.4,-22,9879,14300,18172,7421,22782,24592,23684,17261.4285714286,20495
"Z01085","Westfield","MA",41509,8.59999999999999,6.5,22.3,9.4,89.8,3.59999999999999,3.59999999999999,8810,8759,6509,8070,13961,14098,10459,10095.1428571429,8475
"Z01088","West Hatfield","MA",493,10.2,2.3,27.1,14.8,90.1,67.9,27.3,11157,941,11687,14370,13847,1024,1342,7766.85714285714,4860
"Z01089","West Springfield","MA",28600,11.5,5.6,26.3,10.9,79.6,2.5,2.59999999999999,12822,6828,10874,9974,17842,14830,11413,12083.2857142857,11827
"Z01093","Whately","MA",307,6.09999999999999,7,22.3,5.2,119.8,13.1,3.2,5038,9850,6516,3025,5438,8424,10808,7014.14285714286,3734
"Z01095","Wilbraham","MA",14514,6,1.6,18,4.1,131.7,16.5,-2.59999999999999,4893,384,2500,1858,3754,6926,17223,5362.57142857143,1772
"Z01096","Williamsburg","MA",2494,6.09999999999999,2.3,20.2,7.8,103.5,50.4,18.6,5039,914,4299,6076,9261,1583,2543,4245,831
"Z01098","Worthington","MA",1149,10.5,3,24.5,6.5,106.4,-8.8,-31,11565,1745,8889,4527,8416,20197,24310,11378.4285714286,10627
"Z01103","Springfield","MA",2564,37,16,63,56.5,22.7,-7.8,-12.3,24156,21803,24362,24586,24628,19922,22148,23086.4285714286,24592
"Z01104","Springfield","MA",23485,25.4,6.8,38.9,29.4,42.1,-9,-3.59999999999999,22451,9539,20624,22751,24355,20266,18081,19723.8571428571,23135
"Z01105","Springfield","MA",12027,39.7,15.3,58.4,55.2,24.6,28.5,4.2,24298,21339,24209,24577,24619,3704,9815,18937.2857142857,22476
"Z01106","Longmeadow","MA",16007,4.3,2.9,19.6,4.5,160.2,15.7,6.90000000000001,2649,1544,3764,2262,1545,7213,7613,3798.57142857143,587
"Z01107","Springfield","MA",11224,46.5,8.2,51.2,45.1,32.5,7.59999999999999,0,24488,12404,23672,24387,24560,11570,14310,19341.5714285714,22815
"Z01108","Springfield","MA",27342,23.4,9.9,37.6,30.7,51.2,-3.90000000000001,0.400000000000006,21766,15386,19943,23006,23805,18339,13445,19384.2857142857,22846
"Z01109","Springfield","MA",30541,22.1,13.1,42.9,32.1,49.3,4.5,-9.3,21206,19488,22179,23248,23960,13585,21249,20702.1428571429,23830
"Z01118","Springfield","MA",14453,10.6,5.9,22.2,12.4,86.4,-0.5,-8.5,11692,7461,6400,11743,15275,16634,20939,12877.7142857143,13298
"Z01119","Springfield","MA",13269,18.2,3.3,31.2,16.6,69.6,7.8,2.2,19031,2218,15515,16130,20928,11422,11764,13858.2857142857,15095
"Z01128","Springfield","MA",2498,6.90000000000001,1.9,21.4,2,100.8,-0.5,4,6211,603,5541,459,10060,16623,10066,7080.42857142857,3826
"Z01129","Springfield","MA",7377,13,6,20.4,13.1,89,-6.2,-12,14542,7693,4527,12499,14282,19298,22079,13560,14560
"Z01151","Indian Orchard","MA",9037,19.2,10.5,29.2,32.5,48.7,17.3,14.2,19628,16291,13842,23295,23987,6608,3780,15347.2857142857,17556
"Z01201","Pittsfield","MA",45328,10.2,7.1,28,16.8,64.9,2.8,0.400000000000006,11158,10095,12680,16290,22035,14642,13422,14331.7142857143,15856
"Z01220","Adams","MA",8391,10.4,10.6,23.4,9.7,67.4,1.3,-6.09999999999999,11430,16372,7769,8481,21481,15602,19723,14408.2857142857,15987
"Z01223","Becket","MA",2294,7.5,5.8,21.3,7.1,96.3,-12.7,-24,7126,7183,5481,5203,11614,21212,23856,11667.8571428571,11118
"Z01225","Cheshire","MA",3124,6.09999999999999,6.4,25.5,5.5,81.3,-10.7,1.90000000000001,5040,8520,10029,3407,17222,20765,12122,11015,10009
"Z01226","Dalton","MA",6892,4,10.4,22.3,14.5,69,-25.9,-9.5,2330,16025,6540,14040,21092,23092,21342,14923,16847
"Z01230","Great Barrington","MA",8048,9.5,5.9,21,9,83,-1.59999999999999,-5.3,10153,7443,5135,7576,16589,17176,19255,11903.8571428571,11509
"Z01236","Housatonic","MA",1538,2.90000000000001,7,20.6,1.2,102.3,2.8,31.2,1278,9814,4734,260,9603,14607,1066,5908.85714285714,2336
"Z01237","Lanesborough","MA",2841,7.3,10.3,22.6,4,107.4,-17.9,-9.8,6815,15886,6871,1802,8130,22137,21418,11865.5714285714,11442
"Z01238","Lee","MA",5950,8.7,4.8,18.4,10.7,87.4,-0.799999999999997,-4.5,8971,5003,2798,9672,14881,16802,18752,10982.7142857143,9960
"Z01240","Lenox","MA",4603,5.40000000000001,3.7,32.1,13.9,71.7,11.8,2,4044,2797,16287,13450,20378,9139,11939,11147.7142857143,10233
"Z01243","Middlefield","MA",374,2.2,2.9,12.3,5.1,107.6,-6.7,0,750,1514,440,2878,8081,19482,14804,6849.85714285714,3517
"Z01245","Monterey","MA",950,2,0.7,25.2,10.8,79.2,12.5,-15.4,627,39,9661,9840,17979,8755,22836,9962.42857142857,8289
"Z01247","North Adams","MA",15737,14.1,11.6,31.1,17,59,-7,-3.5,15722,17738,15491,16488,23024,19629,18007,18014.1428571429,21439
"Z01253","Otis","MA",708,8.09999999999999,4,17.8,5.1,100.4,3.90000000000001,6.90000000000001,8075,3406,2370,2899,10183,13925,7649,6929.57142857143,3625
"Z01254","Richmond","MA",954,3.8,6.1,23.8,6.2,126.8,10.5,-11.8,2113,7775,8153,4171,4379,9803,22013,8343.85714285714,5702
"Z01255","Sandisfield","MA",852,12.6,4.6,26.3,5.3,85.9,14.7,-4.5,14077,4651,10865,3171,15467,7684,18729,10663.4285714286,9448
"Z01256","Savoy","MA",796,12.9,3.6,25.9,8.1,77.4,16.7,0,14439,2704,10433,6509,18664,6860,14073,10526,9219
"Z01257","Sheffield","MA",2203,9.5,4.5,22.2,15.4,68.8,14.2,-1.8,10154,4392,6376,14981,21143,7908,16549,11643.2857142857,11073
"Z01258","South Egremont","MA",334,0.299999999999997,4,15.3,2.7,96.6,61.1,-7.90000000000001,156,3294,1174,784,11486,1186,20627,5529.57142857143,1925
"Z01260","South Lee","MA",485,30.7,6.5,37.5,2.7,109.2,-39.2,-20,23579,8882,19870,810,7667,23948,23538,15470.5714285714,17783
"Z01262","Stockbridge","MA",1239,14.7,2.6,17.8,15.6,60.4,54.1,-2.5,16299,1260,2358,15158,22840,1434,17133,10926,9864
"Z01266","West Stockbridge","MA",1430,2.5,11.6,23.4,5.7,115.5,-8.8,-17.9,971,17681,7774,3625,6272,20193,23243,11394.1428571429,10652
"Z01267","Williamstown","MA",7884,6.90000000000001,13.5,18.1,10.3,106.6,0.700000000000003,-2.7,6212,19842,2621,9197,8366,15917,17333,11355.4285714286,10585
"Z01270","Windsor","MA",789,3.40000000000001,8.3,24.6,5.4,103.9,22.2,0,1746,12413,9064,3276,9140,5071,13966,7810.85714285714,4936
"Z01301","Greenfield","MA",17766,8.5,6.1,24.7,14.1,72.6,-2,-1.59999999999999,8658,7841,9147,13599,20130,17397,16424,13313.7142857143,14072
"Z01330","Ashfield","MA",1432,2.40000000000001,3.8,12.2,7.2,110,9.90000000000001,5.7,888,2942,429,5278,7478,10134,8559,5101.14285714286,1533
"Z01331","Athol","MA",13290,12.6,10.7,32.5,15.2,75.6,-2.59999999999999,1.5,14078,16537,16630,14845,19219,17708,12510,15932.4285714286,18512
"Z01337","Bernardston","MA",2593,6.09999999999999,4.2,15.5,6.4,91.8,29.8,0,5041,3770,1251,4341,13213,3445,13882,6420.42857142857,2985
"Z01339","Charlemont","MA",1378,7.5,12,29.6,10.9,80.1,32.8,-9.40000000000001,7127,18206,14209,10001,17659,3052,21268,13074.5714285714,13631
"Z01341","Conway","MA",1711,1.5,4.4,14,3.7,113.4,-5.40000000000001,-8,401,4064,785,1500,6706,18951,20701,7586.85714285714,4585
"Z01342","Deerfield","MA",1616,3.2,3.8,16.4,8.2,148.2,5.8,0,1542,2951,1585,6561,2248,12650,14363,5985.71428571429,2429
"Z01346","Heath","MA",496,5.5,6.8,28,11.6,82,25,50,4183,9348,12676,10797,16948,4364,388,8386.28571428571,5749
"Z01349","Millers Falls","MA",1078,12,7.2,20.6,4.6,90.4,-60.7,0,13397,10354,4736,2366,13728,24469,15265,12045,11762
"Z01351","Montague","MA",2212,3.09999999999999,4.7,21.5,10.7,106.5,-5.8,3.09999999999999,1441,4718,5690,9686,8394,19127,10957,8573.28571428571,6032
"Z01354","Gill","MA",1641,3.8,4.7,15.6,10.3,107.6,207.6,19,2114,4729,1284,9191,8092,146,2441,3999.57142857143,690
"Z01360","Northfield","MA",3022,5.2,4.6,19,4.3,92.6,9.7,4.5,3785,4521,3266,2064,12925,10258,9574,6627.57142857143,3242
"Z01364","Orange","MA",7880,13.4,7.7,37.3,13.9,57.3,1.40000000000001,-3,14986,11400,19775,13473,23232,15546,17589,16571.5714285714,19506
"Z01366","Petersham","MA",1167,2.09999999999999,6.6,25.5,2.4,92.8,-21.1,19.2,688,8890,10034,648,12855,22558,2429,8300.28571428571,5624
"Z01367","Rowe","MA",666,11.1,8.8,16.6,19,77.1,-34,-25,12331,13422,1705,18024,18792,23694,24016,15997.7142857143,18636
"Z01370","Shelburne Falls","MA",3990,6.8,5.2,24.6,8.2,80.3,-18.4,9.2,6052,5822,9027,6609,17591,22222,6022,10477.8571428571,9122
"Z01373","South Deerfield","MA",4355,3.5,8.1,21.2,6.5,98.5,0.799999999999997,-5.59999999999999,1834,12060,5399,4501,10790,15865,19417,9980.85714285714,8314
"Z01375","Sunderland","MA",3680,7.3,2.9,21.4,21.2,69.6,15.5,-3.90000000000001,6816,1602,5549,19481,20935,7330,18293,11429.4285714286,10726
"Z01376","Turners Falls","MA",5275,16.4,8.2,32.4,20,61.1,-6.40000000000001,-7.5,17724,12364,16539,18735,22713,19386,20458,18274.1428571429,21758
"Z01379","Wendell","MA",843,6.7,2.3,28.2,17.4,65.3,21.1,30,5906,922,12817,16796,21959,5371,1138,9272.71428571429,7182
"Z01420","Fitchburg","MA",40462,17.8,12.2,30,19.4,71.1,1.59999999999999,-2.90000000000001,18760,18504,14540,18331,20560,15409,17495,17657,20989
"Z01430","Ashburnham","MA",6160,3.90000000000001,4.3,20.9,7.4,127.8,-21.9,3.3,2212,3916,4995,5568,4259,22658,10778,7769.42857142857,4864
"Z01431","Ashby","MA",3177,7.2,3.5,25.8,8,119.6,50,11.3,6676,2478,10335,6384,5481,1604,4865,5403.28571428571,1816
"Z01432","Ayer","MA",7489,5.5,6.5,23.9,11.9,105.1,-13.2,-3.40000000000001,4184,8711,8262,11132,8798,21316,17951,11479.1428571429,10814
"Z01440","Gardner","MA",20320,15.7,9.5,35.9,19.1,63.9,7.7,1,17143,14725,18946,18146,22247,11495,12932,16519.1428571429,19436
"Z01450","Groton","MA",11120,1.09999999999999,3.9,21.3,3.2,170.1,38.3,3.90000000000001,268,3113,5453,1134,1135,2421,10097,3374.42857142857,409
"Z01451","Harvard","MA",4758,1.3,1.8,22,7.7,184.7,-2.59999999999999,-5.40000000000001,325,492,6182,5968,765,17665,19310,7243.85714285714,4080
"Z01452","Hubbardston","MA",4474,5.7,4.4,17.8,5.8,119.2,-16.8,8,4465,4128,2376,3682,5554,21991,6839,7005,3719
"Z01453","Leominster","MA",41206,13.5,5.5,24.9,13.1,86,5.2,0.400000000000006,15104,6627,9359,12520,15444,13086,13413,12221.8571428571,12107
"Z01460","Littleton","MA",9359,1.7,6,22.1,4.3,162.9,84.3,0.299999999999997,498,7551,6310,2088,1406,735,13460,4578.28571428571,1092
"Z01462","Lunenburg","MA",11029,7.7,3.4,19,9.2,117.5,2.2,2,7466,2321,3252,7807,5861,14996,11985,7669.71428571429,4710
"Z01463","Pepperell","MA",11953,6,4.4,21.2,5.6,117.4,19.4,-1.90000000000001,4894,4133,5338,3490,5873,5861,16631,6602.85714285714,3211
"Z01464","Shirley","MA",7436,13.7,5.3,53.9,12.3,99,17.7,4.5,15346,6152,23931,11724,10639,6417,9555,11966.2857142857,11633
"Z01468","Templeton","MA",3717,7.5,7.9,22,8,90.9,10.9,19.1,7128,11726,6240,6347,13543,9609,2437,8147.14285714286,5392
"Z01469","Townsend","MA",7348,3.3,3.4,19.8,4.3,115.7,22.5,5.8,1639,2265,3940,2068,6225,4994,8477,4229.71428571429,821
"Z01473","Westminster","MA",7414,6.2,2.4,16.1,3.4,129.7,-2.40000000000001,-0.599999999999994,5179,1021,1457,1265,4011,17579,15634,6592.28571428571,3201
"Z01474","West Townsend","MA",1934,5.59999999999999,11.1,15.4,1.7,140.5,-47.1,0,4316,17014,1234,355,2853,24212,15226,9315.71428571429,7261
"Z01475","Winchendon","MA",10542,11.2,8.3,23.2,8.6,87,7.2,0,12431,12507,7537,7112,15026,11793,14325,11533,10903
"Z01501","Auburn","MA",16208,7.2,4.9,20,4.1,106.6,4.5,6,6677,5199,4136,1876,8354,13530,8329,6871.57142857143,3547
"Z01503","Berlin","MA",2957,5.5,6,14.2,2.7,129.5,9.09999999999999,4.09999999999999,4185,7587,836,780,4039,10582,9935,5420.57142857143,1833
"Z01504","Blackstone","MA",9078,8.8,7.1,17.7,5.7,107.5,-2.5,5.59999999999999,9127,10070,2332,3565,8105,17640,8698,8505.28571428571,5924
"Z01505","Boylston","MA",4432,5.2,7,15.9,3.3,150.1,16.3,0,3786,9832,1401,1186,2117,6995,14079,5628,2026
"Z01506","Brookfield","MA",3405,9.59999999999999,6.8,22.2,8.9,93.2,-52.4,-2.2,10301,9429,6412,7466,12722,24326,16949,12515,12653
"Z01507","Charlton","MA",13215,5.40000000000001,3.3,19,4.7,127.3,-21.1,-1.3,4045,2139,3250,2464,4320,22554,16212,7854.85714285714,5015
"Z01510","Clinton","MA",13727,9.59999999999999,9,23.7,9.1,91.6,-3.40000000000001,-6.2,10302,13792,8076,7712,13291,18073,19814,13008.5714285714,13528
"Z01515","East Brookfield","MA",2198,6.59999999999999,5,12.9,5.9,105.6,68.1,0,5755,5404,559,3754,8641,1018,13688,5545.57142857143,1940
"Z01516","Douglas","MA",8650,3.7,3.6,15.4,3.3,124,38.6,10.4,2009,2583,1207,1179,4768,2394,5330,2781.42857142857,221
"Z01518","Fiskdale","MA",2951,3.3,6.9,22.5,9.1,79.1,17.5,3.3,1640,9579,6726,7699,18025,6518,10699,8698,6234
"Z01520","Holden","MA",14929,5,6.1,19.2,3.6,142.4,14.8,0.700000000000003,3525,7786,3448,1444,2681,7624,13181,5669.85714285714,2069
"Z01521","Holland","MA",2498,6.2,6.1,23.9,7.4,109.4,-29.9,0,5180,7804,8256,5600,7620,23388,15145,10427.5714285714,9039
"Z01523","Lancaster","MA",7877,10.3,1.8,30.8,9.3,144.3,3.90000000000001,14.3,11282,544,15197,7997,2541,13909,3717,7883.85714285714,5055
"Z01524","Leicester","MA",6827,10,4.9,23,7,91.5,10,1.90000000000001,10913,5241,7259,5107,13321,10091,12061,9141.85714285714,6962
"Z01527","Millbury","MA",13391,9,5.3,19,7.1,103.8,-5.5,6.59999999999999,9429,6085,3278,5189,9168,18995,7878,8574.57142857143,6035
"Z01529","Millville","MA",3208,12.6,5.6,19.6,8.6,118.8,26.6,17.9,14079,6837,3799,7076,5624,4023,2719,6308.14285714286,2823
"Z01531","New Braintree","MA",1133,6.09999999999999,7.3,24.3,5,116.7,-21.6,5.90000000000001,5042,10499,8720,2847,6021,22612,8460,9171.57142857143,7021
"Z01532","Northborough","MA",14814,4.09999999999999,2.8,18.4,3.1,157.2,38.7,10.5,2438,1412,2770,1044,1702,2386,5268,2431.42857142857,156
"Z01534","Northbridge","MA",6378,6.09999999999999,8,13.6,5.6,140,14.1,16.4,5043,11889,711,3442,2899,7918,3110,5001.71428571429,1448
"Z01535","North Brookfield","MA",4734,7.3,15.3,19.7,5.8,99.5,-13.3,0,6817,21279,3920,3690,10479,21342,14963,11784.2857142857,11307
"Z01536","North Grafton","MA",7634,4.7,7.5,21.3,8.1,122.4,1.09999999999999,0,3163,10914,5501,6468,5046,15680,14536,8758.28571428571,6318
"Z01537","North Oxford","MA",2444,10.9,11.2,29.4,16,105.4,28.9,18.9,12063,17182,14034,15567,8719,3609,2475,10521.2857142857,9207
"Z01540","Oxford","MA",11112,5.59999999999999,4.7,19.4,8.8,95.3,33.7,3.3,4317,4768,3620,7324,11950,2915,10683,6511,3104
"Z01541","Princeton","MA",3456,0.799999999999997,4.2,20.9,7.5,166.5,-14.5,2.90000000000001,206,3709,4993,5703,1261,21569,11154,6942.14285714286,3643
"Z01542","Rochdale","MA",2110,12,3.1,18,1.9,122.9,31.6,2.90000000000001,13398,1896,2507,412,4948,3191,11062,5344.85714285714,1754
"Z01543","Rutland","MA",8316,1.09999999999999,5.1,17.3,2.4,137.1,24.7,8.09999999999999,269,5524,2050,623,3165,4422,6719,3253.14285714286,370
"Z01545","Shrewsbury","MA",35963,5.40000000000001,6.7,18,4.7,137.5,15.1,3.3,4046,9123,2530,2452,3130,7491,10707,5639.85714285714,2039
"Z01550","Southbridge","MA",16802,18.8,9.2,29.8,16.9,64,7.59999999999999,-6.90000000000001,19368,14221,14364,16386,22227,11563,20156,16897.8571428571,19990
"Z01560","South Grafton","MA",4558,6.8,10.3,19.8,8,104.7,25.4,8.8,6053,15883,3987,6317,8907,4269,6256,7381.71428571429,4297
"Z01561","South Lancaster","MA",141,0,39.6,17,10.6,92.8,-36,-9.40000000000001,1,24599,1918,9542,12869,23798,21294,13431.5714285714,14315
"Z01562","Spencer","MA",11773,11.5,10.1,25.1,11.4,91.7,6.7,1.90000000000001,12823,15627,9630,10544,13258,12098,12074,12293.4285714286,12241
"Z01564","Sterling","MA",7896,5.3,1.5,22.1,4.9,126.9,21.7,7.2,3928,314,6266,2724,4366,5185,7363,4306.57142857143,869
"Z01566","Sturbridge","MA",6469,5.3,6.8,21.3,2.3,137.3,-1.40000000000001,-2.09999999999999,3929,9345,5491,585,3148,17049,16816,8051.85714285714,5271
"Z01568","Upton","MA",7468,3.90000000000001,9.6,15,5,162.2,9.59999999999999,-1.3,2213,14787,1098,2782,1440,10294,16168,6968.85714285714,3673
"Z01569","Uxbridge","MA",13828,3.8,3.6,17.6,6.7,131.7,20.1,8.8,2115,2584,2240,4717,3757,5630,6261,3900.57142857143,638
"Z01570","Webster","MA",16827,16.4,8.8,27.8,15.5,70.1,3.7,2.5,17725,13474,12493,15098,20799,14062,11515,15023.7142857143,16997
"Z01571","Dudley","MA",11515,9,7.9,19.3,9.9,96.8,5.8,0.599999999999994,9430,11755,3560,8687,11416,12680,13272,10114.2857142857,8507
"Z01581","Westborough","MA",18611,3.8,4.1,21.1,4.3,148,9.7,6.2,2116,3525,5215,2080,2263,10225,8138,4794.57142857143,1258
"Z01583","West Boylston","MA",7442,10.4,3.5,47.1,8.5,100.1,5,-0.400000000000006,11431,2510,23110,7050,10276,13197,15455,11861.2857142857,11432
"Z01585","West Brookfield","MA",4664,8.59999999999999,6.3,23.6,7.3,89,8.40000000000001,8.8,8811,8322,7931,5470,14271,11021,6281,8872.42857142857,6503
"Z01588","Whitinsville","MA",9668,8.90000000000001,6.3,21.7,9.2,96.2,8.09999999999999,-3.3,9278,8328,5916,7822,11649,11214,17799,10286.5714285714,8786
"Z01590","Sutton","MA",9080,5,5.3,20.1,3.7,158.3,-5.09999999999999,2.59999999999999,3526,6006,4231,1527,1636,18809,11436,6738.71428571429,3387
"Z01602","Worcester","MA",23709,9,4.7,22.1,13.6,87.2,1.3,4.2,9431,4824,6294,13058,14966,15582,9869,10574.8571428571,9292
"Z01603","Worcester","MA",20053,20.7,8.8,34.5,21.8,63.2,4.40000000000001,2.40000000000001,20508,13498,18034,19897,22364,13652,11603,17079.4285714286,20244
"Z01604","Worcester","MA",35441,12.7,7.5,30.3,20.4,70.3,-9.90000000000001,4.7,14203,11020,14772,19018,20760,20532,9466,15681.5714285714,18123
"Z01605","Worcester","MA",28242,17.4,9.9,29.9,27.1,53.1,-13.5,5,18473,15360,14436,22128,23675,21399,9193,17809.1428571429,21175
"Z01606","Worcester","MA",19209,7.3,8.3,22.2,10.1,92.8,13.3,0.700000000000003,6818,12444,6431,8967,12867,8339,13182,9864,8115
"Z01607","Worcester","MA",9288,14.9,9.9,29.9,16.4,65.9,13.9,9.2,16480,15346,14435,15942,21827,8044,5987,14008.7142857143,15336
"Z01608","Worcester","MA",3275,30.2,15.5,47.9,47.7,33.2,30,-2.59999999999999,23506,21482,23253,24460,24554,3423,17219,19699.5714285714,23110
"Z01609","Worcester","MA",20916,19.3,11.5,31.6,25.7,63.8,26.3,-0.799999999999997,19699,17643,15926,21658,22272,4096,15737,16718.7142857143,19736
"Z01610","Worcester","MA",23912,27,10.5,40.4,36.6,45.2,-2.09999999999999,5.09999999999999,22901,16316,21315,23834,24190,17466,9077,19299.8571428571,22777
"Z01611","Cherry Valley","MA",2548,6.2,8.3,14.8,4.1,122.2,31.9,7.09999999999999,5181,12433,1016,1848,5078,3155,7418,5161.28571428571,1582
"Z01612","Paxton","MA",4895,4.40000000000001,2.9,15.5,3.1,134.9,25.2,7.7,2788,1547,1244,1029,3397,4299,6994,3042.57142857143,292
"Z01701","Framingham","MA",31949,4.2,2.6,18.4,5.6,133.4,-8.5,0.200000000000003,2542,1189,2768,3465,3562,20108,13551,6740.71428571429,3390
"Z01702","Framingham","MA",38573,17.3,3.7,23.1,16.7,75.8,-6.7,7.40000000000001,18397,2913,7355,16183,19160,19508,7280,12970.8571428571,13471
"Z01719","Boxborough","MA",5137,0.299999999999997,1.2,20.2,4.7,149.8,-3.5,-0.700000000000003,157,173,4295,2477,2144,18124,15715,6155,2634
"Z01720","Acton","MA",22436,2.59999999999999,2.8,20.5,3.2,182.1,6.3,-1.90000000000001,1034,1391,4585,1127,799,12305,16652,5413.28571428571,1827
"Z01721","Ashland","MA",17159,3.90000000000001,2.2,17.4,3.9,150.1,-0.400000000000006,4.8,2214,796,2094,1676,2118,16571,9355,4974.85714285714,1415
"Z01730","Bedford","MA",13847,2.40000000000001,3.5,20.5,3.7,165.9,3.8,2.8,889,2406,4597,1532,1276,13962,11217,5125.57142857143,1554
"Z01740","Bolton","MA",5067,2.90000000000001,3.4,16.8,1.8,215.1,-13.2,17,1279,2256,1765,383,320,21312,2902,4316.71428571429,880
"Z01741","Carlisle","MA",5074,1.40000000000001,3.6,19.8,2.4,242.3,-0.799999999999997,-5.59999999999999,363,2560,3941,631,153,16772,19423,6263.28571428571,2763
"Z01742","Concord","MA",19345,6,5.8,37.2,5.6,195.3,2.2,-0.299999999999997,4895,7153,19714,3543,563,14983,15398,9464.14285714286,7499
"Z01746","Holliston","MA",14197,3,0.9,20.4,3.9,158.8,-5.09999999999999,4,1351,89,4472,1700,1615,18808,10076,5444.42857142857,1854
"Z01747","Hopedale","MA",5942,8.09999999999999,3.9,18.9,2.3,138.9,26.9,1.40000000000001,8076,3221,3176,575,2990,3973,12544,4936.42857142857,1379
"Z01748","Hopkinton","MA",15925,2.2,3.8,22.9,2.3,202.1,31.4,9.8,751,2939,7133,595,466,3211,5677,2967.42857142857,268
"Z01749","Hudson","MA",19602,9.5,3.6,19.7,6,110.8,4.40000000000001,2.90000000000001,10155,2675,3855,3914,7291,13601,11115,7515.14285714286,4485
"Z01752","Marlborough","MA",39425,10.9,5.7,17.8,7.3,104.7,18,7.5,12064,7017,2385,5422,8905,6295,7166,7036.28571428571,3767
"Z01754","Maynard","MA",10459,4.5,5.3,21,9,128.8,-10.1,1.5,2902,5987,5119,7575,4136,20569,12526,8402,5769
"Z01756","Mendon","MA",5938,4.2,1.6,18.8,1.7,158.9,16.9,-0.700000000000003,2543,367,3070,367,1612,6743,15667,4338.42857142857,891
"Z01757","Milford","MA",28543,8.09999999999999,5.6,20.1,11.1,102.3,16.8,3.8,8077,6780,4235,10179,9619,6789,10212,7984.42857142857,5175
"Z01760","Natick","MA",34683,2.7,2.4,14.9,4,147.2,1.09999999999999,-1.40000000000001,1118,986,1041,1754,2319,15676,16260,5593.42857142857,1992
"Z01770","Sherborn","MA",4245,1.40000000000001,6,23.2,1.3,227.5,57.9,-4.5,364,7549,7511,273,223,1286,18719,5132.14285714286,1559
"Z01772","Southborough","MA",9536,2.5,5.7,19.9,3.7,211.7,6,4.59999999999999,972,6908,4047,1526,357,12512,9509,5118.71428571429,1546
"Z01773","Lincoln","MA",5262,2.59999999999999,6.1,22.4,3.6,223.8,6,4.3,1035,7766,6607,1465,241,12510,9765,5627,2022
"Z01775","Stow","MA",6957,0.700000000000003,2,18.3,4.5,200.6,26.9,2.59999999999999,196,635,2705,2251,484,3970,11357,3085.42857142857,310
"Z01776","Sudbury","MA",18397,1.40000000000001,2.2,21.5,1.6,241.7,-1.2,4.59999999999999,365,782,5652,340,157,16959,9522,4825.28571428571,1281
"Z01778","Wayland","MA",13562,1.5,2.4,19.7,4.5,209.5,34.2,8.8,402,976,3845,2263,375,2842,6253,2422.28571428571,152
"Z01801","Woburn","MA",39609,6,5.2,18.9,7.4,117.1,7,5.7,4896,5810,3189,5558,5935,11895,8570,6550.42857142857,3153
"Z01803","Burlington","MA",25467,6.09999999999999,4.2,18.9,5.2,137.9,10,3.59999999999999,5044,3771,3180,2989,3082,10067,10440,5510.42857142857,1911
"Z01810","Andover","MA",34616,2.5,4.6,19.9,4.6,188.3,-6.5,4.7,973,4488,4034,2358,688,19388,9462,5913,2338
"Z01821","Billerica","MA",31607,6.3,2.3,19.8,5.8,136.1,-6.09999999999999,5.8,5336,915,3933,3691,3270,19245,8530,6417.14285714286,2981
"Z01824","Chelmsford","MA",25669,3.59999999999999,2.5,18.7,3.2,153.2,1.90000000000001,2.40000000000001,1913,1075,2990,1114,1926,15178,11616,5116,1545
"Z01826","Dracut","MA",30633,8.90000000000001,2.6,21.4,4.6,114,9.90000000000001,0,9279,1237,5547,2377,6569,10131,14235,7053.57142857143,3798
"Z01827","Dunstable","MA",3343,2.5,2.6,19.1,2.2,172.9,-48.5,-4.3,974,1168,3337,521,1044,24241,18666,7135.85714285714,3917
"Z01830","Haverhill","MA",26499,14.4,5.1,27.5,16.1,81.8,-8,-7.90000000000001,16040,5707,12130,15655,17041,19971,20657,15314.4285714286,17506
"Z01832","Haverhill","MA",22397,13.1,7.2,27.5,10.6,85.8,18.9,0,14658,10363,12146,9608,15509,5998,14036,11759.7142857143,11263
"Z01833","Georgetown","MA",8441,3.09999999999999,3.6,16.3,2.7,157.1,42.9,2.5,1442,2576,1545,790,1714,2055,11454,3082.28571428571,307
"Z01834","Groveland","MA",6646,3.90000000000001,4.4,18,2.6,138.9,1,3.40000000000001,2215,4092,2520,740,2991,15733,10645,5562.28571428571,1956
"Z01835","Haverhill","MA",13183,4.2,6.3,19.4,7.2,105.8,14.3,5.59999999999999,2544,8251,3637,5311,8587,7842,8649,6403,2960
"Z01840","Lawrence","MA",5165,39.4,4.4,45.2,37.9,26.7,24.2,3.40000000000001,24287,4268,22742,23947,24606,4559,10583,16427.4285714286,19290
"Z01841","Lawrence","MA",48242,34,5.8,34.6,29.8,48,-4.90000000000001,17.2,23935,7319,18089,22822,24028,18762,2855,16830,19897
