Zip_Code,City,State,Population,No_Diploma,Vacancy,No_Job,Poverty,Med_Inc,Chg_Job,Chg_Biz,No_Diploma_Rank,Vacancy_Rank,No_Job_Rank,Poverty_Rank,Med_Inc_Rank,Chg_Job_Rank,Chg_Biz_Rank,Avg_Rank,DCI,Rank_Label
Z19312,Berwyn,PA,11766,1.5,2.4,22.3,2.5,215.4,32.1,9.1,413,977,6469,701,314,3119,6053,2578,185,Prosperous
Z80550,Windsor,CO,23050,3.3,1.9,20,5.8,129.9,35,28.4,1727,578,4094,3693,3983,2749,1272,2585.142857,186,Prosperous
Z10162,New York,NY,1289,0,4.3,12.2,0,326.5,5,40,20,3886,431,30,16,13167,612,2594.571429,187,Prosperous
Z53017,Colgate,WI,6132,3.3,0.9,15.9,2.3,178.5,27.9,4.2,1698,91,1376,566,889,3778,9816,2602,188,Prosperous
Z75070,Mckinney,TX,85063,3.5,3.9,18.9,5.7,180.4,24.4,30.7,1896,3148,3174,3572,848,4489,1106,2604.714286,189,Prosperous
Z07446,Ramsey,NJ,14889,2,1.3,18.5,2.1,187.8,10,15.4,639,204,2842,480,702,10059,3348,2610.571429,190,Prosperous
Z27518,Cary,NC,20923,3.3,3.5,21.7,5.6,209.2,31.7,27.5,1671,2416,5875,3500,382,3177,1322,2620.428571,191,Prosperous
Z43035,Lewis Center,OH,26471,2.2,3.1,14.9,5.6,214.4,20.4,10.2,778,1797,1042,3446,327,5535,5434,2622.714286,192,Prosperous
Z78613,Cedar Park,TX,73448,3.5,3.7,21,4.6,158.9,30.1,27.6,1898,2754,5098,2371,1613,3381,1314,2632.714286,193,Prosperous
Z60451,New Lenox,IL,34826,4.3,2.6,17.9,3.4,167.8,71.5,5.3,2732,1193,2423,1273,1208,942,8852,2660.428571,194,Prosperous
Z60564,Naperville,IL,41635,3,3.6,22.3,3,245.2,27,16.5,1409,2575,6474,998,144,3947,3090,2662.428571,195,Prosperous
Z84075,Syracuse,UT,26099,2.6,3.3,22.1,2.9,142.6,25.4,27.4,1104,2104,6274,920,2668,4263,1331,2666.285714,196,Prosperous
Z28759,Mills River,NC,7175,6.8,2.6,19.3,4.7,134,85,29.5,6102,1224,3501,2466,3488,723,1162,2666.571429,197,Prosperous
Z55044,Lakeville,MN,49637,3.1,2,15.6,5.1,165.3,23.2,8.8,1497,646,1271,2885,1311,4803,6259,2667.428571,198,Prosperous
Z27540,Holly Springs,NC,33221,4.3,5,21.1,3.9,194.5,48.3,27,2684,5361,5231,1709,580,1727,1383,2667.857143,199,Prosperous
Z80138,Parker,CO,30745,2.6,2,17.8,3.6,168.2,29.6,5.7,1095,641,2357,1430,1192,3464,8544,2674.714286,200,Prosperous
Z75071,Mckinney,TX,43547,6.2,3.9,21.6,3.6,160.7,65.5,47.5,5313,3193,5771,1461,1522,1064,432,2679.428571,201,Prosperous
Z92657,Newport Coast,CA,10238,1.7,3.3,26.2,3.2,274.3,38.2,23.5,527,2096,10751,1158,55,2429,1758,2682,202,Prosperous
Z17050,Mechanicsburg,PA,34994,4.9,3.8,18.4,4.6,150.2,33.6,20,3415,2973,2787,2339,2109,2923,2240,2683.714286,203,Prosperous
Z07452,Glen Rock,NJ,11859,2.3,2.4,17.6,2,215.3,15.5,8.2,835,983,2236,446,316,7303,6670,2684.142857,204,Prosperous
Z19709,Middletown,DE,38099,6.3,4,16.8,4.2,160.4,42.5,17.6,5373,3372,1774,1947,1535,2082,2762,2692.142857,205,Prosperous
Z46112,Brownsburg,IN,34690,5.2,2.3,17.1,3.1,151.3,25.1,11.3,3835,909,1921,1035,2029,4316,4876,2703,206,Prosperous
Z67235,Wichita,KS,12520,4.9,2.2,19.4,0.8,184.5,32.9,7.6,3495,814,3591,194,767,3035,7097,2713.285714,207,Prosperous
Z48374,Novi,MI,15316,4.4,1.3,20,6.6,297.6,24.9,17.4,2838,223,4092,4615,29,4383,2818,2714,208,Prosperous
Z90293,Playa Del Rey,CA,12458,4.1,1.6,16.9,7,132.7,58.1,12.5,2532,366,1817,5057,3646,1278,4310,2715.142857,209,Prosperous
Z01983,Topsfield,MA,6379,4,1.2,15,5.3,167.1,22,9.1,2331,179,1076,3094,1237,5115,6065,2728.142857,210,Prosperous
Z78737,Austin,TX,14544,3.2,2.5,24,3.2,240.4,18.3,38.9,1618,1070,8319,1151,164,6183,648,2736.142857,211,Prosperous
Z22301,Alexandria,VA,12102,2.8,3.9,14.3,3.2,192.8,14.6,12.1,1225,3135,850,1099,609,7697,4538,2736.142857,212,Prosperous
Z77389,Spring,TX,28542,5.8,2.8,25.2,4.7,198.2,316.9,60.9,4737,1437,9669,2515,512,69,224,2737.571429,213,Prosperous
Z37016,Auburntown,TN,1367,4.4,0.2,17.6,8,118.4,75,28.6,2827,4,2228,6300,5723,871,1222,2739.285714,214,Prosperous
Z47725,Evansville,IN,16694,2.8,3.3,19.8,4,175.8,24.5,11.6,1238,2107,3936,1779,969,4467,4742,2748.285714,215,Prosperous
Z53718,Madison,WI,12013,4.2,4.3,10.7,6,128.2,40,20,2601,3922,261,3879,4216,2273,2234,2769.428571,216,Prosperous
Z43443,Luckey,OH,1860,3.9,0.8,16.6,6.9,124.7,41.6,14.3,2244,57,1671,4952,4671,2161,3645,2771.571429,217,Prosperous
Z28277,Charlotte,NC,67095,2.4,4.1,22.8,3.3,208.4,31.1,16.2,910,3501,7020,1227,391,3240,3140,2775.571429,218,Prosperous
Z18929,Jamison,PA,8882,1.7,2.8,17.4,2.5,234.6,13.9,8.3,505,1380,2100,675,186,8007,6586,2777,219,Prosperous
Z55038,Hugo,MN,21477,3.1,4.1,15.9,4.8,143.3,34.8,10.9,1496,3513,1389,2561,2623,2767,5093,2777.428571,220,Prosperous
Z01516,Douglas,MA,8650,3.7,3.6,15.4,3.3,124,38.6,10.4,2009,2583,1207,1179,4768,2394,5330,2781.428571,221,Prosperous
Z20132,Purcellville,VA,17939,4,4.7,19.7,3.9,203.4,32.3,15.6,2354,4735,3870,1694,450,3094,3277,2782,222,Prosperous
Z52032,Bernard,IA,1541,8.3,2.4,14.8,4,138,29.6,37.5,8458,1034,996,1753,3071,3469,700,2783,223,Prosperous
Z78738,Austin,TX,14795,0.4,5.5,25.6,3.1,240.9,74.4,39.4,171,6452,10124,1077,159,890,636,2787,224,Prosperous
Z68002,Arlington,NE,2173,5.2,2.7,13.3,7.1,124.3,175.6,14.3,3883,1311,622,5162,4729,193,3627,2789.571429,225,Prosperous
Z29466,Mount Pleasant,SC,32193,3,2.6,25,6.2,191.8,43.4,36.1,1383,1172,9428,4186,625,2025,752,2795.857143,226,Prosperous
Z77094,Houston,TX,8897,1.6,5.2,24.6,2.6,319.6,52.8,21.2,469,5759,9025,763,17,1487,2059,2797,227,Prosperous
Z76052,Haslet,TX,18187,7.2,4.4,16.8,5.1,195,50.3,22.2,6793,4160,1776,2892,568,1587,1903,2811.285714,228,Prosperous
Z68059,Springfield,NE,2864,5,2.2,17.4,4.4,129.3,22,22.2,3628,816,2095,2148,4062,5119,1921,2827,229,Prosperous
Z21737,Glenelg,MD,1995,3.5,4.1,21.1,0.3,232.8,16.8,21.1,1856,3522,5214,154,195,6773,2080,2827.714286,230,Prosperous
Z48820,Dewitt,MI,17483,4.1,2.3,19,4.8,150.8,24.1,13.6,2482,898,3245,2591,2064,4563,3952,2827.857143,231,Prosperous
Z53597,Waunakee,WI,17792,2.5,2.6,17.3,3.2,169.9,13.7,10.6,999,1169,2030,1108,1142,8109,5238,2827.857143,232,Prosperous
Z78258,San Antonio,TX,43569,1.9,4.2,22.6,3.9,198.6,21.6,28,612,3713,6794,1718,507,5212,1289,2835,233,Prosperous
Z91354,Valencia,CA,29340,3.1,3.9,22.6,4.2,182,32.7,18.7,1532,3142,6792,1988,802,3056,2534,2835.142857,234,Prosperous
Z55125,Saint Paul,MN,43277,3,2.5,16.6,3.9,149.8,17.1,10.6,1401,1067,1676,1674,2142,6655,5232,2835.285714,235,Prosperous
Z33596,Valrico,FL,29579,3.7,4,24.7,4.4,196.7,80.9,23,2041,3328,9122,2202,540,797,1827,2836.714286,236,Prosperous
Z75024,Plano,TX,40843,2.2,4.8,19.4,3.2,167.8,16.7,26.3,800,4917,3622,1119,1207,6814,1426,2843.571429,237,Prosperous
Z89085,North Las Vegas,NV,4067,5.8,6.6,17.3,2.8,166.2,55.6,35.7,4746,8930,2056,828,1266,1359,766,2850.142857,238,Prosperous
Z53049,Malone,WI,2458,8,1.7,10.5,2.7,145.7,20.6,18.4,7991,465,242,775,2428,5483,2588,2853.142857,239,Prosperous
Z52411,Cedar Rapids,IA,7094,2.2,1.6,20.6,2,222.1,8.2,19.3,785,355,4673,456,251,11127,2406,2864.714286,240,Prosperous
Z03070,New Boston,NH,5342,5,2.8,16.6,2.2,148.3,21.7,10,3527,1424,1678,510,2233,5180,5541,2870.428571,241,Prosperous
Z85286,Chandler,AZ,41935,5.7,5,19.6,6.5,176.3,98.1,51.7,4590,5387,3785,4486,951,574,331,2872,242,Prosperous
Z68130,Omaha,NE,19738,1.6,4.8,15.8,4.6,188.2,15.1,16.9,465,4910,1350,2323,692,7479,2914,2876.142857,243,Prosperous
Z75056,The Colony,TX,53186,5.8,4.4,19,6.4,151,73.9,37.3,4732,4132,3263,4355,2052,897,714,2877.857143,244,Prosperous
Z48044,Macomb,MI,54986,7.3,1.7,18.9,5,175.4,27.2,21.9,6879,460,3157,2798,979,3910,1966,2878.428571,245,Prosperous
Z98077,Woodinville,WA,14246,1.3,1.7,27.9,4,225.8,61.3,14.4,361,422,12537,1831,232,1172,3607,2880.285714,246,Prosperous
Z92603,Irvine,CA,20083,1,1.4,27.3,3.5,190.6,25.1,25.9,267,247,11892,1394,651,4314,1441,2886.571429,247,Prosperous
Z60487,Tinley Park,IL,26974,5.6,1.6,21.9,6.4,158.8,44.3,26.9,4415,379,6072,4381,1617,1972,1389,2889.285714,248,Prosperous
Z76092,Southlake,TX,28371,1.7,1.2,29.2,2.9,343.8,30.2,25.5,518,174,13772,942,14,3366,1470,2893.714286,249,Prosperous
Z68516,Lincoln,NE,39586,2.2,3.2,13.6,4.4,150.5,17.3,9.1,798,1935,699,2128,2086,6577,6075,2899.714286,250,Prosperous
Z18947,Pipersville,PA,6972,3,2.8,19.6,5.4,183.7,43.2,6.7,1372,1394,3762,3232,776,2039,7742,2902.428571,251,Prosperous
Z58078,West Fargo,ND,30461,4.3,2.9,12.4,6.9,122.3,29.6,20.4,2726,1546,451,4938,5060,3474,2169,2909.142857,252,Prosperous
Z40026,Goshen,KY,5788,2.5,3.2,17.4,2.5,222.4,26.3,3.6,990,1938,2103,676,247,4077,10408,2919.857143,253,Prosperous
Z16865,Pennsylvania Furnace,PA,2215,5,2.7,15.9,7.6,126.7,58.1,17.6,3555,1307,1380,5804,4395,1279,2755,2925,254,Prosperous
Z53532,Deforest,WI,14312,3.5,0.8,16.8,4.4,143.6,22.9,7.5,1878,56,1762,2144,2600,4883,7160,2926.142857,255,Prosperous
Z57032,Harrisburg,SD,7157,2.7,2.8,11.1,7.4,152.8,17.2,14.6,1160,1392,299,5529,1954,6614,3565,2930.428571,256,Prosperous
Z17064,Mount Gretna,PA,523,6.4,2.6,18,7.1,151.6,50,18.8,5509,1220,2504,5181,2016,1600,2488,2931.142857,257,Prosperous
Z55018,Dennison,MN,1053,4.7,2.8,14.2,5.3,131.8,22.9,15.2,3230,1420,824,3091,3740,4885,3392,2940.285714,258,Prosperous
Z77429,Cypress,TX,79535,4.9,3.8,21.7,4.4,188.2,30.6,21.2,3505,2975,5879,2187,691,3310,2062,2944.142857,259,Prosperous
Z90254,Hermosa Beach,CA,19747,1,3.6,19.2,4,179.9,13.1,15.4,266,2559,3416,1773,862,8411,3346,2947.571429,260,Prosperous
Z27964,Point Harbor,NC,742,5.2,2.9,12.5,5.3,115.4,92.3,11.4,3816,1567,469,3088,6290,636,4813,2954.142857,261,Prosperous
Z92131,San Diego,CA,34039,2.7,1.6,24.1,3.9,194.9,22.4,15.1,1184,360,8417,1727,571,5009,3416,2954.857143,262,Prosperous
Z08535,Millstone Township,NJ,5384,6.4,0.8,24.5,4.2,200.4,35.5,31,5493,62,8883,2010,487,2683,1073,2955.857143,263,Prosperous
Z79124,Amarillo,TX,8502,4.4,4.9,19,5.1,156.6,27,34.1,2878,5152,3271,2908,1736,3950,828,2960.428571,264,Prosperous
Z46077,Zionsville,IN,27040,1.4,4.1,17.4,1.7,221.5,19.7,5.9,380,3495,2109,362,254,5764,8374,2962.571429,265,Prosperous
Z68866,Pleasanton,NE,884,5.2,5.1,11.3,2.7,106.4,149.3,25,3887,5579,321,776,8413,270,1497,2963.285714,266,Prosperous
Z03290,Nottingham,NH,4801,5.3,1.2,16.2,2.2,139.9,14.3,13.8,3935,183,1500,509,2903,7822,3891,2963.285714,267,Prosperous
Z01748,Hopkinton,MA,15925,2.2,3.8,22.9,2.3,202.1,31.4,9.8,751,2939,7133,595,466,3211,5677,2967.428571,268,Prosperous
Z80908,Colorado Springs,CO,13972,2.2,3,25,4,167,32.3,17.7,806,1670,9432,1818,1240,3097,2738,2971.571429,269,Prosperous
Z98075,Sammamish,WA,23363,1.6,2.1,23.3,2.2,246.1,20.6,9.4,492,705,7575,537,136,5480,5879,2972,270,Prosperous
Z77479,Sugar Land,TX,83179,6,3.6,22.9,3.6,244.4,32.9,27.2,5017,2631,7131,1468,149,3034,1375,2972.142857,271,Prosperous
Z01940,Lynnfield,MA,12944,3.1,5.5,18.4,2,163.2,18.6,20.1,1445,6465,2804,450,1392,6087,2190,2976.142857,272,Prosperous
Z68157,Omaha,NE,5832,7.1,1.4,17.2,6.1,125,37.4,34.2,6630,272,1969,4004,4633,2509,824,2977.285714,273,Prosperous
Z28078,Huntersville,NC,56105,4.6,4.6,17.9,5,191.5,32.4,12.5,3076,4515,2446,2793,632,3087,4325,2982,274,Prosperous
Z85295,Gilbert,AZ,42782,4.5,6.9,19,5,172,76.9,57.2,3017,9595,3290,2800,1076,849,267,2984.857143,275,Prosperous
Z90266,Manhattan Beach,CA,35603,2.2,4.4,22.7,4,232.2,29.1,14.7,813,4068,6920,1803,198,3559,3537,2985.428571,276,Prosperous
Z44011,Avon,OH,22046,4.8,3.1,20.6,3.7,164.8,29.4,11.6,3321,1839,4682,1534,1324,3508,4740,2992.571429,277,Prosperous
Z36064,Pike Road,AL,8944,6.4,5.7,18.5,5,215,47.8,35.8,5525,6956,2874,2796,321,1763,760,2999.285714,278,Prosperous
Z17015,Carlisle,PA,21374,5.8,3.4,20,5.2,137.7,39.5,25,4647,2288,4111,3002,3105,2324,1538,3002.142857,279,Prosperous
Z63005,Chesterfield,MO,17602,0.9,5.3,21.6,3.4,318,25,15.3,234,5958,5793,1304,19,4334,3375,3002.428571,280,Prosperous
Z75063,Irving,TX,38233,3.1,3.9,18.8,7.1,147.8,30.6,18.7,1512,3141,3087,5187,2274,3312,2535,3006.857143,281,Prosperous
Z29708,Fort Mill,SC,28863,5,2.4,21.5,4.6,221.3,22.1,16.3,3570,1007,5655,2379,257,5093,3125,3012.285714,282,Prosperous
Z66220,Lenexa,KS,7547,0.6,1.6,18.8,1.7,256.6,1,28.3,193,350,3069,366,107,15728,1277,3012.857143,283,Prosperous
Z21704,Frederick,MD,15455,5.2,1,19.6,3.9,160.2,15.3,17.5,3809,126,3756,1692,1544,7382,2803,3016,284,Prosperous
Z94582,San Ramon,CA,40215,2,3.2,22.4,4.9,220.5,13.2,40.5,682,1933,6573,2725,266,8363,580,3017.428571,285,Prosperous
Z54016,Hudson,WI,31349,2.5,3.3,16.1,4.8,153.3,19.7,8.7,1000,2101,1463,2564,1924,5768,6325,3020.714286,286,Prosperous
Z40245,Louisville,KY,32896,3.4,2.4,22.2,4.4,241.9,26.7,9.7,1774,995,6362,2190,155,3999,5719,3027.714286,287,Prosperous
Z49301,Ada,MI,19768,1.6,1.4,22.6,3.5,244.9,13.2,13.9,453,248,6776,1375,147,8362,3857,3031.142857,288,Prosperous
Z55346,Eden Prairie,MN,16632,1.6,1,15.4,4.5,171,21.5,3.1,456,116,1200,2235,1103,5240,10879,3032.714286,289,Prosperous
Z98038,Maple Valley,WA,34362,3.2,3.8,23.5,5.7,157.4,48.7,22.7,1634,2953,7805,3627,1692,1705,1848,3037.714286,290,Prosperous
Z06752,Bridgewater,CT,1679,2.6,5.1,19.8,2.9,139.9,32.3,13.9,1039,5533,3958,906,2904,3098,3847,3040.714286,291,Prosperous
Z01612,Paxton,MA,4895,4.4,2.9,15.5,3.1,134.9,25.2,7.7,2788,1547,1244,1029,3397,4299,6994,3042.571429,292,Prosperous
Z33330,Fort Lauderdale,FL,13457,5.2,2.9,20.1,5.5,204.6,29.9,12.2,3825,1568,4202,3367,433,3425,4483,3043.285714,293,Prosperous
Z80018,Aurora,CO,10954,5.5,2,21.6,7.5,161.1,49.9,23.7,4294,662,5755,5710,1502,1650,1742,3045,294,Prosperous
Z75034,Frisco,TX,85700,4.8,5.3,20.7,3.8,212.4,44.6,15.8,3374,6001,4814,1617,349,1948,3224,3046.714286,295,Prosperous
Z53153,North Prairie,WI,2305,4.2,1,14.8,2.3,148.3,8.9,13.1,2599,120,993,564,2234,10698,4134,3048.857143,296,Prosperous
Z55120,Saint Paul,MN,4205,3.8,1.8,18.1,5.4,132.1,24.9,11.4,2173,511,2554,3213,3713,4387,4823,3053.428571,297,Prosperous
Z32259,Saint Johns,FL,43649,3.6,4.5,22.8,5.4,207.4,35.6,23.2,1948,4294,7027,3264,404,2667,1795,3057,298,Prosperous
Z78665,Round Rock,TX,41517,4.5,5.3,21.7,5.9,161.6,73.7,52.3,3006,5991,5898,3818,1472,900,327,3058.857143,299,Prosperous
Z54015,Hammond,WI,3496,4,4,13.8,3.5,132.3,17.4,15.1,2389,3332,732,1338,3685,6531,3423,3061.428571,300,Prosperous
Z83646,Meridian,ID,54535,3.4,1,24.8,8,134,143.9,68.9,1821,119,9208,6374,3492,294,162,3067.142857,301,Prosperous
Z46163,New Palestine,IN,11581,3,3.7,24.1,3.3,166.4,38,13.6,1393,2746,8433,1234,1262,2460,3942,3067.142857,302,Prosperous
Z37069,Franklin,TN,19614,1.9,2.8,21.7,3.4,247.3,14.9,11.8,595,1381,5869,1305,132,7575,4675,3076,303,Prosperous
Z77386,Spring,TX,45501,7.2,3.9,20.1,4.2,165.8,30,38.1,6796,3213,4214,1971,1285,3400,674,3079,304,Prosperous
Z34786,Windermere,FL,34328,3.6,4.4,22.2,6.8,193.4,33.2,37.9,1949,4086,6374,4869,601,2997,681,3079.571429,305,Prosperous
Z78004,Bergheim,TX,1246,3.7,2.5,21.4,8.6,239.9,40,15.4,2084,1078,5545,7095,167,2268,3327,3080.571429,306,Prosperous
Z01833,Georgetown,MA,8441,3.1,3.6,16.3,2.7,157.1,42.9,2.5,1442,2576,1545,790,1714,2055,11454,3082.285714,307,Prosperous
Z78231,San Antonio,TX,8098,3.7,2.9,19.9,11,159.2,49.2,39.2,2086,1536,4011,10044,1593,1679,639,3084,308,Prosperous
Z58718,Berthold,ND,886,5.9,3.8,20.4,4.7,118.7,104.7,39.5,4842,3004,4498,2481,5640,497,635,3085.285714,309,Prosperous
Z01775,Stow,MA,6957,0.7,2,18.3,4.5,200.6,26.9,2.6,196,635,2705,2251,484,3970,11357,3085.428571,310,Prosperous
Z64083,Raymore,MO,21433,4,2.7,18.5,5.9,153.4,16.8,18.4,2411,1296,2845,3776,1917,6776,2590,3087.285714,311,Prosperous
Z85296,Gilbert,AZ,42244,3.9,3.5,19.3,4,163.9,20.4,11.7,2311,2425,3515,1778,1365,5538,4715,3092.428571,312,Prosperous
Z94939,Larkspur,CA,6936,3.3,2.6,20.1,2.7,156.6,30.7,5.5,1740,1179,4200,799,1733,3299,8717,3095.285714,313,Prosperous
Z60491,Homer Glen,IL,22479,5.5,2.8,22.8,3.8,156.6,34.1,17.8,4275,1433,7011,1632,1735,2857,2725,3095.428571,314,Prosperous
Z68413,Nehawka,NE,631,3.1,4.8,8.9,4.2,133.5,15.3,20,1510,4929,124,1934,3552,7386,2263,3099.714286,315,Prosperous
Z77573,League City,TX,79435,4.6,2.9,19.9,6,180.6,19.7,18.6,3128,1554,4012,3917,843,5766,2554,3110.571429,316,Prosperous
Z90278,Redondo Beach,CA,40485,5.1,4.2,21.7,4.8,173.1,49.3,16.5,3770,3752,5884,2614,1042,1672,3086,3117.142857,317,Prosperous
Z75078,Prosper,TX,15080,2.6,4.1,24.9,8.2,223.6,81.9,56.5,1087,3506,9342,6610,243,773,286,3121,318,Prosperous
Z94114,San Francisco,CA,32598,2.6,5.5,15.7,6.6,202.6,26.1,14.1,1110,6462,1313,4587,460,4123,3793,3121.142857,319,Prosperous
Z85054,Phoenix,AZ,6049,1.9,8.1,18.5,3.1,152.3,90.5,18.2,618,12047,2889,1046,1973,662,2618,3121.857143,320,Prosperous
Z97140,Sherwood,OR,24649,4.5,2,22.7,5.5,163.2,32.8,14.9,3026,656,6895,3392,1395,3046,3479,3127,321,Prosperous
Z62711,Springfield,IL,16445,2.1,4,18,2,168.3,14.3,9.4,726,3308,2517,447,1186,7818,5891,3127.571429,322,Prosperous
Z76054,Hurst,TX,11620,4.7,3.1,20.2,4.8,162,34.4,9.9,3266,1837,4309,2598,1448,2815,5633,3129.428571,323,Prosperous
Z75454,Melissa,TX,7109,8.6,0.7,25.2,0.8,186.6,47.7,42.2,8953,47,9662,202,725,1769,554,3130.285714,324,Prosperous
Z37934,Knoxville,TN,25203,2.8,3.4,25.7,5.4,217.3,33.4,24.5,1232,2254,10221,3286,294,2945,1681,3130.428571,325,Prosperous
Z89138,Las Vegas,NV,14120,4.6,5,22,4.3,204.7,24.4,57.1,3141,5366,6214,2085,432,4488,277,3143.285714,326,Prosperous
Z43065,Powell,OH,41266,2.1,4,18.1,2.9,233.8,10.8,11.7,712,3307,2571,896,191,9627,4727,3147.285714,327,Prosperous
Z08551,Ringoes,NJ,4830,4.3,3.4,14,2.3,156.4,14.4,8.8,2668,2272,781,562,1746,7770,6267,3152.285714,328,Prosperous
Z57479,Warner,SD,646,3.2,1.6,9.5,5.5,145.1,102.2,0,1602,362,164,3318,2476,512,13646,3154.285714,329,Prosperous
Z04222,Durham,ME,3902,3.8,5.6,14.2,8.4,145.8,47.9,25.5,2123,6714,832,6804,2418,1758,1468,3159.571429,330,Prosperous
Z60554,Sugar Grove,IL,11635,3.6,2.4,21.2,2.4,190.8,47.6,3.2,1979,998,5306,636,643,1773,10790,3160.714286,331,Prosperous
Z80924,Colorado Springs,CO,6757,1.3,2.4,29.3,4.8,196.1,29.3,57.8,355,975,13875,2654,549,3525,265,3171.142857,332,Prosperous
Z18031,Breinigsville,PA,8702,3.8,5.9,18.8,4.8,144.4,30.1,29.3,2139,7344,3117,2590,2527,3383,1185,3183.571429,333,Prosperous
Z60467,Orland Park,IL,26824,5.7,1.8,22.1,3.5,156.6,23.1,16.7,4564,529,6267,1372,1734,4830,2992,3184,334,Prosperous
Z02466,Auburndale,MA,8572,4.3,3.6,18.9,6,154.1,141.3,6.6,2650,2593,3168,3906,1878,306,7836,3191,335,Prosperous
Z06477,Orange,CT,13946,4.2,2.4,19.2,3.8,152.2,41.5,4.4,2558,1000,3404,1609,1980,2167,9640,3194,336,Prosperous
Z52317,North Liberty,IA,16635,2.8,2.9,9.2,7.8,140.1,11.8,25.2,1245,1524,142,6037,2893,9097,1481,3202.714286,337,Prosperous
Z73078,Piedmont,OK,8827,6.6,3.9,16.9,3.4,163.5,24.6,12.4,5879,3203,1830,1268,1380,4448,4422,3204.285714,338,Prosperous
Z20878,Gaithersburg,MD,64890,5,3.8,18.6,4.7,157.3,25,12.2,3560,2979,2932,2460,1697,4337,4484,3207,339,Prosperous
Z76227,Aubrey,TX,25683,5.8,5.6,19.9,5.4,149.1,83.1,36.3,4734,6747,4046,3235,2186,757,746,3207.285714,340,Prosperous
Z75077,Lewisville,TX,35890,3.9,4.3,18.8,4.6,188.5,16.2,16.5,2296,3919,3096,2344,684,7028,3096,3209,341,Prosperous
Z66219,Lenexa,KS,11082,2.9,3.4,12.2,5.8,143.1,32,5.1,1326,2257,428,3663,2638,3136,9018,3209.428571,342,Prosperous
Z45869,New Bremen,OH,4580,3.8,2,11.5,5.6,126,38.7,5.1,2157,649,330,3437,4492,2387,9016,3209.714286,343,Prosperous
Z92620,Irvine,CA,44763,3.4,4.3,22.5,8,160.9,49.8,43.1,1828,3913,6689,6354,1515,1654,516,3209.857143,344,Prosperous
Z80027,Louisville,CO,32417,1.9,3.5,16.6,5,171.8,12.8,10.4,614,2401,1681,2785,1082,8564,5350,3211,345,Prosperous
Z77345,Kingwood,TX,29394,2.1,3.4,25.7,3.2,231,38.4,10,738,2244,10219,1157,205,2413,5520,3213.714286,346,Prosperous
Z84318,Hyde Park,UT,4224,2.5,3.2,23.5,3.6,121.8,40.5,17,1020,1940,7802,1471,5157,2240,2884,3216.285714,347,Prosperous
Z63303,Saint Charles,MO,47227,5.1,2.9,18.4,5.5,143,23.3,14.3,3743,1565,2772,3349,2646,4774,3667,3216.571429,348,Prosperous
Z48894,Westphalia,MI,1932,4.9,4.3,20.9,4,129.6,36.2,24,3455,3934,4996,1792,4026,2604,1712,3217,349,Prosperous
Z28278,Charlotte,NC,22888,8.5,3.4,19,7.4,168.4,65.8,47,8698,2331,3253,5559,1184,1060,439,3217.714286,350,Prosperous
Z50226,Polk City,IA,5644,1.7,2.4,13.4,1.8,198,-2.5,22.5,511,979,649,379,515,17628,1882,3220.428571,351,Prosperous
Z50105,Gilbert,IA,1290,1.6,3.2,10.4,10.5,157.5,29.1,10.5,454,1929,228,9424,1682,3561,5274,3221.714286,352,Prosperous
Z75025,Plano,TX,53483,2.2,2.8,18.6,5.4,205.6,12.1,11.3,801,1385,2919,3217,423,8928,4886,3222.714286,353,Prosperous
Z21076,Hanover,MD,15032,5.7,5,16.2,3.8,143,40.7,11.7,4502,5385,1513,1589,2643,2221,4707,3222.857143,354,Prosperous
Z03225,Center Barnstead,NH,3505,6.4,2.9,11.9,3.1,97.2,40.4,40.6,5474,1589,391,1020,11276,2250,579,3225.571429,355,Prosperous
Z68523,Lincoln,NE,1371,2.1,10.5,10.4,1.2,183.5,40.1,20.5,736,16186,234,251,778,2262,2156,3229,356,Prosperous
Z60586,Plainfield,IL,47190,8.1,3.1,21.2,4,155,52.7,20.5,8176,1876,5314,1793,1817,1489,2153,3231.142857,357,Prosperous
Z33449,Lake Worth,FL,11845,3.3,5.8,23.1,7.3,218.5,114.7,58,1679,7114,7387,5465,281,432,264,3231.714286,358,Prosperous
Z85298,Gilbert,AZ,28219,2.5,4.5,26.1,7.5,192.7,205,71.2,1021,4280,10660,5747,611,148,156,3231.857143,359,Prosperous
Z19342,Glen Mills,PA,18961,2.6,5,19.3,4.5,171.4,21.5,13.1,1046,5332,3535,2260,1092,5239,4129,3233.285714,360,Prosperous
Z48009,Birmingham,MI,20489,1.1,4.7,19.2,4,218.1,19.4,8.7,284,4700,3426,1774,287,5856,6327,3236.285714,361,Prosperous
Z75093,Plano,TX,47883,3.4,4.5,21.4,5.4,189.6,31.8,13.7,1813,4293,5573,3250,668,3163,3918,3239.714286,362,Prosperous
Z79707,Midland,TX,36158,6.6,5.4,17.7,5.8,155.9,69.4,23.5,5886,6282,2316,3681,1775,989,1754,3240.428571,363,Prosperous
Z85284,Tempe,AZ,17655,2.7,2.2,20.8,4.9,232.1,25.6,5.5,1182,790,4877,2713,199,4209,8719,3241.285714,364,Prosperous
Z94505,Discovery Bay,CA,14687,3.7,3.1,23.7,6,172.1,24.9,26.8,2103,1815,8003,3948,1072,4385,1391,3245.285714,365,Prosperous
