City,State,No_of_Zip_Codes,Sum_Population,Mean_No_Diploma,Mean_Vacancy,Mean_No_Job,Mean_Poverty,Mean_Med_Inc,Mean_Chg_Job,Mean_Chg_Biz,Mean_DCI_Percentile,Mean_White,Mean_Hispanic,Mean_Black,Mean_Asian,Mean_Mixed_Other,Sum_Area_Land,Sum_Area_Water
Powder Springs,GA,1,61283,8.3,5,23.8,8.8,146.2,6,2.6,20.6,73.2,2.9,21.1,0.9,1.9,50.772,0.397
Powderly,KY,1,604,22.3,10.3,49.2,14.9,86.2,11.5,54.3,63.4,92.8,7.2,0,0,0,1.063,0
Powderly,TX,1,3967,9.1,6.1,28.4,4.1,112.1,-8.2,-6.2,42.1,86.4,10.8,0.9,0,1.9,83.262,5.649
Powell Butte,OR,1,1927,4,4.1,33.9,3.9,126.3,45.5,37.3,4.8,96.1,2.7,0,0,1.2,118.327,0.236
Powell,OH,1,41266,2.1,4,18.1,2.9,233.8,10.8,11.7,1.4,92,1.2,2.1,3.6,1.1,28.878,0.718
Powell,TN,1,27045,10.9,8.4,30.4,13.7,124.1,12.6,1.7,41.2,96.9,0.3,1.3,0.4,1.1,39.413,0.118
Powell,WY,1,11981,7.7,7.8,19.9,8.6,97,-6.4,2.5,35.8,93.2,4.6,0.2,0.3,1.7,847.037,1.097
Powells Point,NC,1,967,12.8,21.3,26.7,9.5,120.8,13.2,3.8,44.2,89.3,1.8,5.7,0.6,2.6,10.227,16.914
Power,MT,1,723,9.4,10.1,20.1,17.4,126.9,3.3,25,30.5,97.8,0.3,0.3,0.5,1.1,251.89,0.071
Powers Lake,ND,1,911,6.6,6.8,19.7,7.6,91.2,22.8,-3.7,25.4,97.5,2.4,0,0.1,0,312.226,9.847
Powers,MI,1,1126,13.6,4.3,29.3,16.1,75.4,2.9,10.5,50.8,96.2,0.7,2,0,1.1,39.557,0.129
Powers,OR,1,908,12.9,16.1,46.4,30.8,55,-7.7,-7.7,96.8,85.5,3.9,0,1.2,9.4,41.758,0.173
Powhatan Point,OH,1,2475,11.4,11.9,37.3,16,93.3,13.2,-7.7,70.5,98.5,0.1,0.2,0.1,1.1,20.956,0.286
Powhatan,AR,1,782,23.1,7.3,26,9.1,105.4,0,0,52.9,100,0,0,0,0,25.997,1.24
Powhatan,VA,1,24396,9,4.6,22.1,5.3,116.1,20.5,8.1,9.9,80.4,0.6,17.7,0.2,1.1,239.065,1.897
Pownal,ME,1,1568,7.8,1.3,17.9,4.8,131.6,-2.9,-2.9,17.8,96.3,0.5,0.3,0.7,2.2,22.854,0.015
Pownal,VT,1,2927,14.6,2.8,22.3,8,105.6,0,0,33.2,18.6,12.4,56.5,5.4,7.1,32.121,0.173
Poyen,AR,1,864,13.9,6.1,26.7,23.2,92.2,-34.5,0,70.6,98.6,0,0,0,1.4,22.503,0.044
Poynette,WI,1,5621,5.7,8.2,19.3,7.1,121.8,10.6,6.9,14.4,97,0.9,0.1,0.1,1.9,73.966,5.587
Prague,NE,1,681,9.8,14.6,17.7,7.3,101.2,22.6,12.5,23.1,62,1.4,0.7,1,34.9,56.27,0.378
Prague,OK,1,5380,12.8,14.1,30.9,9.4,117.9,10.4,9.2,42.7,84.9,3.4,2.4,0,9.3,112.907,1.282
Prairie City,IA,1,2501,6.4,8.7,17.6,9.1,128.1,13.7,-8.1,25.7,97.3,0.6,0.1,0,2,69.545,0.023
Prairie City,IL,1,583,14.6,5.3,36.4,21.2,73.1,-9.4,0,78.7,0.8,0,0.1,2.5,96.6,22.157,0
Prairie City,OR,1,1057,7.6,19.1,35.7,20,69.1,14,0,73.8,93.7,2,0,0.1,4.2,343.515,0.105
Prairie Du Chien,WI,1,8300,8.9,6.1,30.5,13.1,80.7,5.1,-7.4,58.6,95.4,0,2.9,0.4,1.3,103.482,6.162
Prairie Du Rocher,IL,1,1501,12.5,20.2,39.6,12.7,85.8,-11.8,7.1,77.1,0,0.2,0.2,0,99.6,63.873,2.488
Prairie Du Sac,WI,1,6152,3.7,3.5,14.6,3,112.2,6.8,10.8,3.9,96.5,1.8,0.2,1,0.5,49.238,1.154
Prairie Farm,WI,1,1296,10.6,8.4,21.8,11.8,89.5,-12.9,-3.8,58.3,95.5,2.1,0,0.2,2.2,49.422,0.07
Prairie Grove,AR,1,8282,12.6,3.5,27.4,13.9,130.7,8.3,9.1,27,0.2,2.3,1,34.1,62.4,89.541,0.834
Prairie Home,MO,1,932,9,15.9,29.7,24.4,97.7,29.4,60,44.4,0.3,0,0.1,25.9,73.7,44.707,0.03
Prairie View,TX,1,5819,17.7,25.6,38.1,51,53.6,9.5,9.5,87.5,11,9.6,74.6,2.2,2.6,6.563,0
Prairie Village,KS,1,21483,1.3,4.7,17.6,3.9,162.2,29.6,2.1,2.2,0,2.1,0.3,0,97.6,6.513,0.001
Prairie,MS,1,2131,30,5.7,48.4,48.7,68.1,-1.4,-21.4,94.7,14.9,1.7,83.3,0,0.1,76.203,0.199
Prairieville,LA,1,39323,8.5,4.9,19.4,8.1,196.6,15.3,6.9,8.4,0.1,2.1,0.5,14.3,83,48.446,0.651
Prather,CA,1,1526,7.5,17.9,29.6,4.7,148.3,40.9,-19.4,37.6,92.3,6.8,0,0.2,0.7,28.722,0.027
Pratt,KS,1,8332,9.9,10.5,26.1,12.9,94.8,6.1,10.5,42.8,10.6,4,0,0.3,85.1,274.789,0.522
Pratt,WV,1,520,5.6,13.7,29.5,14.4,117.1,0,0,51.7,94,0,1,0,5,0.276,0.048
Prattsburgh,NY,1,2768,14.4,4.4,31.2,15.2,79.3,-67.7,-17.2,78.6,95.9,1,1.3,0.2,1.6,73.887,0.14
Prattsville,AR,1,1240,16.3,3.5,45,26.7,72.5,20.8,-6.7,73.5,95.5,0,3,0,1.5,47.964,0.069
Prattsville,NY,1,1060,16,4.8,37.8,14.7,70.5,2.3,-9.4,76.1,94.6,3.1,0.2,0,2.1,43.611,0.115
Preble,NY,1,583,4.5,14.5,19.1,20.1,75.7,44.1,-7.1,50.2,99.3,0,0,0,0.7,13.104,0.055
Premier,WV,1,605,40.7,13.8,74.6,38,56.4,250,250,79.4,100,0,0,0,0,8.857,0.05
Premont,TX,1,2973,32.2,17,30,21.8,64.5,-19.6,-23.3,97.5,17.5,81,0.7,0,0.8,102.958,0.026
Prentice,WI,1,1231,11.4,11.7,25.2,19.4,73.3,1,-2.6,74,97.9,0.6,0.2,0,1.3,89.005,0.742
Prentiss,MS,1,5337,22,12.1,46.5,38.3,54,-16.6,2,96.1,35.5,0.6,62.5,0.3,1.1,158.791,0.282
Prescott,AR,1,5566,16.5,13.2,45.4,32.9,66.4,10.8,-3.8,91,1.7,2.8,3.7,10.7,81.1,269.608,1.99
Prescott,IA,1,685,3.5,10.8,11.8,8.6,102.5,50,50,7.4,98.4,0,0,0.6,1,79.647,0.08
Prescott,MI,1,4720,20.5,8.2,48.9,33.9,56.8,-35.9,-21,98,96.4,1,0,0,2.6,78.181,1.829
Prescott,WA,1,1383,34,14.4,20.4,21.4,61.3,0,0,83.9,31.4,66.8,1,0,0.8,519.609,7.815
Prescott,WI,1,6637,4,5.2,13.3,5.8,150.2,27.5,-6.6,7.8,97.3,1.2,0,0,1.5,44.53,2.048
Presho,SD,1,594,4.2,27,6.7,2.9,105,-35.2,0,39.2,100,0,0,0,0,367.768,1.447
Presidio,TX,1,4897,55.8,23.4,37.1,25.6,50.3,15.2,13,86,6.2,93.2,0,0.2,0.4,468.47,0
Presque Isle,ME,1,9378,10.8,7.5,27.1,21,74.1,0,-1.2,69,94.5,0.5,0.1,1.4,3.5,75.757,1.844
Presque Isle,MI,1,1762,4.8,2.9,35.3,6.3,111.6,56.1,-21.4,24.2,99.4,0,0,0,0.6,63.673,32.256
Presque Isle,WI,1,1036,3.6,5.9,32.2,5.9,96.6,-15.6,-8.3,46.6,99,0.5,0,0,0.5,92.484,21.832
Presto,PA,1,1286,1.3,2.7,27.3,8.6,282.8,11.6,10.8,6,91.8,2.4,1.2,3.5,1.1,1.454,0.014
Preston Hollow,NY,1,755,13.7,13.4,35.4,13.2,75.3,-30.4,-25,91,96.2,0,2.3,0.5,1,33.905,0.02
Preston,CT,1,4729,6,5.2,22.6,5,98.5,-21.7,-14.3,39.7,78.3,2.8,1.7,10.1,7.1,30.83,0.911
Preston,GA,1,1916,20.4,15.2,31.9,23.2,68,77,10.5,69,45,6,48.7,0,0.3,112.366,0.705
Preston,IA,1,1620,13.2,7.6,20.8,11.2,97.6,2.9,-8,50.3,98.9,0.6,0,0.2,0.3,51.136,0.248
Preston,ID,1,8940,9.3,4.4,23.8,10.8,106.6,7.9,1.7,28,93.5,4.9,0,0,1.6,400.904,3.293
Preston,MD,1,5170,7.2,7.9,18.6,8.8,80.9,18.8,-8.2,36,81.9,0,15.8,0.1,2.2,53.004,3.338
Preston,MN,1,2478,6,6,13.5,12.7,80.1,-8.4,-7.1,46.3,99.1,0,0,0.1,0.8,114.827,0.028
Preston,MO,1,719,7.1,7.4,54.1,25.8,51.4,0,0,80.3,96.9,0,0,0,3.1,52.434,0.143
Preston,MS,1,1880,27,8.5,28.9,15.5,81.1,12.1,7.7,61.1,47.7,0,47.8,0,4.5,127.474,0.049
Prestonsburg,KY,1,11561,22.3,9.2,47.2,27.9,71.8,4.7,2.6,86.5,97.8,0.5,1,0.2,0.5,120.077,0.821
Pretty Prairie,KS,1,1517,8,5.5,19.8,13,94.2,-14.1,0,42.9,42.6,1.1,0.4,0.2,55.7,138.972,10.539
Prewitt,NM,1,1569,43.6,24.7,67.1,56.5,24.8,33.3,33.3,87,92.4,4.7,0.1,0.6,2.2,158.939,0.7
Price,UT,1,13323,12.6,10,29.4,14.8,85,-8.3,0.8,69.8,86.5,9.9,0.3,0.4,2.9,144.149,0.022
Prichard,WV,1,1910,23.1,22.5,46.2,4.6,102.1,35,0,60.4,97.2,0.2,0,0,2.6,33.964,0.462
Pride,LA,1,3030,8.2,6.7,22.6,3.4,130.2,-0.9,-17.4,33.1,0,1.2,0,4.7,94.1,20.638,0
Priest River,ID,1,6284,12.4,10.2,47,15.4,82.1,20.4,2.5,64.8,94.5,1.4,0,0.3,3.8,353.293,5.877
Prim,AR,1,738,18.1,30.7,28.8,7.7,138.2,0,0,59.4,89.7,1.8,0,0,8.5,32.617,0.468
Primghar,IA,1,1237,11.3,20.4,18.1,9.4,104.6,-16.8,-9.4,62.1,96.3,2.4,0.7,0.4,0.2,78.538,0
Primm Springs,TN,1,1175,9.8,12.8,13.8,4.4,172.6,16.7,16.7,11.1,91.6,8.4,0,0,0,41.703,0
Prince Frederick,MD,1,12163,10.7,4.6,26.2,8.1,105.3,4.9,3.5,29.9,74,0.6,22.7,0.6,2.1,42.765,8.096
Prince George,VA,1,11309,13.3,8.3,36.5,11.4,92.7,92.7,8.9,40.1,68.9,4,23.6,1.7,1.8,35.108,0.47
Princess Anne,MD,1,10845,15.4,12.6,41.9,24.9,43,-9.9,2.6,92.1,39.3,0.8,57.2,1.1,1.6,118.997,10.034
Princeton Junction,NJ,1,19282,2.8,2.9,20.1,3.9,252.7,-3.9,-2.3,11.6,69.6,2.9,2.8,22.5,2.2,18.586,0.581
Princeton,IA,1,1430,6,6.2,27.9,5.1,99.8,-9.1,-9.1,43.3,98.8,0.3,0.1,0,0.8,32.239,2.295
Princeton,ID,1,797,4.1,9.1,20.8,5.1,93,40.8,58.3,8.5,96.5,0,0,2,1.5,64.044,0.045
Princeton,IL,1,10977,6.9,9.1,21.5,12.8,88.5,-5.7,-5.2,53.8,0.3,2,0,0.8,96.9,177.68,0.826
Princeton,IN,1,12047,11.9,11.6,26.9,12.7,94,15.4,1.1,50.1,91.7,1.3,4.9,0.7,1.4,79.683,0.336
Princeton,KS,1,1164,9.7,3.8,25,18.3,98.7,4.4,-14.3,50.2,74.2,1.6,4.4,1.2,18.6,64.52,0.758
Princeton,KY,1,11310,13.9,13.1,33.6,21.2,98.2,4.6,6.5,67.1,92.7,0.9,5,0.2,1.2,264.996,2.602
Princeton,LA,1,3814,10.6,2.5,23.6,18.6,102.3,-8,-8,51.8,97.1,0.6,0.1,0,2.2,38.439,0.008
Princeton,MA,1,3456,0.8,4.2,20.9,7.5,166.5,-14.5,2.9,15,94.8,1.5,0.3,0.3,3.1,35.432,0.399
Princeton,ME,1,1697,15,10.6,44.9,37.7,53.2,-10.2,0,93.8,63.3,0.5,0,0.5,35.7,97.269,16.544
Princeton,MN,1,16612,8.6,3,21.6,8.2,92.9,8.6,5.2,20.8,96.5,1.3,0.1,0.2,1.9,184.5,5.568
Princeton,MO,1,2242,11.9,17.8,25.4,15.4,93.4,-4.1,-4.9,73.6,1.2,0.1,0,0.5,98.2,239.303,0.578
Princeton,NC,1,7701,20.3,7.2,38.9,22.4,86,-13.1,-7.6,88.3,86.1,1,11.9,0.1,0.9,81.432,0.276
Princeton,TX,1,15932,16.9,6.3,24.1,18.6,93.4,14.1,9.8,42,67.7,25.1,4.1,0.8,2.3,49.399,15.953
Princeton,WI,1,2836,8.9,10.8,25.1,10.2,84.7,3.9,2.6,48.6,97.8,0.8,0.5,0.1,0.8,60.032,1.452
Princeton,WV,1,30588,15.1,8.6,36.3,18.6,93.8,-2,-12.8,80.7,94.6,0.2,2.9,0.8,1.5,160.352,0.576
Princeville,HI,1,2629,2.7,40.4,37.6,14.4,87.6,4,0.9,64.3,78.9,9.4,0,3.3,8.4,5.568,1.097
Princeville,IL,1,3156,6.5,6.8,24.4,8.5,102.2,-11.5,1.5,37.2,0,3.3,0.1,0.8,95.8,98.171,0.128
Prineville,OR,1,18657,14,5.9,37.4,20.6,69.6,3.3,0.2,73.5,90.5,5.7,0,0.3,3.5,1209.84,6.272
Prinsburg,MN,1,632,8.5,4.7,11.1,6.3,105.7,32,6.9,7.3,95.7,2.3,1,1,0,12.319,0
Prior Lake,MN,1,31358,4,2.8,16.3,6.1,163.6,7.2,3.9,4.8,96.2,0.7,0.7,0.6,1.8,57.35,4.28
Procious,WV,1,1284,23.9,7.6,53.2,30.4,74.9,100,100,63.7,100,0,0,0,0,30.291,0.443
Proctor,AR,1,1679,26.8,16.4,21.7,8.3,116.9,-39.2,-10,72.2,5.3,1.5,0.7,31.7,60.8,85.719,3.29
Proctor,VT,1,1641,7.7,8.5,19.1,5,93,-39.5,21.1,29.6,97.5,0.6,0.4,0.3,1.2,7.902,0.166
Proctor,WV,1,2102,18,18.6,35.5,16,149.7,41.3,10.5,48.6,98,0,0,0,2,73.51,2.814
Proctorsville,VT,1,832,9.5,3.5,22.2,8.3,88.1,78.1,35,10.1,95.3,3.9,0.6,0.2,0,12.564,0.043
Proctorville,OH,1,10124,9.3,12.3,33.9,8.8,107.1,68.4,-0.9,41.5,97.6,0.2,0.8,0.5,0.9,34.635,0.253
Progreso,TX,1,4324,49.4,8.4,34,43.7,61.8,14.3,-3,87.5,0.6,99.4,0,0,0,8.385,0.109
Prole,IA,1,784,4.2,8.4,17.5,3.2,117.2,9.1,9.1,9.5,93.3,0,0,0,6.7,40.674,0.1
Prophetstown,IL,1,3099,11,12.6,30.1,12.2,87.1,-6.7,-4,72.9,1.3,1.6,0.5,4.4,92.2,126.601,0.942
Prospect Heights,IL,1,16147,13.8,5.2,23.3,10.7,106.6,-74.5,10.5,40.2,64.4,29.3,2.2,3.5,0.6,3.611,0.03
Prospect Hill,NC,1,1396,19,10,21.8,6,95.2,-55,50,44.9,95.6,0,2.1,0,2.3,25.972,0.725
Prospect Park,PA,1,6568,8.1,9.1,17.9,9.6,113.4,5.8,1.8,28.2,95.1,0.7,1.2,1.9,1.1,0.746,0.01
Prospect,CT,1,9678,9.5,2.9,22,3.8,145.6,1.9,-7.9,22.3,94.3,1.9,1.2,0.6,2,14.235,0.242
Prospect,KY,1,17986,2,4.6,19.9,3.7,260.9,38.8,14.8,0.6,90,1.5,3.8,1.6,3.1,25.94,4.264
Prospect,OH,1,3011,7.3,9.3,26.5,5.8,118.1,5,0,32.3,99.5,0,0,0,0.5,42.713,0.139
Prospect,OR,1,1017,9.8,6.7,43.9,20.4,72.1,-12.5,0,80.1,92.2,1.2,0,0,6.6,68.138,0.12
Prospect,PA,1,2463,7.8,5,34.3,14.7,102.3,41.7,0,33.9,99.5,0.1,0,0.1,0.3,20.121,0.892
Prospect,TN,1,2759,18.5,11.4,34.8,15.9,93.4,-12.1,-20,87.4,83,0,12.6,1,3.4,94.03,0.075
Prospect,VA,1,1781,24.9,13.7,41.2,7.8,77.2,-17.1,-8,90.1,54.4,0,40.2,0,5.4,43.005,0.236
Prosper,TX,1,15080,2.6,4.1,24.9,8.2,223.6,81.9,56.5,1.4,79.8,9.7,6.4,3.4,0.7,32.736,0.269
Prosperity,PA,1,1541,8.5,15.1,29.6,7.7,111.2,-31.4,-4.5,62.6,97.2,0.1,1.2,0.5,1,40.521,0.028
Prosperity,SC,1,8405,13.1,8.9,26.3,12.7,114.8,-0.9,-2.5,54.6,74.8,0.4,23.1,0,1.7,102.55,12.154
Prosser,WA,1,13629,25.2,3.1,33.5,15.1,89.7,5.3,5.2,55.5,60.6,37.5,0.3,0.1,1.5,571.448,0.838
Protection,KS,1,888,9.3,21.3,14.7,0.9,118.1,-39,-13.3,50.2,43.1,5.6,0.4,0.8,50.1,197.519,0.512
Protem,MO,1,798,16.5,5.9,65.3,18.7,60.7,-9.1,0,86.2,1,0,0.1,0.3,98.6,63.106,8.477
Provencal,LA,1,982,32.4,15.2,42.2,16.3,73.7,50.9,0,80.2,3.9,0,2.6,7.1,86.4,176.195,0.422
Providence Forge,VA,1,6312,13.8,7.4,18.1,7.4,106.8,24.4,13.7,17,44.8,0.4,42.5,0.3,12,74.924,0.63
Providence,KY,1,3857,20.6,18,42.5,26.6,75,-11,-2.9,96.3,83.7,0.8,14.2,0,1.3,59.6,1.548
Providence,NC,1,2108,26.4,12.5,33.7,23.9,83.5,-19.7,-20,95.3,91.9,0,6.5,0,1.6,26.421,0.129
Providence,UT,1,7384,2.7,1,23.5,6,105.6,-11.1,1.7,20.4,97.7,1,0,0,1.3,4.18,0
Provincetown,MA,1,2962,7.6,5,24.3,14.2,53.9,10.2,-0.3,46.8,86.1,2.7,6.2,0.5,4.5,9.67,4.929
Prudenville,MI,1,4752,10.3,8.9,40.6,17.5,69.6,-5.3,-4.3,83,97.1,1.6,0.4,0.3,0.6,66.514,3.571
Prue,OK,1,649,20.5,15.5,36.8,24.7,78.7,87.5,0,77.6,95.5,0,0,0,4.5,14.477,1.448
Pryor,MT,1,655,11.9,22.8,34.8,39,72.1,0,0,89.5,17.8,0.3,0,0,81.9,300.042,0.034
Pryor,OK,1,16903,11.7,11.3,31.9,21.4,97.2,12.1,2.8,60.8,67.6,3.8,0.6,0.1,27.9,171.031,6.773
Pueblo Of Acoma,NM,1,2260,10.4,19.2,41.6,28.5,79,-20,-20,95.5,0.4,0.3,0,0,99.3,866.283,0.043
Pukwana,SD,1,791,9.3,16.8,17.2,12.6,94.4,54.2,10,29.4,58.1,3.6,0,0,38.3,212.491,5.789
Pulaski,MS,1,1322,21.3,3,28.6,22.7,120.2,26.3,66.7,29.9,91.2,0,7.4,1.4,0,59.696,0.049
Pulaski,NY,1,6058,11.4,8.1,32.2,18,76.8,23,2.9,56.4,97.9,0.5,0.1,0.1,1.4,70.531,4.541
Pulaski,PA,1,3360,11.7,0.6,23.4,9.6,78.4,-20.8,8.1,40,98.3,0,0.9,0,0.8,26.131,0.158
Pulaski,TN,1,17541,18.8,14.5,35.1,16.9,90.9,13.6,-1.2,75.4,82.8,1.3,14.3,0.4,1.2,261.171,0.111
Pulaski,VA,1,13432,19.2,15.9,36.2,17.5,62.7,-15.7,-3.7,94.2,90.2,0.8,7,0.1,1.9,80.218,1.703
Pulaski,WI,1,8591,5.2,7.4,17.5,4.7,114.9,-2,4.2,18.5,97.4,0.6,0,0.3,1.7,114.047,0.096
Pullman,MI,1,3398,21.5,12.6,46.4,31.1,88.9,15.5,-20,89.8,62.2,26.3,7.1,0.5,3.9,29.472,0.462
Pullman,WA,1,33097,2.7,10.5,24.2,40.5,45.4,15.1,13.7,49.1,82.5,4.1,2.2,7.5,3.7,206.933,0.409
Punxsutawney,PA,1,14560,13.9,9.4,31,16.2,77.6,0,-5.1,77.4,98.5,0.4,0,0.2,0.9,165.286,0.838
Puposky,MN,1,705,10.6,8.3,27.6,17.2,82.3,-28.6,-28.6,79.6,92.7,0,0,0.1,7.2,91.679,7.854
Purcell,OK,1,9666,17.5,7,24.8,14.8,108.1,25.8,2.7,38.6,74.9,14.5,1.9,0.5,8.2,108.316,2.144
Purcellville,VA,1,17939,4,4.7,19.7,3.9,203.4,32.3,15.6,0.9,92,1.1,4.4,0.3,2.2,82.912,0.748
Purchase,NY,1,6486,5,1.5,25.5,9.1,364.9,16.5,9.8,5.5,82.2,6.8,3.3,4.5,3.2,6.733,0.033
Purdon,TX,1,1487,16.8,12.5,28.3,22.8,80.8,0,0,80.5,90.5,8.5,0.3,0,0.7,76.269,1.918
Purdy,MO,1,3453,23.5,14.1,26.6,18.5,87.2,41.3,0,65.1,0,10.5,0.6,0,88.9,79.943,0.176
Purdys,NY,1,714,5.4,0,20.5,1.7,195.2,0.9,-4.2,11,93.6,5.6,0.7,0,0.1,1.584,0.168
Purgitsville,WV,1,775,16.6,7.7,34.5,23,75.5,0,0,80.1,100,0,0,0,0,42.582,0.242
Purlear,NC,1,2377,22.7,3.7,38.5,11.7,79.4,-28.6,-28.6,82.9,38.9,1.9,58.8,0,0.4,62.937,0
Purling,NY,1,525,1.4,13.6,34,10.7,87.3,17.4,-12.5,54.4,94.5,0,0,5.5,0,9.786,0.039
Purvis,MS,1,11680,10.9,11,30.6,11.5,127.1,3.6,0.5,49,91,0.9,7,0.3,0.8,167.926,0.502
Puryear,TN,1,2524,17.4,11.2,40.7,14.3,92.6,-0.6,-12.9,83.9,96.1,0.6,2.5,0,0.8,89.265,0.067
Putnam Station,NY,1,742,9.3,7.1,40.5,8.4,106.5,100,100,21.9,99.8,0.2,0,0,0,32.791,0.566
Putnam Valley,NY,1,9192,10.4,3.6,21.8,6.4,178.3,10.7,-7.7,20.6,91.5,4.4,0.7,0.7,2.7,32.772,1.395
Putnam,CT,1,9437,9.9,7.7,22.3,10.2,73.7,6.6,-2.5,49.5,93.9,1.4,2.1,0.1,2.5,19.985,0.109
Putney,VT,1,5124,6.5,5.4,23.6,11.2,107,1.4,0,31.5,94.9,0.9,0.8,0.5,2.9,68.786,0.263
Puxico,MO,1,3232,16.1,9.3,38.7,13.7,86,-16.2,1.8,77.7,0.8,0,0.6,1.9,96.7,118.68,3.264
Pylesville,MD,1,2698,7.2,7.9,16.6,3.8,149.2,17.5,16.2,5.2,97.9,1.1,0.4,0,0.6,21.204,0.078
Quail Valley,CA,1,17514,11,3.6,29.3,13.6,111.6,10.1,12.7,27.2,11.3,2,0,0,86.7,7.902,0.745
Quaker City,OH,1,2997,19.1,10.2,34.4,12.1,98.9,-15.1,3.6,70.7,98.7,0.1,0,0.5,0.7,105.713,2.256
Quaker Hill,CT,1,4024,11.7,4.5,25.3,3.3,123.9,-24.7,-21.3,43,91.7,2.1,3.2,0.9,2.1,7.926,0.885
Quakertown,PA,1,34500,10.2,2.2,19.5,6.9,120.6,3.2,2.8,17.2,95.7,1.4,0.9,1.2,0.8,66.618,1.036
Quanah,TX,1,2955,16.2,20.6,41,15,66.1,-2.9,10.6,83.5,77.1,15,5.5,0.6,1.8,543.798,0.703
Quantico,MD,1,762,8.7,22.2,44.5,17.1,68.5,12.5,12.5,69.2,74.1,0.7,16.9,8.3,0,35.027,3.483
Quantico,VA,1,8644,3.4,4.9,74.6,5.8,90,-26.6,1.5,48.2,68.3,8.6,15.2,3.3,4.6,23.662,1.512
Quapaw,OK,1,3024,17.2,8.6,35.6,21.5,85.1,-5.9,9.5,73.7,67.4,3.2,0.2,0.4,28.8,68.034,0.427
Quarryville,PA,1,12341,20.3,4.7,23.4,8.2,109.7,9,6.1,29.9,97.7,1.1,0.2,0.2,0.8,58.358,0.254
Quartzsite,AZ,1,4142,19.4,8.8,67.5,10.9,66.5,-4.2,10.9,76.2,93.6,2.7,2.2,0,1.5,622.593,0
Quasqueton,IA,1,500,6.8,10.5,24.2,9.3,70.3,-50,-50,71.7,87.6,0.4,11.3,0,0.7,2.031,0.073
Quebeck,TN,1,1010,31.7,20.8,33.2,30.5,80.2,-50,-50,98.8,100,0,0,0,0,16.417,0.316
Queen Anne,MD,1,982,10.5,1.1,27.6,25.7,94,5.2,0,48,75.6,0,24.4,0,0,24.892,0.017
Queen City,MO,1,1197,16.3,14.2,32.7,14.6,80.4,1.6,-21.1,85.7,0.9,0,0,0.5,98.6,85.533,0.169
Queen City,TX,1,3801,13.4,14.3,32.2,17.6,74.1,46.3,-3.2,71,76.1,3.6,16.7,0.5,3.1,72.096,4.976
Queen Creek,AZ,1,54373,7.9,8.8,26,9.5,143.3,348.4,209.4,10.5,70.6,21.2,2.8,1.6,3.8,71.014,0.041
Queensbury,NY,1,26465,6.9,5.3,20.4,8.7,106.5,1.6,0.1,25.2,96.9,0.5,0.2,1.2,1.2,53.106,2.274
Queenstown,MD,1,3589,4.9,3.9,19.2,7.7,140.9,0.7,0.5,14.3,89.3,1,9.4,0,0.3,39.376,7.186
Quemado,NM,1,558,1.8,14.2,57.9,24.6,84,8.3,8.3,63.9,80.6,9.7,0,0,9.7,1752.704,2.508
Quenemo,KS,1,1067,16,13.1,39.9,23.3,71.4,-20,0,92.8,29.7,2,1.2,0.5,66.6,66.136,0.067
Questa,NM,1,2223,12.9,13.7,38.9,24.5,66.9,52.6,8.9,68.7,24.7,73.5,0.7,0.2,0.9,205.083,0.601
Quicksburg,VA,1,1004,13.3,2.9,14.2,10.9,99.5,20,0,22,99.5,0,0,0,0.5,20.759,0.051
Quilcene,WA,1,1566,5.2,8.7,47.1,13.4,81.2,18.4,-4.7,58.7,88.7,1.1,0.4,0.6,9.2,116.936,14.965
Quimby,IA,1,507,16.3,10.2,18.4,18.9,89.8,-9.1,-9.1,72.6,96.8,3.9,0,0.2,-0.9,43.648,0.019
Quincy,CA,1,5968,8.3,8.7,31.5,17.6,80.5,6.1,0,61.6,90.6,3.1,1.9,0.3,4.1,101.193,0.27
Quincy,IN,1,1224,14.4,14.8,32.6,9.1,121.5,-33.3,-16.7,76.2,95.7,0,0,3.8,0.5,26.278,0.147
Quincy,KY,1,998,26.9,11,44.9,22.1,104.9,0,0,83.4,100,0,0,0,0,21.534,1.614
Quincy,MI,1,6344,11.9,7.2,26.3,19.4,91.6,21.3,0,48,97.6,0.8,0.2,0.1,1.3,85.96,1.771
Quincy,OH,1,1331,11.9,12.3,31.4,14.8,111.7,-28.6,-9.1,76.3,98.3,0.3,0.4,0,1,34.174,0.004
Quincy,WA,1,12200,36.1,5.5,28.2,22.7,80.2,16.1,17.6,54.8,48.1,49.6,0,0.6,1.7,450.093,8.541
Quinebaug,CT,1,512,17.4,7.7,28.6,12.3,68.9,-10,-10,80,97.9,2.1,0,0,0,0.951,0.032
Quinhagak,AK,1,661,33.3,16.5,58.3,38,43.7,-8.7,0,98.8,0.8,0,0,0,99.2,2.674,0.025
Quinlan,TX,1,15049,21.9,13.2,40.8,19.9,82.7,6.7,7.2,79.3,90.1,6.3,0.8,0,2.8,107.317,23.911
Quinnesec,MI,1,999,7.5,9.5,31.2,3.3,115.8,-6.4,-3.4,44.8,97.6,0,0.7,0,1.7,3.459,0.234
Quinter,KS,1,1394,5.5,10.6,17.9,6.5,88.1,3.8,1.4,32.2,8.8,0.7,1.5,0.2,88.8,288.131,0.023
Quinton,AL,1,3101,19.3,12.6,39.5,19,90.1,-0.9,-23.1,90.4,88.2,0.4,9.3,0.2,1.9,67.209,3.394
